municipality_id,municipality_key,name_en,name_ar,governorate_en,district_en,dglac_found,dglac_detail_status,official_website_status,complaint_form_status,municipal_app_status,official_social_status,news_trace_status,civic_tracker_status,public_forum_status,batch_status,priority_hint,next_search_queries,notes,rank,batch_id,batch_priority,priority_score,research_tier,recommended_next_action,reason_codes,dglac_form_available,dglac_website_found,dglac_email_found,official_search_queries,social_search_queries,news_search_queries
59752,eyha,Eyha,عيحا,Beqaa,Rachaiya,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Eyha"" municipality Lebanon complaint | ""Eyha"" municipality Lebanon official website | ""Eyha"" municipality Lebanon Facebook | ""عيحا"" بلدية شكوى | ""عيحا"" بلدية فيسبوك",Official DGLAC detail fetched.,242,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Eyha"" municipality Lebanon official website | ""Eyha"" municipality complaint form | ""عيحا"" بلدية شكوى | ""عيحا"" بلدية الموقع الرسمي","site:facebook.com ""Eyha"" municipality | site:facebook.com ""عيحا"" بلدية | site:instagram.com ""Eyha"" municipality | site:x.com ""Eyha"" municipality","""Eyha"" municipality repair Lebanon | ""عيحا"" بلدية اصلاح | NNA ""Eyha"" municipality | ""Eyha"" water electricity waste road Lebanon"
56019,ferzol,Ferzol,فرزل,Beqaa,Zahle,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Ferzol"" municipality Lebanon complaint | ""Ferzol"" municipality Lebanon official website | ""Ferzol"" municipality Lebanon Facebook | ""فرزل"" بلدية شكوى | ""فرزل"" بلدية فيسبوك",Official DGLAC detail fetched.,243,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Ferzol"" municipality Lebanon official website | ""Ferzol"" municipality complaint form | ""فرزل"" بلدية شكوى | ""فرزل"" بلدية الموقع الرسمي","site:facebook.com ""Ferzol"" municipality | site:facebook.com ""فرزل"" بلدية | site:instagram.com ""Ferzol"" municipality | site:x.com ""Ferzol"" municipality","""Ferzol"" municipality repair Lebanon | ""فرزل"" بلدية اصلاح | NNA ""Ferzol"" municipality | ""Ferzol"" water electricity waste road Lebanon"
56280,gaza,Gaza,غزة,Beqaa,Western Bekaa,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Gaza"" municipality Lebanon complaint | ""Gaza"" municipality Lebanon official website | ""Gaza"" municipality Lebanon Facebook | ""غزة"" بلدية شكوى | ""غزة"" بلدية فيسبوك",Official DGLAC detail fetched.,244,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Gaza"" municipality Lebanon official website | ""Gaza"" municipality complaint form | ""غزة"" بلدية شكوى | ""غزة"" بلدية الموقع الرسمي","site:facebook.com ""Gaza"" municipality | site:facebook.com ""غزة"" بلدية | site:instagram.com ""Gaza"" municipality | site:x.com ""Gaza"" municipality","""Gaza"" municipality repair Lebanon | ""غزة"" بلدية اصلاح | NNA ""Gaza"" municipality | ""Gaza"" water electricity waste road Lebanon"
59680,halawa,Halawa,حلوه,Beqaa,Rachaiya,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Halawa"" municipality Lebanon complaint | ""Halawa"" municipality Lebanon official website | ""Halawa"" municipality Lebanon Facebook | ""حلوه"" بلدية شكوى | ""حلوه"" بلدية فيسبوك",Official DGLAC detail fetched.,245,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Halawa"" municipality Lebanon official website | ""Halawa"" municipality complaint form | ""حلوه"" بلدية شكوى | ""حلوه"" بلدية الموقع الرسمي","site:facebook.com ""Halawa"" municipality | site:facebook.com ""حلوه"" بلدية | site:instagram.com ""Halawa"" municipality | site:x.com ""Halawa"" municipality","""Halawa"" municipality repair Lebanon | ""حلوه"" بلدية اصلاح | NNA ""Halawa"" municipality | ""Halawa"" water electricity waste road Lebanon"
56127,hazerta,Hazerta,حزرتا,Beqaa,Zahle,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Hazerta"" municipality Lebanon complaint | ""Hazerta"" municipality Lebanon official website | ""Hazerta"" municipality Lebanon Facebook | ""حزرتا"" بلدية شكوى | ""حزرتا"" بلدية فيسبوك",Official DGLAC detail fetched.,246,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Hazerta"" municipality Lebanon official website | ""Hazerta"" municipality complaint form | ""حزرتا"" بلدية شكوى | ""حزرتا"" بلدية الموقع الرسمي","site:facebook.com ""Hazerta"" municipality | site:facebook.com ""حزرتا"" بلدية | site:instagram.com ""Hazerta"" municipality | site:x.com ""Hazerta"" municipality","""Hazerta"" municipality repair Lebanon | ""حزرتا"" بلدية اصلاح | NNA ""Hazerta"" municipality | ""Hazerta"" water electricity waste road Lebanon"
56181,hosh_al_harimeh,Hosh Al-Harimeh,حوش الحريمة,Beqaa,Western Bekaa,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Hosh Al-Harimeh"" municipality Lebanon complaint | ""Hosh Al-Harimeh"" municipality Lebanon official website | ""Hosh Al-Harimeh"" municipality Lebanon Facebook | ""حوش الحريمة"" بلدية شكوى | ""حوش الحريمة"" بلدية فيسبوك",Official DGLAC detail fetched.,247,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Hosh Al-Harimeh"" municipality Lebanon official website | ""Hosh Al-Harimeh"" municipality complaint form | ""حوش الحريمة"" بلدية شكوى | ""حوش الحريمة"" بلدية الموقع الرسمي","site:facebook.com ""Hosh Al-Harimeh"" municipality | site:facebook.com ""حوش الحريمة"" بلدية | site:instagram.com ""Hosh Al-Harimeh"" municipality | site:x.com ""Hosh Al-Harimeh"" municipality","""Hosh Al-Harimeh"" municipality repair Lebanon | ""حوش الحريمة"" بلدية اصلاح | NNA ""Hosh Al-Harimeh"" municipality | ""Hosh Al-Harimeh"" water electricity waste road Lebanon"
55947,hosh_moussa,Hosh Moussa,حوش موسى,Beqaa,Zahle,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Hosh Moussa"" municipality Lebanon complaint | ""Hosh Moussa"" municipality Lebanon official website | ""Hosh Moussa"" municipality Lebanon Facebook | ""حوش موسى"" بلدية شكوى | ""حوش موسى"" بلدية فيسبوك",Official DGLAC detail fetched.,248,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Hosh Moussa"" municipality Lebanon official website | ""Hosh Moussa"" municipality complaint form | ""حوش موسى"" بلدية شكوى | ""حوش موسى"" بلدية الموقع الرسمي","site:facebook.com ""Hosh Moussa"" municipality | site:facebook.com ""حوش موسى"" بلدية | site:instagram.com ""Hosh Moussa"" municipality | site:x.com ""Hosh Moussa"" municipality","""Hosh Moussa"" municipality repair Lebanon | ""حوش موسى"" بلدية اصلاح | NNA ""Hosh Moussa"" municipality | ""Hosh Moussa"" water electricity waste road Lebanon"
56154,jaba_jenin,Jaba Jenin,جب جنين,Beqaa,Western Bekaa,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Jaba Jenin"" municipality Lebanon complaint | ""Jaba Jenin"" municipality Lebanon official website | ""Jaba Jenin"" municipality Lebanon Facebook | ""جب جنين"" بلدية شكوى | ""جب جنين"" بلدية فيسبوك",Official DGLAC detail fetched.,249,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Jaba Jenin"" municipality Lebanon official website | ""Jaba Jenin"" municipality complaint form | ""جب جنين"" بلدية شكوى | ""جب جنين"" بلدية الموقع الرسمي","site:facebook.com ""Jaba Jenin"" municipality | site:facebook.com ""جب جنين"" بلدية | site:instagram.com ""Jaba Jenin"" municipality | site:x.com ""Jaba Jenin"" municipality","""Jaba Jenin"" municipality repair Lebanon | ""جب جنين"" بلدية اصلاح | NNA ""Jaba Jenin"" municipality | ""Jaba Jenin"" water electricity waste road Lebanon"
59788,kafr_danis,Kafr Danis,كفردنيس,Beqaa,Rachaiya,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Kafr Danis"" municipality Lebanon complaint | ""Kafr Danis"" municipality Lebanon official website | ""Kafr Danis"" municipality Lebanon Facebook | ""كفردنيس"" بلدية شكوى | ""كفردنيس"" بلدية فيسبوك",Official DGLAC detail fetched.,250,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Kafr Danis"" municipality Lebanon official website | ""Kafr Danis"" municipality complaint form | ""كفردنيس"" بلدية شكوى | ""كفردنيس"" بلدية الموقع الرسمي","site:facebook.com ""Kafr Danis"" municipality | site:facebook.com ""كفردنيس"" بلدية | site:instagram.com ""Kafr Danis"" municipality | site:x.com ""Kafr Danis"" municipality","""Kafr Danis"" municipality repair Lebanon | ""كفردنيس"" بلدية اصلاح | NNA ""Kafr Danis"" municipality | ""Kafr Danis"" water electricity waste road Lebanon"
59806,kafr_mashki_mazraat_salsata,Kafr Mashki - Mazraat Salsata,كفرمشكي - مزرعة سلساتا,Beqaa,Rachaiya,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Kafr Mashki - Mazraat Salsata"" municipality Lebanon complaint | ""Kafr Mashki - Mazraat Salsata"" municipality Lebanon official website | ""Kafr Mashki - Mazraat Salsata"" municipality Lebanon Facebook | ""كفرمشكي - مزرعة سلساتا"" بلدية شكوى | ""كفرمشكي - مزرعة سلساتا"" بلدية فيسبوك",Official DGLAC detail fetched.,251,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Kafr Mashki - Mazraat Salsata"" municipality Lebanon official website | ""Kafr Mashki - Mazraat Salsata"" municipality complaint form | ""كفرمشكي - مزرعة سلساتا"" بلدية شكوى | ""كفرمشكي - مزرعة سلساتا"" بلدية الموقع الرسمي","site:facebook.com ""Kafr Mashki - Mazraat Salsata"" municipality | site:facebook.com ""كفرمشكي - مزرعة سلساتا"" بلدية | site:instagram.com ""Kafr Mashki - Mazraat Salsata"" municipality | site:x.com ""Kafr Mashki - Mazraat Salsata"" municipality","""Kafr Mashki - Mazraat Salsata"" municipality repair Lebanon | ""كفرمشكي - مزرعة سلساتا"" بلدية اصلاح | NNA ""Kafr Mashki - Mazraat Salsata"" municipality | ""Kafr Mashki - Mazraat Salsata"" water electricity waste road Lebanon"
59797,kafr_qouq,Kafr Qouq,كفرقوق,Beqaa,Rachaiya,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Kafr Qouq"" municipality Lebanon complaint | ""Kafr Qouq"" municipality Lebanon official website | ""Kafr Qouq"" municipality Lebanon Facebook | ""كفرقوق"" بلدية شكوى | ""كفرقوق"" بلدية فيسبوك",Official DGLAC detail fetched.,252,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Kafr Qouq"" municipality Lebanon official website | ""Kafr Qouq"" municipality complaint form | ""كفرقوق"" بلدية شكوى | ""كفرقوق"" بلدية الموقع الرسمي","site:facebook.com ""Kafr Qouq"" municipality | site:facebook.com ""كفرقوق"" بلدية | site:instagram.com ""Kafr Qouq"" municipality | site:x.com ""Kafr Qouq"" municipality","""Kafr Qouq"" municipality repair Lebanon | ""كفرقوق"" بلدية اصلاح | NNA ""Kafr Qouq"" municipality | ""Kafr Qouq"" water electricity waste road Lebanon"
59610,kafraya,Kafraya,كفريا,Beqaa,Western Bekaa,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Kafraya"" municipality Lebanon complaint | ""Kafraya"" municipality Lebanon official website | ""Kafraya"" municipality Lebanon Facebook | ""كفريا"" بلدية شكوى | ""كفريا"" بلدية فيسبوك",Official DGLAC detail fetched.,253,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Kafraya"" municipality Lebanon official website | ""Kafraya"" municipality complaint form | ""كفريا"" بلدية شكوى | ""كفريا"" بلدية الموقع الرسمي","site:facebook.com ""Kafraya"" municipality | site:facebook.com ""كفريا"" بلدية | site:instagram.com ""Kafraya"" municipality | site:x.com ""Kafraya"" municipality","""Kafraya"" municipality repair Lebanon | ""كفريا"" بلدية اصلاح | NNA ""Kafraya"" municipality | ""Kafraya"" water electricity waste road Lebanon"
56298,kamid_al_lawz,Kamid Al-Lawz,كامد اللوز,Beqaa,Western Bekaa,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Kamid Al-Lawz"" municipality Lebanon complaint | ""Kamid Al-Lawz"" municipality Lebanon official website | ""Kamid Al-Lawz"" municipality Lebanon Facebook | ""كامد اللوز"" بلدية شكوى | ""كامد اللوز"" بلدية فيسبوك",Official DGLAC detail fetched.,254,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Kamid Al-Lawz"" municipality Lebanon official website | ""Kamid Al-Lawz"" municipality complaint form | ""كامد اللوز"" بلدية شكوى | ""كامد اللوز"" بلدية الموقع الرسمي","site:facebook.com ""Kamid Al-Lawz"" municipality | site:facebook.com ""كامد اللوز"" بلدية | site:instagram.com ""Kamid Al-Lawz"" municipality | site:x.com ""Kamid Al-Lawz"" municipality","""Kamid Al-Lawz"" municipality repair Lebanon | ""كامد اللوز"" بلدية اصلاح | NNA ""Kamid Al-Lawz"" municipality | ""Kamid Al-Lawz"" water electricity waste road Lebanon"
59815,kawkaba,Kawkaba,كوكبا,Beqaa,Rachaiya,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Kawkaba"" municipality Lebanon complaint | ""Kawkaba"" municipality Lebanon official website | ""Kawkaba"" municipality Lebanon Facebook | ""كوكبا"" بلدية شكوى | ""كوكبا"" بلدية فيسبوك",Official DGLAC detail fetched.,255,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Kawkaba"" municipality Lebanon official website | ""Kawkaba"" municipality complaint form | ""كوكبا"" بلدية شكوى | ""كوكبا"" بلدية الموقع الرسمي","site:facebook.com ""Kawkaba"" municipality | site:facebook.com ""كوكبا"" بلدية | site:instagram.com ""Kawkaba"" municipality | site:x.com ""Kawkaba"" municipality","""Kawkaba"" municipality repair Lebanon | ""كوكبا"" بلدية اصلاح | NNA ""Kawkaba"" municipality | ""Kawkaba"" water electricity waste road Lebanon"
56055,kfarzabad,Kfarzabad,كفرزبد,Beqaa,Zahle,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Kfarzabad"" municipality Lebanon complaint | ""Kfarzabad"" municipality Lebanon official website | ""Kfarzabad"" municipality Lebanon Facebook | ""كفرزبد"" بلدية شكوى | ""كفرزبد"" بلدية فيسبوك",Official DGLAC detail fetched.,256,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Kfarzabad"" municipality Lebanon official website | ""Kfarzabad"" municipality complaint form | ""كفرزبد"" بلدية شكوى | ""كفرزبد"" بلدية الموقع الرسمي","site:facebook.com ""Kfarzabad"" municipality | site:facebook.com ""كفرزبد"" بلدية | site:instagram.com ""Kfarzabad"" municipality | site:x.com ""Kfarzabad"" municipality","""Kfarzabad"" municipality repair Lebanon | ""كفرزبد"" بلدية اصلاح | NNA ""Kfarzabad"" municipality | ""Kfarzabad"" water electricity waste road Lebanon"
56190,khirbet_qanafar,Khirbet Qanafar,خربة قنافار,Beqaa,Western Bekaa,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Khirbet Qanafar"" municipality Lebanon complaint | ""Khirbet Qanafar"" municipality Lebanon official website | ""Khirbet Qanafar"" municipality Lebanon Facebook | ""خربة قنافار"" بلدية شكوى | ""خربة قنافار"" بلدية فيسبوك",Official DGLAC detail fetched.,257,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Khirbet Qanafar"" municipality Lebanon official website | ""Khirbet Qanafar"" municipality complaint form | ""خربة قنافار"" بلدية شكوى | ""خربة قنافار"" بلدية الموقع الرسمي","site:facebook.com ""Khirbet Qanafar"" municipality | site:facebook.com ""خربة قنافار"" بلدية | site:instagram.com ""Khirbet Qanafar"" municipality | site:x.com ""Khirbet Qanafar"" municipality","""Khirbet Qanafar"" municipality repair Lebanon | ""خربة قنافار"" بلدية اصلاح | NNA ""Khirbet Qanafar"" municipality | ""Khirbet Qanafar"" water electricity waste road Lebanon"
59698,khirbet_rouha,Khirbet Rouha,خربة روحا,Beqaa,Rachaiya,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Khirbet Rouha"" municipality Lebanon complaint | ""Khirbet Rouha"" municipality Lebanon official website | ""Khirbet Rouha"" municipality Lebanon Facebook | ""خربة روحا"" بلدية شكوى | ""خربة روحا"" بلدية فيسبوك",Official DGLAC detail fetched.,258,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Khirbet Rouha"" municipality Lebanon official website | ""Khirbet Rouha"" municipality complaint form | ""خربة روحا"" بلدية شكوى | ""خربة روحا"" بلدية الموقع الرسمي","site:facebook.com ""Khirbet Rouha"" municipality | site:facebook.com ""خربة روحا"" بلدية | site:instagram.com ""Khirbet Rouha"" municipality | site:x.com ""Khirbet Rouha"" municipality","""Khirbet Rouha"" municipality repair Lebanon | ""خربة روحا"" بلدية اصلاح | NNA ""Khirbet Rouha"" municipality | ""Khirbet Rouha"" water electricity waste road Lebanon"
56316,lala,Lala,لالا,Beqaa,Western Bekaa,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Lala"" municipality Lebanon complaint | ""Lala"" municipality Lebanon official website | ""Lala"" municipality Lebanon Facebook | ""لالا"" بلدية شكوى | ""لالا"" بلدية فيسبوك",Official DGLAC detail fetched.,259,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Lala"" municipality Lebanon official website | ""Lala"" municipality complaint form | ""لالا"" بلدية شكوى | ""لالا"" بلدية الموقع الرسمي","site:facebook.com ""Lala"" municipality | site:facebook.com ""لالا"" بلدية | site:instagram.com ""Lala"" municipality | site:x.com ""Lala"" municipality","""Lala"" municipality repair Lebanon | ""لالا"" بلدية اصلاح | NNA ""Lala"" municipality | ""Lala"" water electricity waste road Lebanon"
56325,lubya,Lubya,لبايا,Beqaa,Western Bekaa,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Lubya"" municipality Lebanon complaint | ""Lubya"" municipality Lebanon official website | ""Lubya"" municipality Lebanon Facebook | ""لبايا"" بلدية شكوى | ""لبايا"" بلدية فيسبوك",Official DGLAC detail fetched.,260,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Lubya"" municipality Lebanon official website | ""Lubya"" municipality complaint form | ""لبايا"" بلدية شكوى | ""لبايا"" بلدية الموقع الرسمي","site:facebook.com ""Lubya"" municipality | site:facebook.com ""لبايا"" بلدية | site:instagram.com ""Lubya"" municipality | site:x.com ""Lubya"" municipality","""Lubya"" municipality repair Lebanon | ""لبايا"" بلدية اصلاح | NNA ""Lubya"" municipality | ""Lubya"" water electricity waste road Lebanon"
56064,majdal_anjar,Majdal Anjar,مجدل عنجر,Beqaa,Zahle,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Majdal Anjar"" municipality Lebanon complaint | ""Majdal Anjar"" municipality Lebanon official website | ""Majdal Anjar"" municipality Lebanon Facebook | ""مجدل عنجر"" بلدية شكوى | ""مجدل عنجر"" بلدية فيسبوك",Official DGLAC detail fetched.,261,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Majdal Anjar"" municipality Lebanon official website | ""Majdal Anjar"" municipality complaint form | ""مجدل عنجر"" بلدية شكوى | ""مجدل عنجر"" بلدية الموقع الرسمي","site:facebook.com ""Majdal Anjar"" municipality | site:facebook.com ""مجدل عنجر"" بلدية | site:instagram.com ""Majdal Anjar"" municipality | site:x.com ""Majdal Anjar"" municipality","""Majdal Anjar"" municipality repair Lebanon | ""مجدل عنجر"" بلدية اصلاح | NNA ""Majdal Anjar"" municipality | ""Majdal Anjar"" water electricity waste road Lebanon"
59824,majdal_bani_fadel,Majdal Bani Fadel,مجدل بلهيص,Beqaa,Rachaiya,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Majdal Bani Fadel"" municipality Lebanon complaint | ""Majdal Bani Fadel"" municipality Lebanon official website | ""Majdal Bani Fadel"" municipality Lebanon Facebook | ""مجدل بلهيص"" بلدية شكوى | ""مجدل بلهيص"" بلدية فيسبوك",Official DGLAC detail fetched.,262,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Majdal Bani Fadel"" municipality Lebanon official website | ""Majdal Bani Fadel"" municipality complaint form | ""مجدل بلهيص"" بلدية شكوى | ""مجدل بلهيص"" بلدية الموقع الرسمي","site:facebook.com ""Majdal Bani Fadel"" municipality | site:facebook.com ""مجدل بلهيص"" بلدية | site:instagram.com ""Majdal Bani Fadel"" municipality | site:x.com ""Majdal Bani Fadel"" municipality","""Majdal Bani Fadel"" municipality repair Lebanon | ""مجدل بلهيص"" بلدية اصلاح | NNA ""Majdal Bani Fadel"" municipality | ""Majdal Bani Fadel"" water electricity waste road Lebanon"
56082,makse,Makse,مكسي,Beqaa,Zahle,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Makse"" municipality Lebanon complaint | ""Makse"" municipality Lebanon official website | ""Makse"" municipality Lebanon Facebook | ""مكسي"" بلدية شكوى | ""مكسي"" بلدية فيسبوك",Official DGLAC detail fetched.,263,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Makse"" municipality Lebanon official website | ""Makse"" municipality complaint form | ""مكسي"" بلدية شكوى | ""مكسي"" بلدية الموقع الرسمي","site:facebook.com ""Makse"" municipality | site:facebook.com ""مكسي"" بلدية | site:instagram.com ""Makse"" municipality | site:x.com ""Makse"" municipality","""Makse"" municipality repair Lebanon | ""مكسي"" بلدية اصلاح | NNA ""Makse"" municipality | ""Makse"" water electricity waste road Lebanon"
56343,mashgharah,Mashgharah,مشغرة,Beqaa,Western Bekaa,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Mashgharah"" municipality Lebanon complaint | ""Mashgharah"" municipality Lebanon official website | ""Mashgharah"" municipality Lebanon Facebook | ""مشغرة"" بلدية شكوى | ""مشغرة"" بلدية فيسبوك",Official DGLAC detail fetched.,264,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Mashgharah"" municipality Lebanon official website | ""Mashgharah"" municipality complaint form | ""مشغرة"" بلدية شكوى | ""مشغرة"" بلدية الموقع الرسمي","site:facebook.com ""Mashgharah"" municipality | site:facebook.com ""مشغرة"" بلدية | site:instagram.com ""Mashgharah"" municipality | site:x.com ""Mashgharah"" municipality","""Mashgharah"" municipality repair Lebanon | ""مشغرة"" بلدية اصلاح | NNA ""Mashgharah"" municipality | ""Mashgharah"" water electricity waste road Lebanon"
56109,massa,Massa,ماسا,Beqaa,Zahle,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Massa"" municipality Lebanon complaint | ""Massa"" municipality Lebanon official website | ""Massa"" municipality Lebanon Facebook | ""ماسا"" بلدية شكوى | ""ماسا"" بلدية فيسبوك",Official DGLAC detail fetched.,265,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Massa"" municipality Lebanon official website | ""Massa"" municipality complaint form | ""ماسا"" بلدية شكوى | ""ماسا"" بلدية الموقع الرسمي","site:facebook.com ""Massa"" municipality | site:facebook.com ""ماسا"" بلدية | site:instagram.com ""Massa"" municipality | site:x.com ""Massa"" municipality","""Massa"" municipality repair Lebanon | ""ماسا"" بلدية اصلاح | NNA ""Massa"" municipality | ""Massa"" water electricity waste road Lebanon"
