review_id,source,arabizi_variant,normalized_arabizi,arabic_lebanese,english_meaning,category,complaint_use,candidate_sector,candidate_issue,decision,reason,suggested_action,preferred_rewrite
CFR-00558,master_signal_lexicon,3al2an bel 3aj2a,3el2an bel 3aj2a,علقان بالعجقة,stuck in traffic,transportation,classification_context_support,ROADS,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00559,master_signal_lexicon,3el2en bel 3a2je,3el2an bel 3aj2a,علقان بالعجقة,stuck in traffic,transportation,classification_context_support,ROADS,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00560,master_signal_lexicon,3el2an bil 3aj2a,3el2an bel 3aj2a,علقان بالعجقة,stuck in traffic,transportation,classification_context_support,ROADS,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00561,master_signal_lexicon,3al2an bil 3a2je,3el2an bel 3aj2a,علقان بالعجقة,stuck in traffic,transportation,classification_context_support,ROADS,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00562,master_signal_lexicon,d2elle bas tousal,d2elle bas tousal,دقّلي بس توصل,call me when you arrive,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00563,master_signal_lexicon,da2elle bas tousal,d2elle bas tousal,دقّلي بس توصل,call me when you arrive,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00564,master_signal_lexicon,do2elle bas tousal,d2elle bas tousal,دقّلي بس توصل,call me when you arrive,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00565,master_signal_lexicon,d2elle bas tosal,d2elle bas tousal,دقّلي بس توصل,call me when you arrive,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00566,master_signal_lexicon,da2le bas tousal,d2elle bas tousal,دقّلي بس توصل,call me when you arrive,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00567,master_signal_lexicon,d2ille bas tousle,d2ille bas tousle,دقّلي بس توصلي,call me when you arrive,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00568,master_signal_lexicon,da2ille bas tousle,d2ille bas tousle,دقّلي بس توصلي,call me when you arrive,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00569,master_signal_lexicon,do2ille bas tousli,d2ille bas tousle,دقّلي بس توصلي,call me when you arrive,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00570,master_signal_lexicon,d2ille bas tosle,d2ille bas tousle,دقّلي بس توصلي,call me when you arrive,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00571,master_signal_lexicon,da2li bas tousli,d2ille bas tousle,دقّلي بس توصلي,call me when you arrive,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00572,master_signal_lexicon,ba3tik ba3den,ba3tik ba3den,بعطيك بعدين,I will give you later,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00573,master_signal_lexicon,ba3teek ba3den,ba3tik ba3den,بعطيك بعدين,I will give you later,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00574,master_signal_lexicon,b3atik ba3den,ba3tik ba3den,بعطيك بعدين,I will give you later,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00575,master_signal_lexicon,b3teek ba3den,ba3tik ba3den,بعطيك بعدين,I will give you later,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00576,master_signal_lexicon,ba3tik ba3dain,ba3tik ba3den,بعطيك بعدين,I will give you later,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00577,master_signal_lexicon,ba3tlak l ra2em,ba3tlak l ra2em,ببعتلك الرقم,I will send you the number,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00578,master_signal_lexicon,ba3atlak l ra2em,ba3tlak l ra2em,ببعتلك الرقم,I will send you the number,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00579,master_signal_lexicon,b3atlak l ra2em,ba3tlak l ra2em,ببعتلك الرقم,I will send you the number,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00580,master_signal_lexicon,ba3tlak el ra2em,ba3tlak l ra2em,ببعتلك الرقم,I will send you the number,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00581,master_signal_lexicon,b3atlak el ra2am,ba3tlak l ra2em,ببعتلك الرقم,I will send you the number,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00582,master_signal_lexicon,ba3tlik l ra2em,ba3tlik l ra2em,ببعتلك الرقم,I will send you the number,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00583,master_signal_lexicon,ba3atlik l ra2em,ba3tlik l ra2em,ببعتلك الرقم,I will send you the number,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00584,master_signal_lexicon,b3atlik l ra2em,ba3tlik l ra2em,ببعتلك الرقم,I will send you the number,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00585,master_signal_lexicon,ba3tlik el ra2em,ba3tlik l ra2em,ببعتلك الرقم,I will send you the number,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00586,master_signal_lexicon,b3atlik el ra2am,ba3tlik l ra2em,ببعتلك الرقم,I will send you the number,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00587,master_signal_lexicon,sawwet screenshot,sawwet screenshot,ساويت سكرينشوت,I took a screenshot,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00588,master_signal_lexicon,sawet screenshot,sawwet screenshot,ساويت سكرينشوت,I took a screenshot,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00589,master_signal_lexicon,sawwet ss,sawwet screenshot,ساويت سكرينشوت,I took a screenshot,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00590,master_signal_lexicon,sawet ss,sawwet screenshot,ساويت سكرينشوت,I took a screenshot,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00591,master_signal_lexicon,sawwet screen,sawwet screenshot,ساويت سكرينشوت,I took a screenshot,phone_internet,classification_context_support,OTHER,,QUARANTINE_PRIVATE_DEVICE,"private device/accessory language, not public infrastructure",Use only as OTHER hard-negative after review.,
CFR-00592,master_signal_lexicon,el message ma wsel,el message ma wsel,المسج ما وصل,the message did not arrive,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00593,master_signal_lexicon,l message ma wsel,el message ma wsel,المسج ما وصل,the message did not arrive,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00594,master_signal_lexicon,el msg ma wsel,el message ma wsel,المسج ما وصل,the message did not arrive,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00595,master_signal_lexicon,l msg ma wsil,el message ma wsel,المسج ما وصل,the message did not arrive,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00596,master_signal_lexicon,el message ma wasal,el message ma wsel,المسج ما وصل,the message did not arrive,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00597,master_signal_lexicon,3am y3alle2 l app,3am y3alle2 l app,التطبيق عم يعلّق,the app is lagging,phone_internet,classification_context_support,OTHER,,QUARANTINE_PRIVATE_DIGITAL,private digital/account/app language; usually not municipal infrastructure,Use only as OTHER hard-negative or official-channel HITL after review.,
CFR-00598,master_signal_lexicon,3am y3ale2 el app,3am y3alle2 l app,التطبيق عم يعلّق,the app is lagging,phone_internet,classification_context_support,OTHER,,QUARANTINE_PRIVATE_DIGITAL,private digital/account/app language; usually not municipal infrastructure,Use only as OTHER hard-negative or official-channel HITL after review.,
CFR-00599,master_signal_lexicon,3m y3alle2 l app,3am y3alle2 l app,التطبيق عم يعلّق,the app is lagging,phone_internet,classification_context_support,OTHER,,QUARANTINE_PRIVATE_DIGITAL,private digital/account/app language; usually not municipal infrastructure,Use only as OTHER hard-negative or official-channel HITL after review.,
CFR-00600,master_signal_lexicon,aam y3alle2 el app,3am y3alle2 l app,التطبيق عم يعلّق,the app is lagging,phone_internet,classification_context_support,OTHER,,QUARANTINE_PRIVATE_DIGITAL,private digital/account/app language; usually not municipal infrastructure,Use only as OTHER hard-negative or official-channel HITL after review.,
CFR-00601,master_signal_lexicon,3am y3alle2 l application,3am y3alle2 l app,التطبيق عم يعلّق,the app is lagging,phone_internet,classification_context_support,OTHER,,QUARANTINE_PRIVATE_DIGITAL,private digital/account/app language; usually not municipal infrastructure,Use only as OTHER hard-negative or official-channel HITL after review.,
CFR-00602,master_signal_lexicon,shabke de3ife,shabke de3ife,الشبكة ضعيفة,the signal is weak,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00603,master_signal_lexicon,l shabke de3ife,shabke de3ife,الشبكة ضعيفة,the signal is weak,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00604,master_signal_lexicon,el shabke da3ife,shabke de3ife,الشبكة ضعيفة,the signal is weak,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00605,master_signal_lexicon,shabke da3ife,shabke de3ife,الشبكة ضعيفة,the signal is weak,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00606,master_signal_lexicon,l signal da3if,shabke de3ife,الشبكة ضعيفة,the signal is weak,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00607,master_signal_lexicon,3am y2atte3 l call,3am y2atte3 l call,عم يقطّع الكول,the call is cutting out,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00608,master_signal_lexicon,3m y2atte3 l call,3am y2atte3 l call,عم يقطّع الكول,the call is cutting out,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00609,master_signal_lexicon,aam y2atte3 el call,3am y2atte3 l call,عم يقطّع الكول,the call is cutting out,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00610,master_signal_lexicon,3am y2atte3 l kol,3am y2atte3 l call,عم يقطّع الكول,the call is cutting out,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00611,master_signal_lexicon,ma 3am yesma3ne,ma 3am yesma3ne,ما عم يسمعني,he cannot hear me,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00612,master_signal_lexicon,ma aam yesma3ne,ma 3am yesma3ne,ما عم يسمعني,he cannot hear me,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00613,master_signal_lexicon,ma 3am yisma3ne,ma 3am yesma3ne,ما عم يسمعني,he cannot hear me,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00614,master_signal_lexicon,ma 3am yesma3ni,ma 3am yesma3ne,ما عم يسمعني,he cannot hear me,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00615,master_signal_lexicon,sawtak m2atta3,sawtak m2atta3,صوتك مقطّع,your voice is breaking up,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00616,master_signal_lexicon,sotak m2atta3,sawtak m2atta3,صوتك مقطّع,your voice is breaking up,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00617,master_signal_lexicon,sawtik m2atta3,sawtak m2atta3,صوتك مقطّع,your voice is breaking up,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00618,master_signal_lexicon,mute l mic,mute l mic,ميوت المايك,mute the mic,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00619,master_signal_lexicon,myout l mic,mute l mic,ميوت المايك,mute the mic,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00620,master_signal_lexicon,mute el mic,mute l mic,ميوت المايك,mute the mic,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00621,master_signal_lexicon,mute l microphone,mute l mic,ميوت المايك,mute the mic,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00622,master_signal_lexicon,myout el mayk,mute l mic,ميوت المايك,mute the mic,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00623,master_signal_lexicon,fate7 l camera,fate7 l camera,فاتح الكاميرا,your camera is on,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00624,master_signal_lexicon,fete7 l camera,fate7 l camera,فاتح الكاميرا,your camera is on,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00625,master_signal_lexicon,fateh el camera,fate7 l camera,فاتح الكاميرا,your camera is on,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00626,master_signal_lexicon,fati7 l cam,fate7 l camera,فاتح الكاميرا,your camera is on,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00627,master_signal_lexicon,fate7 el cam,fate7 l camera,فاتح الكاميرا,your camera is on,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00628,master_signal_lexicon,tallel 3al chat,tallel 3al chat,طلّ عالشات,check the chat,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00629,master_signal_lexicon,tall 3al chat,tallel 3al chat,طلّ عالشات,check the chat,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00630,master_signal_lexicon,tallel aal chat,tallel 3al chat,طلّ عالشات,check the chat,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00631,master_signal_lexicon,tall 3al shat,tallel 3al chat,طلّ عالشات,check the chat,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00632,master_signal_lexicon,tallel 3al shet,tallel 3al chat,طلّ عالشات,check the chat,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00633,master_signal_lexicon,3ande mashawir,3ande mashawir,عندي مشاوير,I have errands,services,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00634,master_signal_lexicon,3ndi mashawir,3ande mashawir,عندي مشاوير,I have errands,services,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00635,master_signal_lexicon,ma la7e2et l mashawir,ma la7e2et l mashawir,ما لحقت المشاوير,I did not finish the errands in time,services,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00636,master_signal_lexicon,ma l7e2et l mashawir,ma la7e2et l mashawir,ما لحقت المشاوير,I did not finish the errands in time,services,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00637,master_signal_lexicon,ejet l kahraba,ejet l kahraba,إجت الكهربا,the electricity came back,home,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00638,master_signal_lexicon,ijet l kahraba,ejet l kahraba,إجت الكهربا,the electricity came back,home,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00639,master_signal_lexicon,ejet l may,ejet l may,إجت المي,the water came back,home,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00640,master_signal_lexicon,ijet l may,ejet l may,إجت المي,the water came back,home,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00641,master_signal_lexicon,l internet 3am y2atta3,l internet 3am y2atta3,الإنترنت عم يقطّع,the internet is cutting out,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00642,master_signal_lexicon,el internet 3am y2atta3,l internet 3am y2atta3,الإنترنت عم يقطّع,the internet is cutting out,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00643,master_signal_lexicon,l wifi ma 3am yemshe,l wifi ma 3am yemshe,الواي فاي ما عم يمشي,the Wi-Fi is not working,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00644,master_signal_lexicon,el wifi ma 3am yemshe,l wifi ma 3am yemshe,الواي فاي ما عم يمشي,the Wi-Fi is not working,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00645,master_signal_lexicon,l router tafa,l router tafa,الراوتر طفى,the router turned off,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00646,master_signal_lexicon,el router tafa,l router tafa,الراوتر طفى,the router turned off,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00647,master_signal_lexicon,baddi nazzef,baddi nazzef,بدي نضّف,I want to clean,home,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00648,master_signal_lexicon,badde nazzef,baddi nazzef,بدي نضّف,I want to clean,home,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00649,master_signal_lexicon,3am nazzef l beit,3am nazzef l beit,عم نضّف البيت,I am cleaning the house,home,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00650,master_signal_lexicon,3am nazzif l beit,3am nazzef l beit,عم نضّف البيت,I am cleaning the house,home,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00651,master_signal_lexicon,nazzef l oda,nazzef l oda,نضّف الأوضة,clean the room,home,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00652,master_signal_lexicon,nazzif l oda,nazzef l oda,نضّف الأوضة,clean the room,home,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00653,master_signal_lexicon,lemme gharadak,lemme gharadak,لمّي غراضك,pick up your things,home,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00654,master_signal_lexicon,lemme gharadik,lemme gharadik,لمّي غراضك,pick up your things,home,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00655,master_signal_lexicon,lemm gharadak,lemm gharadak,لمّ غراضك,pick up your things,home,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00656,master_signal_lexicon,ghassalet l tyeib,ghassalet l tyeib,غسّلت التياب,I washed the clothes,home,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00657,master_signal_lexicon,baddi ghassel,baddi ghassel,بدي غسّل,I want to do laundry/wash,home,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00658,master_signal_lexicon,badde ghassel,baddi ghassel,بدي غسّل,I want to do laundry/wash,home,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00659,master_signal_lexicon,ghassel l ma3oun,ghassel l ma3oun,غسّل الماعون,wash the dishes,home,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00660,master_signal_lexicon,ghassil l ma3oun,ghassel l ma3oun,غسّل الماعون,wash the dishes,home,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-00661,master_signal_lexicon,ma ghasalt l ma3oun,ma ghasalt l ma3oun,ما غسلت الماعون,I did not wash the dishes,home,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
