source_id,title,publisher,source_type,url,reliability_tier,primary_use,notes,scheme_note
SRC-SLWE-ABOUT,South Lebanon Water Establishment overview,South Lebanon Water Establishment,official_portal,https://www.slwe.gov.lb/details.php?id=4&key=153900&lang=ar,T0_official,SLWE legal creation center in Saida and duties for drinking water projects wastewater collection/treatment tariffs and quality monitoring; notes LRA irrigation exception.,Use for SLWE mandate center location and irrigation boundary conditions.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-SLWE-LEGAL,South Lebanon Water Establishment laws and regulations,South Lebanon Water Establishment,official_legal,https://www.slwe.gov.lb/details.php?id=3&key=%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86-%D8%A7%D9%84%D9%82%D8%A7%D9%86%D9%88%D9%86%D9%8A&lang=ar,T0_official,SLWE lists applicable staffing investment internal organization and financial decrees.,Use for SLWE legal context and confidence notes.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-SLWE-CONTACT,South Lebanon Water Establishment contact,South Lebanon Water Establishment,official_contact,https://www.slwe.gov.lb/contact.php?lang=ar,T0_official,SLWE hotline 1785 and district distribution office numbers for Saida Zahrani Jezzine Nabatieh Bint Jbeil Marjayoun-Hasbaya and Tyre.,Use for SLWE contact routing and district phone lookup.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-SLWE-CUSTOMER-SERVICE,South Lebanon Water Establishment customer service,South Lebanon Water Establishment,official_complaint_process,https://www.slwe.gov.lb/details.php?id=8&key=%D9%85%D9%82%D8%AF%D9%85%D8%A9&lang=ar,T0_official,SLWE customer-service center studies customer requests and says faults or problems should be reported immediately via hotline 1785.,Use for SLWE complaint process and hotline policy.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-SLWE-BILLING,South Lebanon Water Establishment bill inquiry,South Lebanon Water Establishment,official_eservices,https://www.slwe.gov.lb/details.php?id=9&key=%D8%A7%D8%B3%D8%AA%D9%81%D8%B3%D8%A7%D8%B1-%D8%B9%D9%86-%D9%81%D8%A7%D8%AA%D9%88%D8%B1%D8%A9&lang=ar,T0_official,SLWE bill inquiry page links subscribers to water bills.,Use for SLWE online billing channel.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-BWE-CUSTOMER-SERVICE,Bekaa Water Establishment customer services,Bekaa Water Establishment,official_customer_service,https://bwe.gov.lb/en/customer-services/,T0_official,BWE customer-service page says invoice inquiries use 1781 and offices handle new subscription water testing repair or maintenance requests.,Use for BWE complaint/service channel taxonomy.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-BWE-FAQ,Bekaa Water Establishment FAQ,Bekaa Water Establishment,official_faq,https://bwe.gov.lb/en/customer-services1/,T0_official,BWE FAQ lists subscription types cut-off cases district contacts and water-quality monitoring.,Use for BWE service boundaries and outage explanations.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-BWE-WATER-QUALITY,Bekaa Water Establishment water quality,Bekaa Water Establishment,official_water_quality,https://bwe.gov.lb/en/waterquality/,T0_official,BWE water-quality page states wells springs laboratories distribution assets and treatment/chlorination context.,Use for BWE dirty-water and quality-monitoring routing.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-MEW-DGI,MEW Directorate General of Investment,Ministry of Energy and Water,official_portal,https://www.energyandwater.gov.lb/ar/details/99833/%D8%A7%D9%84%D9%85%D8%AF%D8%B1%D9%8A-%D8%A9-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9-%D8%A7%D9%84%D8%A5%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1,T0_official,MEW investment directorate supervision and oversight role over public water institutions under Law 221/2000.,Use for MEW oversight vs field-operations boundary.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LRA-ORGANIGRAM,Litani River Authority organigram,Litani River Authority,official_portal,https://www.litani.gov.lb/en-us/aboutlra/organigram,T0_official,LRA objectives include Litani project for irrigation drainage drinking water and electricity and operation of project sections.,Use for irrigation boundary conditions with water establishments.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LRA-BASIN,Litani River Basin overview,Litani River Authority,official_portal,https://www.litani.gov.lb/en-us/aboutlrb,T0_official,Litani River basin description references irrigation and drinking-water projects for Bekaa South and coast.,Use for LRA boundary and irrigation project context.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-BMLWE-USER-FORM,EBML user form,Beirut and Mount Lebanon Water Establishment,official_forms,https://ebml.gov.lb/user_form.php?lang=en,T0_official,EBML user-form endpoint discovered from official EBML navigation.,Use for online form workflow discovery pending manual form rendering.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-SLWE-CUSTOMER-FORMS,South Lebanon Water Establishment customer e-forms listing,South Lebanon Water Establishment,official_forms,https://www.slwe.gov.lb/listing.php?pcat=customer-service&cat=eformulaires&lang=ar,T0_official,SLWE customer-service e-forms listing page with searchable customer-service form catalogue.,Use for SLWE transaction and customer-service form discovery.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-SLWE-CUSTOMER-GUIDELINES,South Lebanon Water Establishment customer guidelines listing,South Lebanon Water Establishment,official_guidelines,https://www.slwe.gov.lb/listing.php?pcat=customer-service&cat=guidlines&lang=ar,T0_official,SLWE customer-service guidelines listing page.,Use for SLWE transaction instructions and form requirements discovery.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-SLWE-VISIT-REGISTER,South Lebanon Water Establishment subscriber visit registration,South Lebanon Water Establishment,official_customer_service,https://www.slwe.gov.lb/register_visit.php,T0_official,SLWE subscriber visit-registration form requiring full name phone customer number property number and service center.,Use for SLWE walk-in or appointment-style customer-service workflow fields.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-SLWE-EPAYMENT,South Lebanon Water Establishment electronic payment customer number entry,South Lebanon Water Establishment,official_eservices,https://slwe.gov.lb/payapi/enter_customer_no.php,T0_official,SLWE electronic payment entry form requiring customer number and service center and showing hotline 1785 plus info@slwe.gov.lb.,Use for SLWE online payment and bill channel fields.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-SLWE-FAQ,South Lebanon Water Establishment FAQ,South Lebanon Water Establishment,official_faq,https://www.slwe.gov.lb/faq.php?lang=ar,T0_official,SLWE FAQ page covering billing deadlines service cut warnings outage causes and planned cut contexts.,Use for SLWE customer-policy evidence; it does not publish a restoration SLA.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LRA-CONTACT,Litani River Authority contact page,Litani River Authority,official_contact,https://www.litani.gov.lb/en-us/contact,T0_official,LRA contact page lists head office office/factory phone numbers and contact form fields.,Use for LRA boundary authority contacts and contact-form requirements.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LRA-GEOMAP,Litani River Authority geographical maps,Litani River Authority,official_map,https://www.litani.gov.lb/en-us/geomap,T0_official,LRA geographical maps page with search interface.,Use for Litani basin and irrigation-boundary map follow-up.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LRA-WATER-QUALITY,Litani River Authority water quality indicators,Litani River Authority,official_indicators,https://www.litani.gov.lb/en-us/indicators/indicatorswaterquality,T0_official,LRA water-quality indicator page with factor basin and sample-point fields.,Use for water-quality and source-pollution boundary cases involving LRA basin data.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LRA-WATER-QUANTITY,Litani River Authority water quantity indicators,Litani River Authority,official_indicators,https://www.litani.gov.lb/en-us/indicators/indicatorswaterquantity,T0_official,LRA water quantity and level indicator page.,Use for reservoir or basin-level water quantity context not ordinary household restoration SLA.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LRA-POLLUTION-CHALLENGES,Litani River Authority sources of pollution,Litani River Authority,official_dep_pollution,https://www.litani.gov.lb/en-us/depollution/pollutionchallenges,T0_official,LRA page on sources of pollution in the Litani River Basin.,Use for river pollution and environmental source boundary routing.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LRA-POLLUTION-CONTROL,Litani River Authority pollution prevention and control,Litani River Authority,official_dep_pollution,https://www.litani.gov.lb/en-us/depollution/pollutionpreventionandcontrol,T0_official,LRA page on measures to remove pollution and protect water and environmental resources.,Use for LRA pollution mitigation and source-pollution boundary cases.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LRA-PROJECTS,Litani River Authority projects,Litani River Authority,official_projects,https://www.litani.gov.lb/en-us/aboutlra/lraproject,T0_official,LRA projects page for Litani project context.,Use for project-specific irrigation and basin boundary follow-up.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LRA-REGULATIONS,Litani River Authority regulations,Litani River Authority,official_legal,https://www.litani.gov.lb/en-us/aboutlra/implementingregulations,T0_official,LRA implementing regulations page.,Use for legal and regulatory boundary research on LRA assets.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-MEW-CONTACT,MEW contact page,Ministry of Energy and Water,official_contact,https://www.energyandwater.gov.lb/ar/contact,T0_official,MEW contact page lists ministry email phones and contact form fields.,Use for ministry-level water escalation contact fields not field dispatch.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-MEW-CLAIMS,MEW claims form,Ministry of Energy and Water,official_claims,https://www.energyandwater.gov.lb/ar/claims,T0_official,MEW claims form with complainant identity address phone email confidentiality and violation-type fields.,Use for ministry-level claims and oversight complaints after operational routing is resolved.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-MEW-DEPARTMENTS,MEW departments page,Ministry of Energy and Water,official_portal,https://www.energyandwater.gov.lb/ar/departments,T0_official,MEW departments listing page.,Use for ministry structure and escalation routing research.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-MEW-DG-WATER-ELECTRICITY,MEW Directorate General of Hydraulic and Electrical Resources,Ministry of Energy and Water,official_portal,https://www.energyandwater.gov.lb/ar/details/100368/%D8%A7%D9%84%D9%85%D8%AF%D9%8A%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9-%D9%84%D9%84%D9%85%D9%88%D8%A7%D8%B1%D8%AF-%D8%A7%D9%84%D9%85%D8%A7%D8%A6%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A6%D9%8A%D8%A9,T0_official,MEW Directorate General of Hydraulic and Electrical Resources page.,Use for water-sector oversight and ministry boundary context.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-MEW-WATER-BODIES,MEW water and energy bodies and projects page,Ministry of Energy and Water,official_portal,https://www.energyandwater.gov.lb/ar/details/100373/%D9%87%D9%8A%D8%A6%D8%A7%D8%AA-%D9%88%D9%85%D8%B4%D8%A7%D8%B1%D9%8A%D8%B9-%D9%85%D8%A7%D8%A6%D9%8A%D8%A9-%D9%88%D8%B7%D8%A7%D9%82%D8%A7%D9%88%D9%8A%D8%A9,T0_official,MEW page for water and energy bodies and projects.,Use for MEW oversight of water bodies and project-boundary research.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-MEW-WELL-LICENSE-TRACKING,MEW groundwater well license tracking page,Ministry of Energy and Water,official_eservices,https://www.energyandwater.gov.lb/ar/details/100933/%D9%85%D8%AA%D8%A7%D8%A8%D8%B9%D8%A9-%D8%B7%D9%84%D8%A8%D8%A7%D8%AA-%D8%B1%D8%AE%D8%B5-%D8%A7%D9%84%D8%A7%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%AC%D9%88%D9%81%D9%8A%D8%A9,T0_official,MEW groundwater well license request tracking page.,Use for private-well and groundwater regulatory boundary cases.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-MEW-E-SERVICES-GUIDELINES,MEW e-services guidelines listing,Ministry of Energy and Water,official_eservices,https://www.energyandwater.gov.lb/ar/listing/e-services/guidlines?l=4,T0_official,MEW e-services guideline listing page discovered by official crawl.,Use for future e-service and transaction workflow extraction.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-NLWE-CONTACT-AR,North Lebanon Water Establishment Arabic contact page,North Lebanon Water Establishment,official_portal,https://eeln.gov.lb/contactar/,T0_official,Arabic contact form and official contact details mirror.,Use for Arabic contact-channel verification and field labels.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-NLWE-CUSTOMER-SERVICE-AR,North Lebanon Water Establishment Arabic customer-service page,North Lebanon Water Establishment,official_portal,https://eeln.gov.lb/customer-services-ar/,T0_official,Arabic customer-service and complaint-process mirror.,Use for Arabic complaint-channel verification and service labels.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-NLWE-SERVICE-REQUESTS-AR,North Lebanon Water Establishment Arabic service-request page,North Lebanon Water Establishment,official_portal,https://eeln.gov.lb/customer-services1-ar/,T0_official,Arabic service-request and forms page mirror.,Use for Arabic required-field and workflow verification.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-SLWE-EPAYMENT-INSTRUCTIONS,South Lebanon Water Establishment electronic payment instructions,South Lebanon Water Establishment,official_portal,https://www.slwe.gov.lb/details.php?id=277&key=%D8%AE%D8%AF%D9%85%D8%A9-%D8%A7%D9%84%D8%AF%D9%81%D8%B9-%D8%A7%D9%84%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A&lang=ar,T0_official,Electronic payment instruction page.,Use for SLWE billing and e-payment workflow details.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-SLWE-EPAYMENT-OVERVIEW,South Lebanon Water Establishment electronic payment overview,South Lebanon Water Establishment,official_portal,https://www.slwe.gov.lb/details.php?id=96&key=Epayment-%D8%A7%D9%84%D8%AF%D9%81%D8%B9-%D8%A7%D9%84%D8%A7%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A&lang=ar,T0_official,Electronic payment overview page.,Use with the SLWE payment form for customer-number workflow evidence.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LRA-DEPOLLUTION-PROJECTS,Litani River Authority depollution projects,Litani River Authority,official_portal,https://www.litani.gov.lb/en-us/depollution/depollutionprojects,T0_official,LRA depollution project index and filters.,Use for Litani pollution-boundary and project-area research.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-MEW-PROJECTS,MEW projects listing,Ministry of Energy and Water,official_portal,https://www.energyandwater.gov.lb/ar/listing/projects?l=3,T0_official,Official MEW projects listing.,Use for water-sector project research and escalation context after item-level review.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-BMLWE-OMT,BMLWE OMT payment service,OMT,governmental_service_partner,https://omt.com.lb/en/services/governmental/ebml,T1_partner,EBML annual water subscription dues can be settled at OMT locations; required payment details are subscription number type region and town.,Use for BMLWE partner payment channel and required payment fields.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-BWE-OMT,Bekaa Water Establishment OMT payment service,OMT,governmental_service_partner,https://www.omt.com.lb/en/services/governmental/bekaa-water-establishment,T1_partner,BWE annual water subscription dues can be settled through OMT locations.,Use for BWE partner payment-channel evidence; required fields are not published on the page.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-BMLWE-GPLAY,My EBML Android app listing,Google Play / Water of Beirut and Mount Lebanon,app_store_listing,https://play.google.com/store/apps/details?hl=en_US&id=com.tedmob.ebml,T1_app_store,Official EBML developer listing describes account management bill payment news alerts ticketing and center/POS location features.,Use for BMLWE app channel capabilities pending in-app workflow verification.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-BMLWE-APPSTORE,EBML iOS app listing,Apple App Store / Water of Beirut and Mount Lebanon,app_store_listing,https://apps.apple.com/lb/app/%D9%85%D8%A4%D8%B3%D8%B3%D8%A9-%D9%85%D9%8A%D8%A7%D9%87-%D8%A8%D9%8A%D8%B1%D9%88%D8%AA-%D9%88%D8%AC%D8%A8%D9%84-%D9%84%D8%A8%D9%86%D8%A7%D9%86/id1490594483,T1_app_store,Official EBML iOS listing describes account management bill payment news alerts ticketing and center/POS location features.,Use for BMLWE app channel capabilities pending in-app workflow verification.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-MEW-NWSS-2024-2035,MEW National Water Strategy 2024-2035 page,Ministry of Energy and Water,official_strategy,https://www.energyandwater.gov.lb/ar/details/100937/%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%B1%D8%A7%D8%AA%D9%8A%D8%AC%D9%8A%D8%A9-%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9-%D9%84%D9%82%D8%B7%D8%A7%D8%B9-%D8%A7%D9%84%D9%85%D9%8A%D8%A7%D9%87,T0_official,MEW page for Lebanon's National Water Strategy 2024-2035.,Use for national water-sector policy context and non-operational routing constraints.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-FAOLEX-NWSS-2024-2035,Lebanon National Water Strategy 2024-2035 PDF mirror,FAOLEX / FAO,institutional_document_mirror,https://faolex.fao.org/docs/pdf/leb237241E.pdf,T1_institutional,FAOLEX mirror of Lebanon's National Water Strategy 2024-2035 with targets for NRW digital transformation energy cost reduction water quality and governance.,Use as stable PDF evidence where the MEW page links the strategy but text extraction is needed.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-WB-SGBWSP-2025,World Bank Second Greater Beirut Water Supply Project press release,World Bank,institutional_press_release,https://www.worldbank.org/en/news/press-release/2025/01/15/new-world-bank-program-to-improve-water-supply-and-quality-and-advance-water-sector-reforms,T1_institutional,World Bank program for Greater Beirut and Mount Lebanon water supply quality reforms and BMLWE efficiency measures.,Use for BMLWE strategic context not citizen complaint SLA.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-WB-QARAOUN-2016,World Bank Lake Qaraoun Pollution Prevention Project,World Bank,institutional_project,https://www.worldbank.org/en/news/loans-credits/2016/07/14/lebanon-lake-qaraoun-pollution-prevention-project,T1_institutional,World Bank project focused on reducing untreated municipal sewage into the Litani River and pollution management around Qaraoun Lake.,Use for LRA Litani/Qaraoun pollution and wastewater boundary context.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-UNICEF-WASH-PROGRAMME,UNICEF Lebanon WASH programme,UNICEF,institutional_programme,https://www.unicef.org/lebanon/water-sanitation-and-hygiene-wash-programme,T1_institutional,UNICEF programme page summarizing public water and wastewater system constraints repairs solarization wastewater treatment lab support and coordination with WEs.,Use for sector resilience and emergency context only; do not infer entity SLA.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-UNICEF-WE-EMPOWERED-2021,UNICEF Water Establishments of Lebanon empowered story,UNICEF,institutional_story,https://www.unicef.org/lebanon/stories/water-establishments-lebanon-empowered,T1_institutional,UNICEF story on EU-funded support to four Lebanese Water Establishments for repairs and new infrastructure including BWE examples.,Use for trusted background on WE repair and connection roles.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-UNICEF-WE-EMERGENCY-2024,UNICEF essential water services emergency support release,UNICEF,institutional_press_release,https://www.unicef.org/lebanon/press-releases/essential-water-services-must-be-safeguarded-they-deliver-lifesaving-support,T1_institutional,UNICEF release says damaged water facilities and displacement strained systems and supplies were handed to MEW to strengthen Water Establishments repair capacity.,Use for emergency operating-context evidence and HITL sensitivity.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-UNICEF-EMERGENCY-RESPONSE-2024,UNICEF Lebanon emergency response WASH update,UNICEF,institutional_response_update,https://www.unicef.org/lebanon/emergency-response-lebanon-amid-ongoing-hostilities,T1_institutional,UNICEF emergency response page gives water-facility repair fuel pump chlorine generator and pipe support to Water Establishments during hostilities.,Use for emergency response context and infrastructure-damage sensitivity.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-UNICEF-SOLAR-WE-2025,UNICEF solar-powered water access release,UNICEF,institutional_press_release,https://www.unicef.org/lebanon/press-releases/solar-powered-solutions-and-infrastructure-upgrades-secure-water-access-over-15,T1_institutional,UNICEF release on AFD/EU/MEW collaboration supporting Water Establishments through solarization rehabilitation and network expansion serving over 1.5 million people.,Use for water-establishment resilience and power-dependency context; not citizen SLA.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-AFD-CLB1105-EVAL-2025,AFD technical assistance evaluation for Lebanon water sanitation and energy reforms,Agence Francaise de Developpement,institutional_evaluation,https://www.afd.fr/en/resources/mid-term-evaluation-technical-assistance-program-support-reforms-water-sanitation-and,T1_institutional,AFD evaluation summary on support to RWEs and MEW for water/sanitation reforms capacity infrastructure project maturation and institutional dialogue.,Use for sector reform context and RWEs capacity background.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-OXFAM-WE-SUPPORT-EVAL-2025,Oxfam Water Establishments Support Summative Evaluation,Oxfam,institutional_evaluation,https://www.oxfam.org/fr/node/25194,T1_institutional,Oxfam evaluation of support to regional Water Establishments since 2015 with focus on BWE and interventions across SLWE NLWE and BMLWE.,Use for institutional resilience and external-support context; not official intake authority.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-WB-RDNA-2025,World Bank Lebanon Rapid Damage and Needs Assessment,World Bank,institutional_assessment,https://openknowledge.worldbank.org/entities/publication/705e868a-6275-44f6-ab55-e5e409b3c9b6,T1_institutional,World Bank RDNA for 2023-2024 conflict covering damage losses and needs across sectors including water wastewater and irrigation.,Use for conflict-damage and reconstruction context; not routine routing source.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-UNHCR-WASH-DASHBOARD-EOY2025,Lebanon Response Plan WaSH Sector Dashboard End of Year 2025,UNHCR Operational Data Portal / Lebanon WASH Sector,institutional_dashboard,https://data.unhcr.org/en/documents/details/122055,T1_institutional,Lebanon Response Plan WaSH Sector dashboard for end-year 2025 covering Lebanon and governorate locations.,Use for humanitarian-sector monitoring context and periodic refresh; not entity-specific intake evidence.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LEBRELIEF-WE-BARRIERS-2024,Socio-economic barriers to subscription payment and servicing in Lebanon water sector,LebRelief / Information International,institutional_survey,https://www.pseau.org/outils/ouvrages/lebrelief_socio_economic_barriers_to_subscription_payment_and_servicing_in_the_water_sector_in_lebanon_2024.pdf,T1_institutional,Household survey and focus-group evidence on WE water source reliance subscription barriers supply frequency quality pressure reliability and trust.,Use for anonymized real-life complaint patterns and eval generation; not official complaint policy.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LORIENT-BEIRUT-WATER-TRUCKS-2025,L'Orient Today private water trucks return early to ease Beirut water shortage,L'Orient Today,media_report,https://today.lorientlejour.com/article/1467893/private-water-trucks-return-early-to-ease-beirut-water-shortage.html,T2_media,Report on Beirut and nearby residents turning early to private water trucks during 2025 drought and BMLWE-area rationing.,Use as real-life outage and tanker-dependence pattern evidence.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
