﻿variant_id,candidate_id,variant,normalized_variant,sector,issue_type,category,trust_status,review_priority,reason,recommended_replacements,action
BFL-CAND-0096-V01,BFL-CAND-0096,3am yifur,3am yifur,WATER,SEWAGE_OVERFLOW,verb,AMBIGUITY_REVIEW_REQUIRED,P0_AMBIGUITY_REVIEW,Ambiguous variant (CATEGORY_AMBIGUOUS); block direct matching.,,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0096-V02,BFL-CAND-0096,3am yetfa2ar,3am yetfa2ar,WATER,SEWAGE_OVERFLOW,verb,AMBIGUITY_REVIEW_REQUIRED,P0_AMBIGUITY_REVIEW,Ambiguous variant (CROSS_SECTOR_AMBIGUOUS); block direct matching.,,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0096-V03,BFL-CAND-0096,3am yetfayan,3am yetfayan,WATER,SEWAGE_OVERFLOW,verb,AMBIGUITY_REVIEW_REQUIRED,P0_AMBIGUITY_REVIEW,Ambiguous variant (CROSS_SECTOR_AMBIGUOUS); block direct matching.,,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0096-V05,BFL-CAND-0096,far,far,WATER,SEWAGE_OVERFLOW,verb,AMBIGUITY_REVIEW_REQUIRED,P0_AMBIGUITY_REVIEW,Ambiguous variant (CROSS_SECTOR_AMBIGUOUS); block direct matching.,,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0096-V06,BFL-CAND-0096,tafan,tafan,WATER,SEWAGE_OVERFLOW,verb,AMBIGUITY_REVIEW_REQUIRED,P0_AMBIGUITY_REVIEW,Ambiguous variant (CROSS_SECTOR_AMBIGUOUS); block direct matching.,,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0097-V01,BFL-CAND-0097,nkassar,nkassar,WATER,PIPE_LEAK,verb,AMBIGUITY_REVIEW_REQUIRED,P0_AMBIGUITY_REVIEW,Ambiguous variant (CROSS_SECTOR_AMBIGUOUS); block direct matching.,,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0097-V06,BFL-CAND-0097,inkasar,inkasar,WATER,PIPE_LEAK,verb,AMBIGUITY_REVIEW_REQUIRED,P0_AMBIGUITY_REVIEW,Ambiguous variant (BLOCKED_PENDING_REVIEW); block direct matching.,,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0101-V03,BFL-CAND-0101,walid,walid,ELECTRICITY,ALL_SUPPORT,noun_infra,QUARANTINED_REWRITE_REQUIRED,P0_REWRITE_OR_REJECT,REJECT_FALSE_FRIEND: person-name confusion with generator; use moualled/moualid/mwalled/generator.,moualled|moualid|mwalled|generator,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0107-V02,BFL-CAND-0107,amper l walid,amper l walid,ELECTRICITY,ALL_SUPPORT,noun_infra,QUARANTINED_REWRITE_REQUIRED,P0_REWRITE_OR_REJECT,REJECT_FALSE_FRIEND: person-name confusion with generator.,amper l moualled|amper l moualid|amper generator,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0131-V05,BFL-CAND-0131,talle zbele,talle zbele,WASTE,ILLEGAL_DUMP,noun_infra,AMBIGUITY_REVIEW_REQUIRED,P0_AMBIGUITY_REVIEW,Ambiguous variant (BLOCKED_PENDING_REVIEW); block direct matching.,,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0131-V06,BFL-CAND-0131,masabb zbele,masabb zbele,WASTE,ILLEGAL_DUMP,noun_infra,AMBIGUITY_REVIEW_REQUIRED,P0_AMBIGUITY_REVIEW,Ambiguous variant (NORMALIZATION_AMBIGUOUS); block direct matching.,,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0132-V04,BFL-CAND-0132,masabb zbele,masabb zbele,WASTE,ILLEGAL_DUMP,noun_infra,AMBIGUITY_REVIEW_REQUIRED,P0_AMBIGUITY_REVIEW,Ambiguous variant (NORMALIZATION_AMBIGUOUS); block direct matching.,,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0133-V05,BFL-CAND-0133,2anqad,2anqad,WASTE,ILLEGAL_DUMP,noun_infra,AMBIGUITY_REVIEW_REQUIRED,P0_AMBIGUITY_REVIEW,Ambiguous variant (BLOCKED_PENDING_REVIEW); block direct matching.,,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0139-V04,BFL-CAND-0139,zbele 7asharat tibbiye,zbele 7asharat tibbiye,WASTE,ILLEGAL_DUMP,noun_infra,AMBIGUITY_REVIEW_REQUIRED,P0_AMBIGUITY_REVIEW,Ambiguous variant (BLOCKED_PENDING_REVIEW); block direct matching.,,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0140-V03,BFL-CAND-0140,mawad kimyaiye,mawad kimyaiye,WASTE,ILLEGAL_DUMP,noun_infra,AMBIGUITY_REVIEW_REQUIRED,P0_AMBIGUITY_REVIEW,Ambiguous variant (NORMALIZATION_AMBIGUOUS); block direct matching.,,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0141-V01,BFL-CAND-0141,mawad kimyaiye,mawad kimyaiye,WASTE,ILLEGAL_DUMP,noun_infra,AMBIGUITY_REVIEW_REQUIRED,P0_AMBIGUITY_REVIEW,Ambiguous variant (NORMALIZATION_AMBIGUOUS); block direct matching.,,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0142-V01,BFL-CAND-0142,ri7et ta3affun,ri7et ta3affun,WASTE,OVERFLOWING_BIN,noun_infra,AMBIGUITY_REVIEW_REQUIRED,P0_AMBIGUITY_REVIEW,Ambiguous variant (CROSS_SECTOR_AMBIGUOUS); block direct matching.,,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0142-V04,BFL-CAND-0142,ri7a bayse,ri7a bayse,WASTE,OVERFLOWING_BIN,noun_infra,AMBIGUITY_REVIEW_REQUIRED,P0_AMBIGUITY_REVIEW,Ambiguous variant (CROSS_SECTOR_AMBIGUOUS); block direct matching.,,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0142-V06,BFL-CAND-0142,ri7a keri7a,ri7a keri7a,WASTE,OVERFLOWING_BIN,noun_infra,AMBIGUITY_REVIEW_REQUIRED,P0_AMBIGUITY_REVIEW,Ambiguous variant (CROSS_SECTOR_AMBIGUOUS); block direct matching.,,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0144-V04,BFL-CAND-0144,ri7et 7ar2,ri7et 7ar2,WASTE,BURNING_WASTE,noun_infra,AMBIGUITY_REVIEW_REQUIRED,P0_AMBIGUITY_REVIEW,Ambiguous variant (CROSS_SECTOR_AMBIGUOUS); block direct matching.,,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0145-V02,BFL-CAND-0145,far,far,WASTE,OVERFLOWING_BIN,noun_infra,AMBIGUITY_REVIEW_REQUIRED,P0_AMBIGUITY_REVIEW,Ambiguous variant (CROSS_SECTOR_AMBIGUOUS); block direct matching.,,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0147-V01,BFL-CAND-0147,ri7et 7ar2,ri7et 7ar2,WASTE,BURNING_WASTE,noun_infra,AMBIGUITY_REVIEW_REQUIRED,P0_AMBIGUITY_REVIEW,Ambiguous variant (CROSS_SECTOR_AMBIGUOUS); block direct matching.,,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0186-V01,BFL-CAND-0186,7ada 2anje7,7ada 2anje7,SAFETY,INJURY,noun_person,QUARANTINED_REWRITE_REQUIRED,P0_REWRITE_OR_REJECT,REWRITE_SEMANTIC: not reliable for injured person; use 7ada mjrou7 / 7ada msab.,7ada mjrou7|7ada msab|fi msab,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0186-V05,BFL-CAND-0186,2anje7,2anje7,SAFETY,INJURY,noun_person,QUARANTINED_REWRITE_REQUIRED,P0_REWRITE_OR_REJECT,REWRITE_SEMANTIC: not reliable for injured; use mjrou7/msab.,mjrou7|msab,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0187-V03,BFL-CAND-0187,7ada 7elo 3al ard,7ada 7elo 3al ard,SAFETY,INJURY,noun_person,QUARANTINED_REWRITE_REQUIRED,P0_REWRITE_OR_REJECT,REWRITE_SEMANTIC: 7elo means good/pretty; use 7ada we2i3 3al ard or 7ada mghma 3aleh.,7ada we2i3 3al ard|7ada mghma 3aleh|7ada bel ard,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0210-V04,BFL-CAND-0210,7alna 3ala 7a2,7alna 3ala 7a2,ALL_SUPPORT,ALL_SUPPORT,noun_civic,QUARANTINED_REWRITE_REQUIRED,P0_REWRITE_OR_REJECT,REVIEW_AWKWARD: prefer 7a2na / ma 3am nekhd 7a2na.,7a2na|ma 3am nekhd 7a2na|elna 7a2,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0268-V06,BFL-CAND-0268,yis7o7o,yis7o7o,ALL_SUPPORT,ALL_SUPPORT,verb,QUARANTINED_REWRITE_REQUIRED,P0_REWRITE_OR_REJECT,REVIEW_WEAK_FORM: unclear repair form; prefer yisla7o/ysal7o.,yisla7o|ysal7o|y3amlo siyane,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0275-V05,BFL-CAND-0275,msh 3ajile,msh 3ajile,ALL_SUPPORT,ALL_SUPPORT,verb,QUARANTINED_REWRITE_REQUIRED,P0_REWRITE_OR_REJECT,CONTEXT_ONLY: means not urgent unless sarcastic; do not use as severity marker.,mish 3ajle|mish 3ajil,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0295-V05,BFL-CAND-0295,ma7i,ma7i,ALL_SUPPORT,ALL_SUPPORT,adjective,QUARANTINED_REWRITE_REQUIRED,P0_REWRITE_OR_REJECT,REVIEW_WEAK_FORM: weak for hidden; prefer m5abbi/ma5bi.,m5abbi|ma5bi,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0359-V04,BFL-CAND-0359,sa7ab l walid,sa7ab l walid,ELECTRICITY,ALL_SUPPORT,noun_person,QUARANTINED_REWRITE_REQUIRED,P0_REWRITE_OR_REJECT,REJECT_FALSE_FRIEND: person-name confusion with generator.,sa7eb l moualled|sa7eb l generator,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0361-V02,BFL-CAND-0361,jadwal l walid,jadwal l walid,ELECTRICITY,ALL_SUPPORT,noun_infra,QUARANTINED_REWRITE_REQUIRED,P0_REWRITE_OR_REJECT,REJECT_FALSE_FRIEND: person-name confusion with generator.,jadwal l moualled|jadwal l moualid|jadwal l generator,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0364-V05,BFL-CAND-0364,may ema ma ji,may ema ma ji,WATER,ALL_SUPPORT,noun_infra,QUARANTINED_REWRITE_REQUIRED,P0_REWRITE_OR_REJECT,REVIEW_UNCLEAR: prefer may ma 3am teje / may ma tosal.,may ma 3am teje|may ma tosal|ma fi may,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
BFL-CAND-0366-V02,BFL-CAND-0366,walid mshterak,walid mshterak,ELECTRICITY,ALL_SUPPORT,noun_infra,QUARANTINED_REWRITE_REQUIRED,P0_REWRITE_OR_REJECT,REJECT_FALSE_FRIEND: walid/person-name generator confusion.,,DO_NOT_IMPORT_UNTIL_REWRITTEN_OR_REVIEWED
