﻿variant_id,candidate_id,variant,normalized_variant,arabic_normalization,sector,issue_type,category,tier,trust_status,review_priority,reason,review_status,reviewer_id,decision,second_reviewer_required,production_use_now
BFL-CAND-0001-V01,BFL-CAND-0001,7ofra,7ofra,حفرة,ROADS,POTHOLE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0050-V02,BFL-CAND-0050,tin7arif,tin7arif,انحرفت,ROADS,POTHOLE,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0050-V03,BFL-CAND-0050,3am tin7arif,3am tin7arif,انحرفت,ROADS,POTHOLE,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0050-V04,BFL-CAND-0050,n7araf,n7araf,انحرفت,ROADS,POTHOLE,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0051-V01,BFL-CAND-0051,nkasaret,nkasaret,تكسرت,ROADS,ROAD_CRACK,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0051-V02,BFL-CAND-0051,tkassr,tkassr,تكسرت,ROADS,ROAD_CRACK,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0052-V02,BFL-CAND-0052,ma2tou3,ma2tou3,مسدود / مقطوع,ROADS,ROAD_BLOCKED,adjective,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0054-V01,BFL-CAND-0054,ma7loul,ma7loul,مهالك / خرب,ROADS,ROAD_DAMAGE,adjective,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0054-V02,BFL-CAND-0054,ma7loule,ma7loule,مهالك / خرب,ROADS,ROAD_DAMAGE,adjective,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0054-V03,BFL-CAND-0054,5arban,5arban,مهالك / خرب,ROADS,ROAD_DAMAGE,adjective,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0054-V04,BFL-CAND-0054,5arbe,5arbe,مهالك / خرب,ROADS,ROAD_DAMAGE,adjective,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0055-V01,BFL-CAND-0055,mafqoud,mafqoud,مفقود / ناقص,ROADS,MISSING_MANHOLE,adjective,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0055-V02,BFL-CAND-0055,na2es,na2es,مفقود / ناقص,ROADS,MISSING_MANHOLE,adjective,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0055-V04,BFL-CAND-0055,ma fi,ma fi,مفقود / ناقص,ROADS,MISSING_MANHOLE,adjective,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0055-V06,BFL-CAND-0055,mish mawjoud,mish mawjoud,مفقود / ناقص,ROADS,MISSING_MANHOLE,adjective,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0056-V01,BFL-CAND-0056,zale2,zale2,زلق,ROADS,ROAD_DAMAGE,adjective,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0056-V02,BFL-CAND-0056,zale2a,zale2a,زلق,ROADS,ROAD_DAMAGE,adjective,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0056-V05,BFL-CAND-0056,5atir zale2,5atir zale2,زلق,ROADS,ROAD_DAMAGE,adjective,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0057-V01,BFL-CAND-0057,mnantekh,mnantekh,منتفخ / مرتفع,ROADS,ROAD_DAMAGE,adjective,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0060-V01,BFL-CAND-0060,anboub,anboub,أنبوب / أنابيب,WATER,PIPE_LEAK,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0060-V06,BFL-CAND-0060,l anboub,l anboub,أنبوب / أنابيب,WATER,PIPE_LEAK,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0064-V01,BFL-CAND-0064,khazzen,khazzen,خزان مياه,WATER,WATER_CUT,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0064-V03,BFL-CAND-0064,khazzan,khazzan,خزان مياه,WATER,WATER_CUT,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0064-V05,BFL-CAND-0064,l khazzen,l khazzen,خزان مياه,WATER,WATER_CUT,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0064-V06,BFL-CAND-0064,5azzenet l may,5azzenet l may,خزان مياه,WATER,WATER_CUT,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0065-V04,BFL-CAND-0065,sa7rij,sa7rij,صهريج,WATER,WATER_CUT,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0066-V01,BFL-CAND-0066,tasarroub,tasarroub,تسرب,WATER,PIPE_LEAK,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0066-V05,BFL-CAND-0066,tasarroub l may,tasarroub l may,تسرب,WATER,PIPE_LEAK,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0067-V01,BFL-CAND-0067,anboub nkassar,anboub nkassar,كسر أنبوب / انفجار أنبوب,WATER,PIPE_LEAK,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0067-V02,BFL-CAND-0067,kasret anboub,kasret anboub,كسر أنبوب / انفجار أنبوب,WATER,PIPE_LEAK,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0068-V01,BFL-CAND-0068,wasle,wasle,وصلة أنابيب,WATER,PIPE_LEAK,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0068-V02,BFL-CAND-0068,wasleh,wasleh,وصلة أنابيب,WATER,PIPE_LEAK,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0068-V03,BFL-CAND-0068,waslet anabib,waslet anabib,وصلة أنابيب,WATER,PIPE_LEAK,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0071-V01,BFL-CAND-0071,jadwal l may,jadwal l may,جدول المياه,WATER,WATER_CUT,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0071-V05,BFL-CAND-0071,jadwal l BMLWE,jadwal l bmlwe,جدول المياه,WATER,WATER_CUT,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0072-V01,BFL-CAND-0072,may mal7a,may mal7a,مياه مالحة,WATER,DIRTY_WATER,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0073-V01,BFL-CAND-0073,may sawda,may sawda,مياه بنية / صدئة,WATER,DIRTY_WATER,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0073-V02,BFL-CAND-0073,may bniyi,may bniyi,مياه بنية / صدئة,WATER,DIRTY_WATER,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0073-V05,BFL-CAND-0073,may bi lawn,may bi lawn,مياه بنية / صدئة,WATER,DIRTY_WATER,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0073-V06,BFL-CAND-0073,may wane l lawn,may wane l lawn,مياه بنية / صدئة,WATER,DIRTY_WATER,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0074-V01,BFL-CAND-0074,may bayde,may bayde,مياه بيضاء,WATER,DIRTY_WATER,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0075-V01,BFL-CAND-0075,raghwe bi l may,raghwe bi l may,رغوة في المياه,WATER,DIRTY_WATER,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0075-V03,BFL-CAND-0075,may fi rghwe,may fi rghwe,رغوة في المياه,WATER,DIRTY_WATER,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0076-V01,BFL-CAND-0076,ri7et klor,ri7et klor,رائحة كلور,WATER,DIRTY_WATER,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0076-V02,BFL-CAND-0076,ri7et clore,ri7et clore,رائحة كلور,WATER,DIRTY_WATER,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0076-V03,BFL-CAND-0076,ri7et l may bi klor,ri7et l may bi klor,رائحة كلور,WATER,DIRTY_WATER,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0077-V01,BFL-CAND-0077,ta3met gharibe,ta3met gharibe,طعم غريب,WATER,DIRTY_WATER,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0077-V02,BFL-CAND-0077,ta3m mish mni7,ta3m mish mni7,طعم غريب,WATER,DIRTY_WATER,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0077-V03,BFL-CAND-0077,ta3m may 5arbe,ta3m may 5arbe,طعم غريب,WATER,DIRTY_WATER,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0077-V04,BFL-CAND-0077,ta3m may wse5,ta3m may wse5,طعم غريب,WATER,DIRTY_WATER,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0078-V01,BFL-CAND-0078,daght l may,daght l may,ضغط المياه,WATER,LOW_PRESSURE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0078-V03,BFL-CAND-0078,l daght,l daght,ضغط المياه,WATER,LOW_PRESSURE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0078-V04,BFL-CAND-0078,daght khafif,daght khafif,ضغط المياه,WATER,LOW_PRESSURE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0078-V05,BFL-CAND-0078,daght na2es,daght na2es,ضغط المياه,WATER,LOW_PRESSURE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0082-V02,BFL-CAND-0082,l biyara,l biyara,بيارة / حفرة صرف,WATER,SEWAGE_OVERFLOW,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0082-V03,BFL-CAND-0082,7ofret sarf,7ofret sarf,بيارة / حفرة صرف,WATER,SEWAGE_OVERFLOW,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0083-V01,BFL-CAND-0083,may sarif,may sarif,مياه صرف صحي,WATER,SEWAGE_OVERFLOW,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0083-V02,BFL-CAND-0083,may l mrajir,may l mrajir,مياه صرف صحي,WATER,SEWAGE_OVERFLOW,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0083-V03,BFL-CAND-0083,may l majari,may l majari,مياه صرف صحي,WATER,SEWAGE_OVERFLOW,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0083-V04,BFL-CAND-0083,may l sarif l sa77i,may l sarif l sa77i,مياه صرف صحي,WATER,SEWAGE_OVERFLOW,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0084-V01,BFL-CAND-0084,may mla2wate men l asas,may mla2wate men l asas,تلوث مصدر المياه,WATER,DIRTY_WATER,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0085-V01,BFL-CAND-0085,2ata2 l may,2ata2 l may,انقطاع المياه,WATER,WATER_CUT,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0085-V02,BFL-CAND-0085,2at3 may,2at3 may,انقطاع المياه,WATER,WATER_CUT,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0085-V03,BFL-CAND-0085,inkata3 l may,inkata3 l may,انقطاع المياه,WATER,WATER_CUT,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0085-V04,BFL-CAND-0085,ma fi may,ma fi may,انقطاع المياه,WATER,WATER_CUT,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0085-V05,BFL-CAND-0085,may ma rja3et,may ma rja3et,انقطاع المياه,WATER,WATER_CUT,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0085-V06,BFL-CAND-0085,may 2at3a,may 2at3a,انقطاع المياه,WATER,WATER_CUT,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0086-V01,BFL-CAND-0086,sarif sa77i,sarif sa77i,صرف صحي,WATER,SEWAGE_OVERFLOW,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0086-V02,BFL-CAND-0086,sarf sa77i,sarf sa77i,صرف صحي,WATER,SEWAGE_OVERFLOW,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0087-V01,BFL-CAND-0087,ri7et sarif,ri7et sarif,رائحة صرف,WATER,SEWAGE_OVERFLOW,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0087-V03,BFL-CAND-0087,ri7et l sarif,ri7et l sarif,رائحة صرف,WATER,SEWAGE_OVERFLOW,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0088-V01,BFL-CAND-0088,balioa,balioa,بالوعة,WATER,SEWAGE_OVERFLOW,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0090-V05,BFL-CAND-0090,2at3a,2at3a,انقطع,WATER,WATER_CUT,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0091-V02,BFL-CAND-0091,rja3,rja3,رجعت,WATER,WATER_CUT,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0091-V06,BFL-CAND-0091,rja3et l 7amdillah,rja3et l 7amdillah,رجعت,WATER,WATER_CUT,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0092-V01,BFL-CAND-0092,3am yesarrab,3am yesarrab,يتسرب,WATER,PIPE_LEAK,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0092-V02,BFL-CAND-0092,3am yitsarrab,3am yitsarrab,يتسرب,WATER,PIPE_LEAK,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
