﻿variant_id,candidate_id,source_row_number,variant,normalized_variant,variant_tier,match_weight_candidate,sector,issue_type,category,normalization,contains_marker,review_status,ambiguity_class,use_for_fuzzy_matching_now,use_for_oov_suppression_now,use_for_routing_prediction_now,must_not_auto_promote,reason_blocked_or_pending,v2_trust_status,v2_review_priority,v2_safe_for_core_review,v2_safe_for_variant_lookup_after_review,v2_safe_for_fuzzy_now,v2_safe_for_oov_suppression_now,v2_safe_for_routing_now,v2_requires_second_reviewer,v2_reason,v2_created_at_utc 
BFL-CAND-0121-V04,BFL-CAND-0121,121,courant terre,courant terre,B,0.70,ELECTRICITY,ALL_SUPPORT,noun_infra,قصر كهربائي,FALSE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0121-V05,BFL-CAND-0121,121,silk m2assar,silk m2assar,B,0.70,ELECTRICITY,ALL_SUPPORT,noun_infra,قصر كهربائي,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0121-V06,BFL-CAND-0121,121,silk bi l ard,silk bi l ard,A,0.90,ELECTRICITY,ALL_SUPPORT,noun_infra,قصر كهربائي,FALSE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0122-V01,BFL-CAND-0122,122,3adad kahraba,3adad kahraba,A,0.90,ELECTRICITY,ALL_SUPPORT,noun_infra,عداد كهرباء,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0122-V02,BFL-CAND-0122,122,l 3adad,l 3adad,A,0.90,ELECTRICITY,ALL_SUPPORT,noun_infra,عداد كهرباء,TRUE,PENDING_NATIVE_REVIEW,CROSS_SECTOR_AMBIGUOUS,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review; cross-row ambiguity detected,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0122-V03,BFL-CAND-0122,122,compteur kahraba,compteur kahraba,B,0.70,ELECTRICITY,ALL_SUPPORT,noun_infra,عداد كهرباء,FALSE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0122-V04,BFL-CAND-0122,122,3adad l EDL,3adad l edl,A,0.90,ELECTRICITY,ALL_SUPPORT,noun_infra,عداد كهرباء,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0122-V05,BFL-CAND-0122,122,3adad l dawle,3adad l dawle,B,0.70,ELECTRICITY,ALL_SUPPORT,noun_infra,عداد كهرباء,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0122-V06,BFL-CAND-0122,122,3adad l moualid,3adad l moualid,A,0.90,ELECTRICITY,ALL_SUPPORT,noun_infra,عداد كهرباء,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0123-V01,BFL-CAND-0123,123,i7tira2 ajhize,i7tira2 ajhize,A,0.90,ELECTRICITY,VOLTAGE_FLUCTUATION,noun_infra,تلف الأجهزة,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0123-V02,BFL-CAND-0123,123,7ar2 til l ajhize,7ar2 til l ajhize,A,0.90,ELECTRICITY,VOLTAGE_FLUCTUATION,noun_infra,تلف الأجهزة,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0123-V03,BFL-CAND-0123,123,ajhize ni7ra2et,ajhize ni7ra2et,A,0.90,ELECTRICITY,VOLTAGE_FLUCTUATION,noun_infra,تلف الأجهزة,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0123-V04,BFL-CAND-0123,123,i7tira2 frigider,i7tira2 frigider,B,0.70,ELECTRICITY,VOLTAGE_FLUCTUATION,noun_infra,تلف الأجهزة,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0123-V05,BFL-CAND-0123,123,i7tira2 TV,i7tira2 tv,B,0.70,ELECTRICITY,VOLTAGE_FLUCTUATION,noun_infra,تلف الأجهزة,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0124-V01,BFL-CAND-0124,124,kahraba 2ata3et,kahraba 2ata3et,A,0.90,ELECTRICITY,POWER_OUTAGE,verb,انقطع,TRUE,PENDING_NATIVE_REVIEW,CATEGORY_AMBIGUOUS,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review; cross-row ambiguity detected,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0124-V02,BFL-CAND-0124,124,2ata3et,2ata3et,A,0.90,ELECTRICITY,POWER_OUTAGE,verb,انقطع,TRUE,PENDING_NATIVE_REVIEW,CROSS_SECTOR_AMBIGUOUS,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review; cross-row ambiguity detected,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0124-V03,BFL-CAND-0124,124,inkata3et,inkata3et,B,0.70,ELECTRICITY,POWER_OUTAGE,verb,انقطع,TRUE,PENDING_NATIVE_REVIEW,CROSS_SECTOR_AMBIGUOUS,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review; cross-row ambiguity detected,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0124-V04,BFL-CAND-0124,124,kahraba 2at3a,kahraba 2at3a,A,0.90,ELECTRICITY,POWER_OUTAGE,verb,انقطع,TRUE,PENDING_NATIVE_REVIEW,CATEGORY_AMBIGUOUS,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review; cross-row ambiguity detected,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0124-V05,BFL-CAND-0124,124,3atme siyet,3atme siyet,A,0.90,ELECTRICITY,POWER_OUTAGE,verb,انقطع,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0124-V06,BFL-CAND-0124,124,nkata3et,nkata3et,B,0.70,ELECTRICITY,POWER_OUTAGE,verb,انقطع,TRUE,PENDING_NATIVE_REVIEW,CROSS_SECTOR_AMBIGUOUS,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review; cross-row ambiguity detected,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0125-V01,BFL-CAND-0125,125,kahraba rja3et,kahraba rja3et,A,0.90,ELECTRICITY,POWER_OUTAGE,verb,رجعت,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0125-V02,BFL-CAND-0125,125,rja3et,rja3et,A,0.90,ELECTRICITY,POWER_OUTAGE,verb,رجعت,TRUE,PENDING_NATIVE_REVIEW,CROSS_SECTOR_AMBIGUOUS,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review; cross-row ambiguity detected,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0125-V03,BFL-CAND-0125,125,rja3 l kahraba,rja3 l kahraba,A,0.90,ELECTRICITY,POWER_OUTAGE,verb,رجعت,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0125-V04,BFL-CAND-0125,125,3ado l kahraba,3ado l kahraba,B,0.70,ELECTRICITY,POWER_OUTAGE,verb,رجعت,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0125-V05,BFL-CAND-0125,125,l kahraba 2enit,l kahraba 2enit,C,0.40,ELECTRICITY,POWER_OUTAGE,verb,رجعت,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0126-V01,BFL-CAND-0126,126,3am titba3 w troo7,3am titba3 w troo7,A,0.90,ELECTRICITY,VOLTAGE_FLUCTUATION,verb,يتذبذب,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0126-V02,BFL-CAND-0126,126,3am tji w troo7,3am tji w troo7,A,0.90,ELECTRICITY,VOLTAGE_FLUCTUATION,verb,يتذبذب,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0126-V03,BFL-CAND-0126,126,3am yitzabzab,3am yitzabzab,B,0.70,ELECTRICITY,VOLTAGE_FLUCTUATION,verb,يتذبذب,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0126-V04,BFL-CAND-0126,126,fi tazabzob,fi tazabzob,A,0.90,ELECTRICITY,VOLTAGE_FLUCTUATION,verb,يتذبذب,FALSE,PENDING_NATIVE_REVIEW,CATEGORY_AMBIGUOUS,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review; cross-row ambiguity detected,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0126-V05,BFL-CAND-0126,126,kahraba msh stable,kahraba msh stable,A,0.90,ELECTRICITY,VOLTAGE_FLUCTUATION,verb,يتذبذب,FALSE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0127-V01,BFL-CAND-0127,127,muhawwel nfajar,muhawwel nfajar,A,0.90,ELECTRICITY,TRANSFORMER_FAULT,verb,انفجر المحول,FALSE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0127-V02,BFL-CAND-0127,127,nfajar l muhawwel,nfajar l muhawwel,A,0.90,ELECTRICITY,TRANSFORMER_FAULT,verb,انفجر المحول,FALSE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0127-V03,BFL-CAND-0127,127,muhawwel 3am yithal,muhawwel 3am yithal,A,0.90,ELECTRICITY,TRANSFORMER_FAULT,verb,انفجر المحول,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0127-V04,BFL-CAND-0127,127,muhawwel ni7ra2,muhawwel ni7ra2,A,0.90,ELECTRICITY,TRANSFORMER_FAULT,verb,انفجر المحول,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0128-V01,BFL-CAND-0128,128,nzal 3al ard,nzal 3al ard,A,0.90,ELECTRICITY,EXPOSED_WIRE,verb,نزل / سقط,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0128-V02,BFL-CAND-0128,128,2eta3 w nzal,2eta3 w nzal,A,0.90,ELECTRICITY,EXPOSED_WIRE,verb,نزل / سقط,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0128-V03,BFL-CAND-0128,128,ta7 3al ard,ta7 3al ard,B,0.70,ELECTRICITY,EXPOSED_WIRE,verb,نزل / سقط,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0128-V04,BFL-CAND-0128,128,nkazal,nkazal,B,0.70,ELECTRICITY,EXPOSED_WIRE,verb,نزل / سقط,FALSE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0128-V05,BFL-CAND-0128,128,seket 3al ard,seket 3al ard,A,0.90,ELECTRICITY,EXPOSED_WIRE,verb,نزل / سقط,TRUE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0128-V06,BFL-CAND-0128,128,nzal l silk,nzal l silk,A,0.90,ELECTRICITY,EXPOSED_WIRE,verb,نزل / سقط,FALSE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",2026-05-20T12:58:34Z
BFL-CAND-0129-V01,BFL-CAND-0129,129,zbele,zbele,A,0.90,WASTE,ALL_SUPPORT,noun_infra,زبالة / نفايات,FALSE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SUPPORT_ONLY_REVIEW,P3_GENERAL_SUPPORT,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Support/context term only; not an issue label. Ambiguity is acceptable only as general support after review.,2026-05-20T12:58:34Z
BFL-CAND-0129-V02,BFL-CAND-0129,129,zbale,zbale,B,0.70,WASTE,ALL_SUPPORT,noun_infra,زبالة / نفايات,FALSE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SUPPORT_ONLY_REVIEW,P3_GENERAL_SUPPORT,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Support/context term only; not an issue label. Ambiguity is acceptable only as general support after review.,2026-05-20T12:58:34Z
BFL-CAND-0129-V03,BFL-CAND-0129,129,nfayat,nfayat,A,0.90,WASTE,ALL_SUPPORT,noun_infra,زبالة / نفايات,FALSE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SUPPORT_ONLY_REVIEW,P3_GENERAL_SUPPORT,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Support/context term only; not an issue label. Ambiguity is acceptable only as general support after review.,2026-05-20T12:58:34Z
BFL-CAND-0129-V04,BFL-CAND-0129,129,nfaye,nfaye,B,0.70,WASTE,ALL_SUPPORT,noun_infra,زبالة / نفايات,FALSE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SUPPORT_ONLY_REVIEW,P3_GENERAL_SUPPORT,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Support/context term only; not an issue label. Ambiguity is acceptable only as general support after review.,2026-05-20T12:58:34Z
BFL-CAND-0129-V05,BFL-CAND-0129,129,zbeleh,zbeleh,C,0.40,WASTE,ALL_SUPPORT,noun_infra,زبالة / نفايات,FALSE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SUPPORT_ONLY_REVIEW,P3_GENERAL_SUPPORT,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Support/context term only; not an issue label. Ambiguity is acceptable only as general support after review.,2026-05-20T12:58:34Z
BFL-CAND-0129-V06,BFL-CAND-0129,129,zbali,zbali,C,0.40,WASTE,ALL_SUPPORT,noun_infra,زبالة / نفايات,FALSE,PENDING_NATIVE_REVIEW,BLOCKED_PENDING_REVIEW,FALSE,FALSE,FALSE,TRUE,support/high-risk/C-tier requires review,SUPPORT_ONLY_REVIEW,P3_GENERAL_SUPPORT,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Support/context term only; not an issue label. Ambiguity is acceptable only as general support after review.,2026-05-20T12:58:34Z
