﻿candidate_id,source_file,source_row_number,arabic_script,english,sector,issue_type,category,normalization,variant_1,variant_2,variant_3,variant_4,variant_5,variant_6,tiers,usage_note,review_priority,support_only,high_risk_second_review_required,allowed_uses,blocked_uses,promotion_target,review_status,reviewer_id,decision,must_not_auto_promote,quality_flags,created_at_utc,updated_at_utc,v2_candidate_status,v2_candidate_priority,v2_total_variants,v2_a_tier_ready_count,v2_b_tier_review_count,v2_high_risk_count,v2_quarantined_count,v2_recommended_first_action,v2_must_not_auto_promote 
BFL-CAND-0074,build_full_lexicon.py,74,مياه بيضاء / حليبية,milky / white water,WATER,DIRTY_WATER,noun_infra,مياه بيضاء,may bayde,may milkiyye,may fi mazij hawa,may 3ayniyi,may 3atma,,A/B/B/B/C,3=ع in 3ayniyi; may bayde = white water; hawa = air (dissolved air causes white water),P2_VARIANT_RELIABILITY_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,C_TIER_VARIANTS_PRESENT,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,NEEDS_REWRITE_BEFORE_IMPORT,P0,5,1,3,0,1,FIX_OR_REJECT_P0_VARIANTS,TRUE
BFL-CAND-0075,build_full_lexicon.py,75,رغوة في الماء,foam in water,WATER,DIRTY_WATER,noun_infra,رغوة في المياه,raghwe bi l may,rghwe,may fi rghwe,zbad bi l may,may rghwiye,,A/B/A/B/B,raghwe = foam; zbad = foam/suds; may rghwiye = foamy water,P4_LOW_RISK_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,OK_CANDIDATE_REVIEW_REQUIRED,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,CORE_REVIEW_BATCH,P2,5,2,3,0,0,NATIVE_REVIEW_FOR_CORE_OR_VARIANT,TRUE
BFL-CAND-0076,build_full_lexicon.py,76,رائحة كلور,chlorine smell in water,WATER,DIRTY_WATER,noun_infra,رائحة كلور,ri7et klor,ri7et clore,ri7et l may bi klor,may bi ri7et madde,may tnin l ri7a,,A/A/A/B/B,7=ح in ri7et; klor = chlorine; complaint about excess chlorination,P4_LOW_RISK_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,OK_CANDIDATE_REVIEW_REQUIRED,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,CORE_REVIEW_BATCH,P2,5,3,2,0,0,NATIVE_REVIEW_FOR_CORE_OR_VARIANT,TRUE
BFL-CAND-0077,build_full_lexicon.py,77,طعم غريب,strange taste (water),WATER,DIRTY_WATER,noun_infra,طعم غريب,ta3met gharibe,ta3m mish mni7,ta3m may 5arbe,ta3m may wse5,,,A/A/A/A,3=ع in ta3met; 5=خ in 5arbe; mish NOT mesh,P4_LOW_RISK_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,OK_CANDIDATE_REVIEW_REQUIRED,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,CORE_REVIEW_BATCH,P2,4,4,0,0,0,NATIVE_REVIEW_FOR_CORE_OR_VARIANT,TRUE
BFL-CAND-0078,build_full_lexicon.py,78,ضغط المياه,water pressure,WATER,LOW_PRESSURE,noun_infra,ضغط المياه,daght l may,daght l maya,l daght,daght khafif,daght na2es,daght sefir,A/B/A/A/A/B,2=ق in na2es; daght = pressure; sefir = zero (South Lebanon variant),P4_LOW_RISK_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,OK_CANDIDATE_REVIEW_REQUIRED,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,CORE_REVIEW_BATCH,P2,6,4,2,0,0,NATIVE_REVIEW_FOR_CORE_OR_VARIANT,TRUE
BFL-CAND-0079,build_full_lexicon.py,79,مياه ساخنة,hot water,WATER,ALL_SUPPORT,noun_infra,مياه ساخنة,may su5ne,may s5ene,may 7amine,may sa5ne,l may s5ene,,A/A/B/B/A,5=خ in su5ne; 7=ح in 7amine; su5ne most natural Beiruti,P3_SUPPORT_ONLY,TRUE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,GENERAL_WORD_BANK_OR_STOPLIST,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,SUPPORT_ONLY_CONTEXT_NOT_ISSUE_LABEL,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,GENERAL_SUPPORT_BATCH,P3,5,0,0,0,0,REVIEW_AS_GENERAL_SUPPORT_NOT_ROUTING,TRUE
BFL-CAND-0080,build_full_lexicon.py,80,سخان مياه,water heater,WATER,ALL_SUPPORT,noun_infra,سخان,sa55an,sa5an,l sa55an,sa55an l may,chauffe-eau,sa55eneh,A/A/A/A/B/C,5=خ in sa55an; chauffe-eau French term also very common in Lebanon,P3_SUPPORT_ONLY,TRUE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,GENERAL_WORD_BANK_OR_STOPLIST,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,C_TIER_VARIANTS_PRESENT;LOANWORD_CODESWITCH_REVIEW;SUPPORT_ONLY_CONTEXT_NOT_ISSUE_LABEL,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,GENERAL_SUPPORT_BATCH,P3,6,0,0,0,0,REVIEW_AS_GENERAL_SUPPORT_NOT_ROUTING,TRUE
BFL-CAND-0081,build_full_lexicon.py,81,مجرى / قناة,water channel / canal,WATER,ALL_SUPPORT,noun_infra,مجرى / قناة,majra,l majra,2ana,2anat may,2anat sarf,kanal,A/A/B/B/B/B,2=ق in 2ana; majra most common; kanal French loanword (canal),P3_SUPPORT_ONLY,TRUE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,GENERAL_WORD_BANK_OR_STOPLIST,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,SUPPORT_ONLY_CONTEXT_NOT_ISSUE_LABEL,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,GENERAL_SUPPORT_BATCH,P3,6,0,0,0,0,REVIEW_AS_GENERAL_SUPPORT_NOT_ROUTING,TRUE
BFL-CAND-0082,build_full_lexicon.py,82,بيارة / حفرة صرف,septic pit / cesspool,WATER,SEWAGE_OVERFLOW,noun_infra,بيارة / حفرة صرف,biyara,l biyara,7ofret sarf,fosse,fosse sceptique,7afret sarif,A/A/A/B/B/B,7=ح in 7ofret; fosse/fosse sceptique French terms common in rural Lebanon,P4_LOW_RISK_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,OK_CANDIDATE_REVIEW_REQUIRED,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,NEEDS_REWRITE_BEFORE_IMPORT,P0,6,2,3,0,1,FIX_OR_REJECT_P0_VARIANTS,TRUE
BFL-CAND-0083,build_full_lexicon.py,83,مياه صرف صحي,sewage water,WATER,SEWAGE_OVERFLOW,noun_infra,مياه صرف صحي,may sarif,may l mrajir,may l majari,may l sarif l sa77i,may 5anze,,A/A/A/A/B,7=ح in sa77i; 5=خ in 5anze; may sarif most compressed natural form,P4_LOW_RISK_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,OK_CANDIDATE_REVIEW_REQUIRED,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,CORE_REVIEW_BATCH,P2,5,4,1,0,0,NATIVE_REVIEW_FOR_CORE_OR_VARIANT,TRUE
BFL-CAND-0084,build_full_lexicon.py,84,تلوث مصدر مياه,water source contamination,WATER,DIRTY_WATER,noun_infra,تلوث مصدر المياه,may mla2wate men l asas,tlayyout masdar l may,may masdar 5arban,,,,A/B/C,5=خ in 5arban; tlayyout = contamination; most critical water issue,P2_VARIANT_RELIABILITY_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,C_TIER_VARIANTS_PRESENT,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,NEEDS_REWRITE_BEFORE_IMPORT,P0,3,1,1,0,1,FIX_OR_REJECT_P0_VARIANTS,TRUE
BFL-CAND-0085,build_full_lexicon.py,85,انقطاع المياه,water cutoff (state),WATER,WATER_CUT,noun_infra,انقطاع المياه,2ata2 l may,2at3 may,inkata3 l may,ma fi may,may ma rja3et,may 2at3a,A/A/A/A/A/A,2=ق in 2ata2 and 2at3; may 2at3a = water is cut (adj+noun),P4_LOW_RISK_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,OK_CANDIDATE_REVIEW_REQUIRED,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,CORE_REVIEW_BATCH,P2,6,6,0,0,0,NATIVE_REVIEW_FOR_CORE_OR_VARIANT,TRUE
BFL-CAND-0086,build_full_lexicon.py,86,صرف صحي,sewage / sanitation,WATER,SEWAGE_OVERFLOW,noun_infra,صرف صحي,sarif sa77i,sarf sa77i,sarif s7i,l sarif,sarf s7i,l mrajir,A/A/B/B/C/B,sa77i double-7 correct for صحي; s7i compressed variant,P2_VARIANT_RELIABILITY_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,C_TIER_VARIANTS_PRESENT,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,NEEDS_REWRITE_BEFORE_IMPORT,P0,6,2,3,0,1,FIX_OR_REJECT_P0_VARIANTS,TRUE
BFL-CAND-0087,build_full_lexicon.py,87,رائحة صرف,sewage smell,WATER,SEWAGE_OVERFLOW,noun_infra,رائحة صرف,ri7et sarif,ri7a sarif,ri7et l sarif,ri7et mrajir,ri7a sarif sa77i,ri7a l majari,A/B/A/C/B/C,7=ح in ri7et; ri7et sarif most natural,P2_VARIANT_RELIABILITY_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,C_TIER_VARIANTS_PRESENT,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,NEEDS_REWRITE_BEFORE_IMPORT,P0,6,2,2,0,2,FIX_OR_REJECT_P0_VARIANTS,TRUE
BFL-CAND-0088,build_full_lexicon.py,88,بالوعة,drain (general),WATER,SEWAGE_OVERFLOW,noun_infra,بالوعة,balioa,balou3a,baliwa,balouwa,balou3,bl3a,A/B/B/C/B/C,balioa most common Beiruti; bl3a ultra-contracted; 3=ع in balou3a,P2_VARIANT_RELIABILITY_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,C_TIER_VARIANTS_PRESENT,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,NEEDS_REWRITE_BEFORE_IMPORT,P0,6,1,3,0,2,FIX_OR_REJECT_P0_VARIANTS,TRUE
BFL-CAND-0089,build_full_lexicon.py,89,مرسوب / متسرب,overflowing/seeping (sewage),WATER,SEWAGE_OVERFLOW,adjective,يتفجر / يتسرب,3am yetfa2ar,3am yetfayan,3am yifur,tfa2ar,msarrib,yfur,A/A/B/B/B/C,2=ق in yetfa2ar; 3=ع in 3am; yetfa2ar = bursting out,P2_VARIANT_RELIABILITY_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,C_TIER_VARIANTS_PRESENT,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,NEEDS_REWRITE_BEFORE_IMPORT,P0,6,0,2,0,4,FIX_OR_REJECT_P0_VARIANTS,TRUE
BFL-CAND-0090,build_full_lexicon.py,90,انقطع (مياه/كهرباء),cut off — water or power,WATER,WATER_CUT,verb,انقطع,2ata3et,inkata3et,2it3et,nkata3et,2at3a,2ataet,A/B/B/B/A/C,2=ق most used; 2ata3et single most common Lebanese form for water/power cut,P2_VARIANT_RELIABILITY_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,C_TIER_VARIANTS_PRESENT,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,NEEDS_REWRITE_BEFORE_IMPORT,P0,6,1,1,0,4,FIX_OR_REJECT_P0_VARIANTS,TRUE
BFL-CAND-0091,build_full_lexicon.py,91,رجعت (مياه/كهرباء),came back — water or power,WATER,WATER_CUT,verb,رجعت,rja3et,rja3,raja3et,rja3at,3adet,rja3et l 7amdillah,A/A/B/B/C/A,3=ع in 3adet and l 3amdillah; rja3et most common Lebanese,P2_VARIANT_RELIABILITY_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,C_TIER_VARIANTS_PRESENT,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,NEEDS_REWRITE_BEFORE_IMPORT,P0,6,2,2,0,2,FIX_OR_REJECT_P0_VARIANTS,TRUE
BFL-CAND-0092,build_full_lexicon.py,92,يتسرب,leaking (ongoing),WATER,PIPE_LEAK,verb,يتسرب,3am yesarrab,3am yitsarrab,3am yitba3,3am yitfa2ar,3am ynazzel,sarrab,A/A/B/B/B/B,2=ق in yitfa2ar; 3=ع in 3am; yitba3 = seeping; yitfa2ar = gushing,P4_LOW_RISK_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,LOANWORD_CODESWITCH_REVIEW,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,CORE_REVIEW_BATCH,P2,6,2,4,0,0,NATIVE_REVIEW_FOR_CORE_OR_VARIANT,TRUE
BFL-CAND-0093,build_full_lexicon.py,93,يضخ,pumps water,WATER,ALL_SUPPORT,verb,يضخ,yda55,3am yda55,shegghalo l madde,da55o l may,3am yishghel l madde,,A/A/A/A/A,5=خ in da55; 3=ع in 3am; yda55 most natural for pumping,P3_SUPPORT_ONLY,TRUE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,GENERAL_WORD_BANK_OR_STOPLIST,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,SUPPORT_ONLY_CONTEXT_NOT_ISSUE_LABEL,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,GENERAL_SUPPORT_BATCH,P3,5,0,0,0,0,REVIEW_AS_GENERAL_SUPPORT_NOT_ROUTING,TRUE
BFL-CAND-0094,build_full_lexicon.py,94,يقطع المياه,cuts off water,WATER,WATER_CUT,verb,يقطع المياه,yi2ta3 l may,yi2te3,yi2ta3on,yi2ta3 3an l 7ayye,,,A/A/B/A,2=ق in yi2ta3; 3=ع in 3an; 7=ح in 7ayye,P4_LOW_RISK_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,OK_CANDIDATE_REVIEW_REQUIRED,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,CORE_REVIEW_BATCH,P2,4,3,1,0,0,NATIVE_REVIEW_FOR_CORE_OR_VARIANT,TRUE
BFL-CAND-0095,build_full_lexicon.py,95,يلوث,contaminates,WATER,DIRTY_WATER,verb,يلوث,ylayyit,ylayyot,3am ylayyit,layyat,3am ylayyotu,,A/A/A/B/A,3=ع in 3am; ylayyit most natural Lebanese,P4_LOW_RISK_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,OK_CANDIDATE_REVIEW_REQUIRED,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,CORE_REVIEW_BATCH,P2,5,4,1,0,0,NATIVE_REVIEW_FOR_CORE_OR_VARIANT,TRUE
BFL-CAND-0096,build_full_lexicon.py,96,يفور / يطغى,overflows / gushes,WATER,SEWAGE_OVERFLOW,verb,يفور / يطغى,3am yifur,3am yetfa2ar,3am yetfayan,3am yefid,far,tafan,A/A/A/B/B/B,2=ق in yetfa2ar; 3=ع in 3am; yifur most natural for gushing; tafan = overflowed,P4_LOW_RISK_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,OK_CANDIDATE_REVIEW_REQUIRED,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,NEEDS_REWRITE_BEFORE_IMPORT,P0,6,0,1,0,5,FIX_OR_REJECT_P0_VARIANTS,TRUE
BFL-CAND-0097,build_full_lexicon.py,97,ينكسر / ينفجر,breaks / bursts (pipe),WATER,PIPE_LEAK,verb,ينكسر / ينفجر,nkassar,nfajar,fa2a3,ta2a3,fat7,inkasar,A/B/B/B/B/C,2=ق in fa2a3/ta2a3; nkassar most natural; nfajar = burst,P2_VARIANT_RELIABILITY_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,C_TIER_VARIANTS_PRESENT,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,NEEDS_REWRITE_BEFORE_IMPORT,P0,6,0,4,0,2,FIX_OR_REJECT_P0_VARIANTS,TRUE
BFL-CAND-0098,build_full_lexicon.py,98,كهرباء,electricity,ELECTRICITY,ALL_SUPPORT,noun_infra,كهرباء,kahraba,kahrabe,kehraba,kahraba2,khrba,l kahraba,A/A/B/C/C/A,kahraba most common; kahrabe spoken feminine; khrba ultra-contracted; 2=ء glottal,P1_SAFETY_GRID_FLOOD_SECOND_REVIEW,TRUE,TRUE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review;hitl_feature_after_second_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,MODEL_ONLY_OR_CORE_AFTER_SECOND_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,C_TIER_VARIANTS_PRESENT;HIGH_RISK_SECOND_REVIEW_REQUIRED;SUPPORT_ONLY_CONTEXT_NOT_ISSUE_LABEL,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,HIGH_RISK_REVIEW_BATCH,P1,6,0,0,6,0,SECOND_REVIEW_HITL_ONLY,TRUE
BFL-CAND-0099,build_full_lexicon.py,99,سلك / حبل كهربائي,electrical wire / cable,ELECTRICITY,EXPOSED_WIRE,noun_infra,سلك / حبل كهربائي,silk kahraba,7abal kahraba,silk,7abal,selk,7bal,A/A/A/A/B/B,7=ح in 7abal; silk = wire/thread; 7abal = cable/rope; both very common,P1_SAFETY_GRID_FLOOD_SECOND_REVIEW,FALSE,TRUE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review;hitl_feature_after_second_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,MODEL_ONLY_OR_CORE_AFTER_SECOND_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,HIGH_RISK_SECOND_REVIEW_REQUIRED,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,HIGH_RISK_REVIEW_BATCH,P1,6,0,0,6,0,SECOND_REVIEW_HITL_ONLY,TRUE
BFL-CAND-0100,build_full_lexicon.py,100,محول,transformer,ELECTRICITY,TRANSFORMER_FAULT,noun_infra,محول,muhawwel,m7awwel,mohawwel,mu7awwel,l muhawwel,sandou2 kahraba,A/A/B/B/A/B,7=ح in m7awwel/mu7awwel; sandou2 = box (the transformer box),P1_SAFETY_GRID_FLOOD_SECOND_REVIEW,FALSE,TRUE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review;hitl_feature_after_second_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,MODEL_ONLY_OR_CORE_AFTER_SECOND_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,HIGH_RISK_SECOND_REVIEW_REQUIRED,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,HIGH_RISK_REVIEW_BATCH,P1,6,0,0,6,0,SECOND_REVIEW_HITL_ONLY,TRUE
BFL-CAND-0101,build_full_lexicon.py,101,مولد كهربائي,electrical generator,ELECTRICITY,ALL_SUPPORT,noun_infra,مولد كهربائي,moualid,moulid,walid,l moualid,generator,generateur,A/B/B/A/B/B,moualid most common Lebanese; generator English; générateur French,P0_FIX_BEFORE_IMPORT,TRUE,TRUE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review;hitl_feature_after_second_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,REJECT_OR_REWRITE,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,FORBIDDEN_OR_REWRITE_VARIANT;HIGH_RISK_SECOND_REVIEW_REQUIRED;LOANWORD_CODESWITCH_REVIEW;SOFT_VARIANT_REVIEW;SUPPORT_ONLY_CONTEXT_NOT_ISSUE_LABEL,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,NEEDS_REWRITE_BEFORE_IMPORT,P0,6,0,0,5,1,FIX_OR_REJECT_P0_VARIANTS,TRUE
BFL-CAND-0102,build_full_lexicon.py,102,عمود كهرباء,electricity pole,ELECTRICITY,EXPOSED_WIRE,noun_infra,عمود كهرباء,3amoud kahraba,3amoud,poteau,3amoud l kahraba,3amood kahraba,l 3amoud,A/A/B/A/B/A,3=ع required; poteau French loanword very common,P1_SAFETY_GRID_FLOOD_SECOND_REVIEW,FALSE,TRUE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review;hitl_feature_after_second_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,MODEL_ONLY_OR_CORE_AFTER_SECOND_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,HIGH_RISK_SECOND_REVIEW_REQUIRED;LOANWORD_CODESWITCH_REVIEW,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,HIGH_RISK_REVIEW_BATCH,P1,6,0,0,6,0,SECOND_REVIEW_HITL_ONLY,TRUE
BFL-CAND-0103,build_full_lexicon.py,103,فيوز / قاطع,fuse / circuit breaker,ELECTRICITY,POWER_OUTAGE,noun_infra,فيوز / قاطع,fiyo,fyou,fuse,2ate3,disjoncteur,l 2ate3,A/A/A/B/B/A,fiyo most Lebanese; fuse English; disjoncteur French; 2=ق in 2ate3,P1_SAFETY_GRID_FLOOD_SECOND_REVIEW,FALSE,TRUE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review;hitl_feature_after_second_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,MODEL_ONLY_OR_CORE_AFTER_SECOND_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,HIGH_RISK_SECOND_REVIEW_REQUIRED;LOANWORD_CODESWITCH_REVIEW,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,HIGH_RISK_REVIEW_BATCH,P1,6,0,0,6,0,SECOND_REVIEW_HITL_ONLY,TRUE
