surface_id,surface_form,normalized_surface,canonical_form,source_layer,source_id,source_field,sector,issue_type,category,variant_rule,confidence_level,false_friend_risk,risk_level,allowed_uses,blocked_uses,review_status,reviewer_id,must_not_auto_promote,source_reference,created_at
ASF-02687,abel s7way,abel s7way,abel shway,general_word_bank,GW0226,variants,ALL,ALL_SUPPORT,time_expr,H_TO_7_LOW_CONF,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02688,2abel shway,2abel shway,abel shway,general_word_bank,GW0226,variants,ALL,ALL_SUPPORT,time_expr,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02689,2abelshway,2abelshway,abel shway,general_word_bank,GW0226,variants,ALL,ALL_SUPPORT,time_expr,REMOVE_SPACES_PUNCT,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02690,2abel-shway,2abel-shway,abel shway,general_word_bank,GW0226,variants,ALL,ALL_SUPPORT,time_expr,SPACE_TO_HYPHEN,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02691,2abel chway,2abel chway,abel shway,general_word_bank,GW0226,variants,ALL,ALL_SUPPORT,time_expr,SH_TO_CH,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02692,'abel shway,'abel shway,abel shway,general_word_bank,GW0226,variants,ALL,ALL_SUPPORT,time_expr,2_TO_APOSTROPHE,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02693,2abel s7way,2abel s7way,abel shway,general_word_bank,GW0226,variants,ALL,ALL_SUPPORT,time_expr,H_TO_7_LOW_CONF,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02694,ba3d doher,ba3d doher,ba3d doher,general_word_bank,GW0227,variants,ALL,ALL_SUPPORT,time_expr,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02695,ba3ddoher,ba3ddoher,ba3d doher,general_word_bank,GW0227,variants,ALL,ALL_SUPPORT,time_expr,REMOVE_SPACES_PUNCT,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02696,ba3d-doher,ba3d-doher,ba3d doher,general_word_bank,GW0227,variants,ALL,ALL_SUPPORT,time_expr,SPACE_TO_HYPHEN,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02697,ba3d do7er,ba3d do7er,ba3d doher,general_word_bank,GW0227,variants,ALL,ALL_SUPPORT,time_expr,H_TO_7_LOW_CONF,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02698,nhar,nhar,nhar,general_word_bank,GW0228,variants,ALL,ALL_SUPPORT,time_expr,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02699,l nhar,l nhar,nhar,general_word_bank,GW0228,variants,ALL,ALL_SUPPORT,time_expr,ADD_L_ARTICLE,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02700,el nhar,el nhar,nhar,general_word_bank,GW0228,variants,ALL,ALL_SUPPORT,time_expr,ADD_EL_ARTICLE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02701,n7ar,n7ar,nhar,general_word_bank,GW0228,variants,ALL,ALL_SUPPORT,time_expr,H_TO_7_LOW_CONF,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02702,ghaleb l wa2et,ghaleb l wa2et,ghaleb l wa2et,general_word_bank,GW0229,variants,ALL,ALL_SUPPORT,frequency,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02703,ghaleblwa2et,ghaleblwa2et,ghaleb l wa2et,general_word_bank,GW0229,variants,ALL,ALL_SUPPORT,frequency,REMOVE_SPACES_PUNCT,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02704,ghaleb-l-wa2et,ghaleb-l-wa2et,ghaleb l wa2et,general_word_bank,GW0229,variants,ALL,ALL_SUPPORT,frequency,SPACE_TO_HYPHEN,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02705,8aleb l wa2et,8aleb l wa2et,ghaleb l wa2et,general_word_bank,GW0229,variants,ALL,ALL_SUPPORT,frequency,GH_TO_8,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02706,ghaleb l wa'et,ghaleb l wa'et,ghaleb l wa2et,general_word_bank,GW0229,variants,ALL,ALL_SUPPORT,frequency,2_TO_APOSTROPHE,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02707,g7aleb l wa2et,g7aleb l wa2et,ghaleb l wa2et,general_word_bank,GW0229,variants,ALL,ALL_SUPPORT,frequency,H_TO_7_LOW_CONF,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02708,ktir marrat,ktir marrat,ktir marrat,general_word_bank,GW0230,variants,ALL,ALL_SUPPORT,frequency,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02709,ktirmarrat,ktirmarrat,ktir marrat,general_word_bank,GW0230,variants,ALL,ALL_SUPPORT,frequency,REMOVE_SPACES_PUNCT,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02710,ktir-marrat,ktir-marrat,ktir marrat,general_word_bank,GW0230,variants,ALL,ALL_SUPPORT,frequency,SPACE_TO_HYPHEN,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02711,kteer marrat,kteer marrat,ktir marrat,general_word_bank,GW0230,variants,ALL,ALL_SUPPORT,frequency,I_TO_EE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02712,kteermarrat,kteermarrat,ktir marrat,general_word_bank,GW0230,variants,ALL,ALL_SUPPORT,frequency,REMOVE_SPACES_PUNCT,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02713,kteer-marrat,kteer-marrat,ktir marrat,general_word_bank,GW0230,variants,ALL,ALL_SUPPORT,frequency,SPACE_TO_HYPHEN,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02714,kel 2sbou3,kel 2sbou3,kel 2sbou3,general_word_bank,GW0231,variants,ALL,ALL_SUPPORT,frequency,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02715,kel2sbou3,kel2sbou3,kel 2sbou3,general_word_bank,GW0231,variants,ALL,ALL_SUPPORT,frequency,REMOVE_SPACES_PUNCT,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02716,kel-2sbou3,kel-2sbou3,kel 2sbou3,general_word_bank,GW0231,variants,ALL,ALL_SUPPORT,frequency,SPACE_TO_HYPHEN,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02717,kel 2sbu3,kel 2sbu3,kel 2sbou3,general_word_bank,GW0231,variants,ALL,ALL_SUPPORT,frequency,OU_TO_U,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02718,kel 2sboou3,kel 2sboou3,kel 2sbou3,general_word_bank,GW0231,variants,ALL,ALL_SUPPORT,frequency,U_TO_OU,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02719,kel 'sbou3,kel 'sbou3,kel 2sbou3,general_word_bank,GW0231,variants,ALL,ALL_SUPPORT,frequency,2_TO_APOSTROPHE,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02720,kell 2sbou3,kell 2sbou3,kel 2sbou3,general_word_bank,GW0231,variants,ALL,ALL_SUPPORT,frequency,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02721,kell2sbou3,kell2sbou3,kel 2sbou3,general_word_bank,GW0231,variants,ALL,ALL_SUPPORT,frequency,REMOVE_SPACES_PUNCT,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02722,kell-2sbou3,kell-2sbou3,kel 2sbou3,general_word_bank,GW0231,variants,ALL,ALL_SUPPORT,frequency,SPACE_TO_HYPHEN,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02723,kell 2sbu3,kell 2sbu3,kel 2sbou3,general_word_bank,GW0231,variants,ALL,ALL_SUPPORT,frequency,OU_TO_U,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02724,kell 2sboou3,kell 2sboou3,kel 2sbou3,general_word_bank,GW0231,variants,ALL,ALL_SUPPORT,frequency,U_TO_OU,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02725,kell 'sbou3,kell 'sbou3,kel 2sbou3,general_word_bank,GW0231,variants,ALL,ALL_SUPPORT,frequency,2_TO_APOSTROPHE,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02726,nadirran,nadirran,nadirran,general_word_bank,GW0232,variants,ALL,ALL_SUPPORT,frequency,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02727,l nadirran,l nadirran,nadirran,general_word_bank,GW0232,variants,ALL,ALL_SUPPORT,frequency,ADD_L_ARTICLE,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02728,el nadirran,el nadirran,nadirran,general_word_bank,GW0232,variants,ALL,ALL_SUPPORT,frequency,ADD_EL_ARTICLE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02729,nadeerran,nadeerran,nadirran,general_word_bank,GW0232,variants,ALL,ALL_SUPPORT,frequency,I_TO_EE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02730,faj2a,faj2a,faj2a,general_word_bank,GW0233,variants,ALL,ALL_SUPPORT,time_expr,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02731,l faj2a,l faj2a,faj2a,general_word_bank,GW0233,variants,ALL,ALL_SUPPORT,time_expr,ADD_L_ARTICLE,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02732,el faj2a,el faj2a,faj2a,general_word_bank,GW0233,variants,ALL,ALL_SUPPORT,time_expr,ADD_EL_ARTICLE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02733,faj'a,faj'a,faj2a,general_word_bank,GW0233,variants,ALL,ALL_SUPPORT,time_expr,2_TO_APOSTROPHE,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02734,miyye,miyye,miyye,general_word_bank,GW0234,variants,ALL,ALL_SUPPORT,number_quantity,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02735,l miyye,l miyye,miyye,general_word_bank,GW0234,variants,ALL,ALL_SUPPORT,number_quantity,ADD_L_ARTICLE,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02736,el miyye,el miyye,miyye,general_word_bank,GW0234,variants,ALL,ALL_SUPPORT,number_quantity,ADD_EL_ARTICLE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02737,meeyye,meeyye,miyye,general_word_bank,GW0234,variants,ALL,ALL_SUPPORT,number_quantity,I_TO_EE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02738,alf,alf,alf,general_word_bank,GW0235,variants,ALL,ALL_SUPPORT,number_quantity,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02739,t3attal,t3attal,t3attal,general_word_bank,GW0236,variants,ALL,ALL_SUPPORT,verb_general,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
ASF-02740,l t3attal,l t3attal,t3attal,general_word_bank,GW0236,variants,ALL,ALL_SUPPORT,verb_general,ADD_L_ARTICLE,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,V13_TRUSTED_GENERIC_EXPANSION_BEST_EFFORT_NATIVE_REVIEW_REQUIRED,2026-05-21T00:00:00Z
