word_id,arabic_script,english_gloss,romanized_canonical,variants,tier,category,allowed_uses,blocked_uses,dialect_region,confidence_level,false_friend_risk,usage_notes,source_reference,review_status,created_at
GW0072,خبر,told / informed,khabbar,khabbar;5abbar,T3_GENERIC_SUPPORT,verb_general,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0073,رد,answered,rad,rad;radd,T3_GENERIC_SUPPORT,verb_general,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0074,عمل,did / made,3emel,3emel;3amal,T3_GENERIC_SUPPORT,verb_general,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0075,صلّح,fixed / repaired,salla7,salla7,T3_GENERIC_SUPPORT,verb_general,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0076,وقع,fell,wa2a3,wa2a3,T3_GENERIC_SUPPORT,verb_general,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0077,بدّي,I want,bade,bade;baddi;bdi,T3_GENERIC_SUPPORT,modal_request,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0078,بدنا,we want,bedna,bedna;badna,T3_GENERIC_SUPPORT,modal_request,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0079,لازم,must / should,lazem,lazem,T3_GENERIC_SUPPORT,modal_request,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0080,ممكن,possible / can,mumkin,mumkin;momken,T3_GENERIC_SUPPORT,modal_request,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0081,فيك,can you,fik,fik;fiik,T3_GENERIC_SUPPORT,modal_request,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0082,خلّي,let / make,khalli,khalli;5alli,T3_GENERIC_SUPPORT,modal_request,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0083,ضروري,necessary,daroure,daroure;darouri,T3_GENERIC_SUPPORT,modal_request,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0084,كبير,big,kbir,kbir;kbire,T3_GENERIC_SUPPORT,adjective_general,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0085,صغير,small,zghir,zghir;sgir,T3_GENERIC_SUPPORT,adjective_general,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0086,كتير,very / a lot,ktir,ktir;kteer,T3_GENERIC_SUPPORT,adverb_quantity,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0087,شوي,a little,shway,shway;shwayye,T3_GENERIC_SUPPORT,adverb_quantity,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0088,كل,all / every,kell,kell;kel,T3_GENERIC_SUPPORT,adverb_quantity,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0089,منيح,good,mnee7,mnee7;mni7,T3_GENERIC_SUPPORT,adjective_general,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0090,قوي,strong,2awe,2awe;awe,T3_GENERIC_SUPPORT,adjective_general,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0091,خفيف,light / weak,5afif,5afif;khafif,T3_GENERIC_SUPPORT,adjective_general,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0092,غريب,strange,gharib,gharib,T3_GENERIC_SUPPORT,adjective_general,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0093,وسخ,dirty,wse5,wse5;wse5a,T3_GENERIC_SUPPORT,adjective_general,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0094,ناس,people,nass,nass;nas,T3_GENERIC_SUPPORT,people_word,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0095,أهالي,residents / families,2ahali,2ahali;ahali,T3_GENERIC_SUPPORT,people_word,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0096,ولاد,children,wled,wled;wlad,T3_GENERIC_SUPPORT,people_word,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0097,سكان,residents,saknin,saknin,T3_GENERIC_SUPPORT,people_word,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0098,جار / جيران,neighbor(s),jar,jar;jeeran,T3_GENERIC_SUPPORT,people_word,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0099,حدا,someone / anyone,7ada,7ada,T3_GENERIC_SUPPORT,people_word,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0100,مشكلة,problem,mashkle,mashkle;moshkle,T3_GENERIC_SUPPORT,complaint_discourse,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0101,شكوى,complaint,shikwe,shikwe,T3_GENERIC_SUPPORT,complaint_discourse,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0102,وضع,situation,wad3,wad3,T3_GENERIC_SUPPORT,complaint_discourse,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0103,حل,solution / fix,7all,7all,T3_GENERIC_SUPPORT,complaint_discourse,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0104,موضوع,matter / issue,mawdou3,mawdou3,T3_GENERIC_SUPPORT,complaint_discourse,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0105,مسؤولية,responsibility,mas2uliyye,mas2uliyye;mas2uliyyet,T3_GENERIC_SUPPORT,complaint_discourse,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0106,ما حدا رد,no one responded,ma 7ada rad,ma 7ada rad;ma 7ada radd,T3_GENERIC_SUPPORT,complaint_discourse,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0107,بأسرع وقت,as soon as possible,bi asra3 wa2et,bi asra3 wa2et,T3_GENERIC_SUPPORT,complaint_discourse,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0108,لو سمحت,please,law sama7et,law sama7et,T3_GENERIC_SUPPORT,politeness_filler,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0109,يعطيكم العافية,thank you / greeting,ya3tikon l 3afye,ya3tikon l 3afye,T3_GENERIC_SUPPORT,politeness_filler,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0110,عنجد,seriously,3anjad,3anjad;3an jad,T3_GENERIC_SUPPORT,politeness_filler,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0111,يا ريت,hopefully / please,ya reit,ya reit;yaret,T3_GENERIC_SUPPORT,politeness_filler,normalization_support;stopword_filtering;oov_precision;language_detection_features;stress_test_generation,routing_prediction;severity_decision;issue_type_decision,LB_GENERAL,HIGH,LOW,High-confidence general Lebanese/Levantine Arabizi support term; not an issue label.,reliability_layer_v1_export,PENDING_NATIVE_REVIEW,2026-05-18T16:08:17Z
GW0112,مولدة,private diesel generator,mowlide,mowlide;moulide;mouled;generatir,T4_VARIANT_LOOKUP,noun_infra_facility,context_enrichment|electricity_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Lebanese private diesel generator; households subscribe to building generator when grid fails,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0113,جنراتور,generator (loanword),generatir,generatir;generator;jinrator,T4_VARIANT_LOOKUP,noun_infra_facility,context_enrichment|electricity_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,English/French loanword for diesel generator; extremely common in Lebanese dialect,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0114,اشتراك,subscription (generator/services),ishtirake,ishtirake;ishtiraak;ishtrak,T3_GENERIC_SUPPORT,noun_civic_process,context_enrichment|evidence_support,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,"Generator subscription, also water/internet subscription; billing term",V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0115,محوّل,transformer,mohawal,mohawal;mouhawal;m7awwel,T4_VARIANT_LOOKUP,noun_infra_component,context_enrichment|electricity_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Electrical transformer; central node in generator and grid infrastructure,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0116,أمبير,ampere (subscription unit),ampeer,ampeer;amper;ampeir,T4_VARIANT_LOOKUP,noun_unit_measure,context_enrichment|electricity_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Ampere used as billing unit for generator subscriptions in Lebanon,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0117,كاتمان,power rationing schedule,katman,katman;kat man;kateman,T4_VARIANT_LOOKUP,noun_civic_process,context_enrichment|electricity_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,MEDIUM,FALSE,EDL/municipality power rationing schedule; defines hours of grid electricity,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0118,تيار,current / electricity flow,tayyar,tayyar;tayaar;tayer,T3_GENERIC_SUPPORT,noun_infra_facility,context_enrichment|electricity_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Can mean electric current or water current; context disambiguates,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0119,عدّاد,meter (electricity/water),3addad,3addad;3adad;addad,T4_VARIANT_LOOKUP,noun_infra_component,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Metering device; used for both electricity and water billing,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0120,سنترال,distribution board / switchboard,santral,santral;sentral;sentrel,T4_VARIANT_LOOKUP,noun_infra_component,context_enrichment|electricity_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,MEDIUM,FALSE,Electrical distribution board in a building; French loanword central,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0121,صهريج,water cistern / tanker,sehreej,sehreej;sahrej;sahrij;sehraj,T4_VARIANT_LOOKUP,noun_infra_facility,context_enrichment|water_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Underground water cistern or tanker truck; central to Lebanese water supply,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0122,تنكة,water tank / tanker truck,tanke,tanke;tanka;tankeh;tank,T4_VARIANT_LOOKUP,noun_infra_facility,context_enrichment|water_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Private water tanker truck delivery; ubiquitous in areas with unreliable piped water,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0123,مضخة,pump,mad5a,mad5a;madakha;mad5e,T4_VARIANT_LOOKUP,noun_infra_component,context_enrichment|water_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Water pump; also used in flooding/drainage contexts,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0124,خزّان,water storage tank,khazzen,khazzen;khazzan;khazzane,T4_VARIANT_LOOKUP,noun_infra_component,context_enrichment|water_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Roof-top or underground household water storage tank,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0125,بئر,well / water source,bir,bir;bi2r;biyar,T4_VARIANT_LOOKUP,noun_nature_infra,context_enrichment|water_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,MEDIUM,FALSE,Water well; rural areas use wells as primary water source,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0126,أنبوب,pipe / tube,anboub,anboub;anabib;anbob,T4_VARIANT_LOOKUP,noun_infra_component,context_enrichment|water_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Water/gas pipe; burst pipe is a common complaint context,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0127,صورة,photo / image,soura,soura;sora;swira,T3_GENERIC_SUPPORT,noun_evidence,context_enrichment|evidence_support,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Photo as evidence; often in complaints: fi soura (there is a photo),V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0128,فيديو,video,video,video;vidyo;vid,T3_GENERIC_SUPPORT,noun_evidence,context_enrichment|evidence_support,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Code-switch loanword; evidence of infrastructure issue,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0129,اتصلنا,we called,ittasalna,ittasalna;taslna;tsalna,T3_GENERIC_SUPPORT,verb_reporting,context_enrichment|reporting_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Complaint reporting verb; indicates prior contact attempt,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0130,بلّغنا,we reported / we informed,ballaghna,ballaghna;balaghna;bl3na,T3_GENERIC_SUPPORT,verb_reporting,context_enrichment|reporting_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Key reporting verb; used to show issue was already escalated,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0131,شكوى,formal complaint,shakwa,shakwa;shekwa;shaki,T4_VARIANT_LOOKUP,noun_civic_process,context_enrichment|reporting_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Formal complaint filing; indicates escalation context,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0132,صوّرنا,we photographed / we filmed,sawwarna,sawwarna;sawarna;sawwart,T3_GENERIC_SUPPORT,verb_evidence,context_enrichment|evidence_support,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Evidence collection verb; complaint includes media proof,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0133,شفنا,we saw / we witnessed,shufna,shufna;shofna;shuft,T3_GENERIC_SUPPORT,verb_evidence,context_enrichment|evidence_support,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,First-person witness verb; increases complaint credibility,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0134,كتبنا,we wrote / we messaged,katebna,katebna;katabna;ktebt,T3_GENERIC_SUPPORT,verb_reporting,context_enrichment|reporting_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Reporting verb; used to show written contact was made with municipality,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0135,بالحارة,in the neighbourhood,bi l 7ara,bi l 7ara;bel 7ara;bi 7ara,T3_GENERIC_SUPPORT,location_modifier,context_enrichment|location_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Neighbourhood-level location; very common in complaints,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0136,عند المفرق,at the junction,3and l mafrak,3and l mafrak;3end l mafrak;3and mafrak,T3_GENERIC_SUPPORT,location_modifier,context_enrichment|location_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Road junction location; important for ROADS issue localisation,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0137,على الجسر,on the bridge,3al jisr,3al jisr;3al jiser;3a l jisr,T3_GENERIC_SUPPORT,location_modifier,context_enrichment|location_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Bridge location; common structural risk point for roads,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0138,في الزقاق,in the alley,fi l za2a2,fi l za2a2;bi l za2a2;fi za2a2,T3_GENERIC_SUPPORT,location_modifier,context_enrichment|location_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Alley/side street location; common in dense urban areas,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0139,بالضيعة,in the village,bi l day3a,bi l day3a;bel day3a;bi day3a,T3_GENERIC_SUPPORT,location_modifier,context_enrichment|location_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Village location; distinguishes urban/rural complaint context,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0140,عند المدخل,at the entrance,3and l mad5al,3and l mad5al;3end l mad5al;3and mad5al,T3_GENERIC_SUPPORT,location_modifier,context_enrichment|location_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,"Building or area entrance; common location for dumped waste, flooding, etc.",V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0141,على الطريق العام,on the public road,3al tari2 l 3am,3al tari2 l 3am;3a tari2 l 3am;3al tari3 l 3am,T3_GENERIC_SUPPORT,location_modifier,context_enrichment|location_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,"Public road, as opposed to private access road; affects jurisdiction",V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0142,في الحي,in the district / in the area,fi l 7ay,fi l 7ay;bi l 7ay;fil 7ay,T3_GENERIC_SUPPORT,location_modifier,context_enrichment|location_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,District-level location; common in urban complaint context,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0143,وين,where,wein,wein;wen;win,T3_GENERIC_SUPPORT,question_word,context_enrichment|question_detection,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Where; question word indicating location inquiry or outrage,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0144,شو,what,shu,shu;sho;shou,T3_GENERIC_SUPPORT,question_word,context_enrichment|question_detection,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,What; very high frequency Lebanese question word,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0145,كيف,how,kif,kif;keef;kyf,T3_GENERIC_SUPPORT,question_word,context_enrichment|question_detection,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,How; used in outrage phrases (kif ydal hayke) and genuine questions,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0146,ليش,why,lesh,lesh;lish;laysh,T3_GENERIC_SUPPORT,question_word,context_enrichment|question_detection,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Why; often signals complaint frustration (lesh ma ji7da),V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
