issue_type,severity,canonical_key,variant,current_value,expected_or_note,source
orphan_sector_variant,LOW,SAFETY/armed_incident,fi 7ada 3endo sila7,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
orphan_sector_variant,LOW,SAFETY/armed_incident,itla2 nar bel 7ay,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
orphan_sector_variant,LOW,SAFETY/armed_incident,darbet nar bel share3,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
orphan_sector_variant,LOW,SAFETY/armed_incident,sme3na darbet nar,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
orphan_sector_variant,LOW,SAFETY/armed_incident,mas2ale amniye bel manti2a,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
orphan_sector_variant,LOW,SAFETY/injury,fi 7ada mjrou7,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
orphan_sector_variant,LOW,SAFETY/injury,7ada mjrou7 bel share3,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
orphan_sector_variant,LOW,SAFETY/injury,7ada w2e3 3al tari2,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
orphan_sector_variant,LOW,SAFETY/injury,7ada m2aze,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
orphan_sector_variant,LOW,SAFETY/injury,7ada b7aje la is3af,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
orphan_sector_variant,LOW,SAFETY/injury,7ada waje3 w bado is3af,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
orphan_sector_variant,LOW,SAFETY/suspicious,shi gharib 3am yseer,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
orphan_sector_variant,LOW,SAFETY/suspicious,fi 7ada mshbouh bel bnaye,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
orphan_sector_variant,LOW,SAFETY/suspicious,fi shi mshbouh 7add l bayt,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
orphan_sector_variant,LOW,SAFETY/suspicious,fi nes ghrab 3an l 7ay,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
orphan_sector_variant,LOW,SAFETY/suspicious,gharad gharib 3al tari2,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
orphan_sector_variant,LOW,SAFETY/suspicious,fi shi mshbouh,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
orphan_sector_variant,LOW,OTHER/unclassified,fi mashkle bi l 7ayye,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
orphan_sector_variant,LOW,OTHER/unclassified,bedna nshki 3an wad3,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
orphan_sector_variant,LOW,OTHER/unclassified,wad3 mish mni7,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
orphan_sector_variant,LOW,OTHER/unclassified,ma 3arefna min yji yi3mel shi,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
orphan_sector_variant,LOW,OTHER/unclassified,ma 3arefna meen mas2oul,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
orphan_sector_variant,LOW,OTHER/unclassified,7ada mish 3am yrud 3al moshkle,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
orphan_sector_variant,LOW,OTHER/unclassified,l moshkle men zamaan,not in term_metadata,Add term_metadata entry or remove from sector list,sectors_inline
pending_variants,MEDIUM,m7arrak,m7arrak,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,7eet,7eet,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
meaning_conflict,HIGH,zibele,zbele,vocab_arabic='زبالة',master_arabic='الزبالة'; review which is correct,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
variant_collision,HIGH,moulid,mawled,also maps to: moteret,Resolve which canonical owns this variant; remove from the others,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
meaning_conflict,HIGH,kahrabe,kahrabe,vocab_arabic='كهرباء',master_arabic='كهربا'; review which is correct,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
missing_arabic,MEDIUM,terji3,terji3,(empty),Add arabic_equivalent for semantic validation,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
missing_arabic,MEDIUM,masoul,masoul,(empty),Add arabic_equivalent for semantic validation,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
missing_arabic,MEDIUM,7aret,7aret,(empty),Add arabic_equivalent for semantic validation,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
missing_arabic,MEDIUM,3la,3la,(empty),Add arabic_equivalent for semantic validation,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
missing_arabic,MEDIUM,bala,bala,(empty),Add arabic_equivalent for semantic validation,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
no_scope,MEDIUM,ana_pronoun,ana_pronoun,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,ana_pronoun,ana_pronoun,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,bas_connector,bas_connector,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,bas_connector,bas_connector,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,eno_connector,eno_connector,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,eno_connector,eno_connector,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,hek_demonstrative,hek_demonstrative,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,hek_demonstrative,hek_demonstrative,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,hal_demonstrative,hal_demonstrative,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,hal_demonstrative,hal_demonstrative,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,hada_demonstrative,hada_demonstrative,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,hada_demonstrative,hada_demonstrative,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,chou_question,chou_question,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,chou_question,chou_question,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,kif_question,kif_question,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,kif_question,kif_question,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,eza_conditional,eza_conditional,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,eza_conditional,eza_conditional,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,chi_indefinite,chi_indefinite,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,chi_indefinite,chi_indefinite,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,ma3_preposition,ma3_preposition,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,ma3_preposition,ma3_preposition,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,hala2_temporal,hala2_temporal,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,hala2_temporal,hala2_temporal,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,ba2a_discourse,ba2a_discourse,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,ba2a_discourse,ba2a_discourse,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,jisr,jisr,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,jisr,jisr,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,3emara,3emara,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,3emara,3emara,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,mustashfa,mustashfa,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,mustashfa,mustashfa,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
variant_collision,HIGH,sayyara,siyara,also maps to: siyaret,Resolve which canonical owns this variant; remove from the others,unknown
no_scope,MEDIUM,sayyara,sayyara,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,sayyara,sayyara,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,azme,azme,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,azme,azme,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,fasad,fasad,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,fasad,fasad,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,dawle,dawle,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,dawle,dawle,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,2anoun,2anoun,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,2anoun,2anoun,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,7o2oq,7o2oq,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,7o2oq,7o2oq,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,7urriye,7urriye,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,7urriye,7urriye,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,wazara,wazara,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,wazara,wazara,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,mashroo3,mashroo3,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,mashroo3,mashroo3,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,7arb,7arb,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,7arb,7arb,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
variant_collision,HIGH,jaysh,jaysh,also maps to: 2owa amen,Resolve which canonical owns this variant; remove from the others,unknown
no_scope,MEDIUM,jaysh,jaysh,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,jaysh,jaysh,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,ma7kame,ma7kame,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,ma7kame,ma7kame,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,mzahara,mzahara,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,mzahara,mzahara,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,7adse,7adse,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,7adse,7adse,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
meaning_conflict,HIGH,7arr,7ar,vocab_arabic='حار',master_arabic='حر'; review which is correct,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
no_scope,MEDIUM,ossa,ossa,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,ossa,ossa,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,soura,soura,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,soura,soura,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,mafroud,mafroud,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,mafroud,mafroud,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,lyom,lyom,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,lyom,lyom,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,shughel,shughel,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,shughel,shughel,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,befham,befham,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,befham,befham,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,ba3rif,ba3rif,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,ba3rif,ba3rif,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,masari,masari,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,masari,masari,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,7obb,7obb,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,7obb,7obb,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,7ayat,7ayat,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,7ayat,7ayat,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,mdine,mdine,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,mdine,mdine,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,ta3a,ta3a,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,ta3a,ta3a,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,day3a,day3a,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,day3a,day3a,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,rotobe,rotobe,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,rotobe,rotobe,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,riye7,riye7,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,riye7,riye7,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,3aasfe,3aasfe,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,3aasfe,3aasfe,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,shamse,shamse,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,shamse,shamse,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,dabab,dabab,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,dabab,dabab,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,mfarre2,mfarre2,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,mfarre2,mfarre2,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,tawa2o3,tawa2o3,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,tawa2o3,tawa2o3,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,bab,bab,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,bab,bab,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,hatef,hatef,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,hatef,hatef,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,internet,internet,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,internet,internet,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,video,video,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,video,video,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
variant_collision,HIGH,masrif,masrif,also maps to: tasrif,Resolve which canonical owns this variant; remove from the others,unknown
meaning_conflict,HIGH,masrif,masraf,vocab_arabic='مصرف',master_arabic='بنك'; review which is correct,unknown
no_scope,MEDIUM,masrif,masrif,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,masrif,masrif,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
meaning_conflict,HIGH,2adim,2adime,vocab_arabic='قديم',master_arabic='قديمة'; review which is correct,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
no_scope,MEDIUM,bard,bard,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,bard,bard,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,talj,talj,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,talj,talj,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,traan,traan,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,traan,traan,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,kman,kman,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,kman,kman,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
meaning_conflict,HIGH,lissa,lessa,vocab_arabic='لسه',master_arabic='لسا'; review which is correct,unknown
no_scope,MEDIUM,lissa,lissa,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,lissa,lissa,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
meaning_conflict,HIGH,2al,2elna,vocab_arabic='قال',master_arabic='إلنا'; review which is correct,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
no_scope,MEDIUM,yom,yom,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,yom,yom,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,shuf,shuf,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,shuf,shuf,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
meaning_conflict,HIGH,bade,bado,vocab_arabic='بدي',master_arabic='بدو'; review which is correct,unknown
meaning_conflict,HIGH,bade,badna,vocab_arabic='بدي',master_arabic='بدنا'; review which is correct,unknown
no_scope,MEDIUM,bade,bade,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,bade,bade,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,btmtir,btmtir,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,btmtir,btmtir,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,shurta,shurta,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,shurta,shurta,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,taamir,taamir,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,taamir,taamir,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,moshkle,moshkle,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,moshkle,moshkle,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,lubnan,lubnan,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,lubnan,lubnan,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,nas,nas,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,nas,nas,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,madrase,madrase,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,madrase,madrase,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,mantiqa,mantiqa,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,mantiqa,mantiqa,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,lazim,lazim,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,lazim,lazim,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,m5atir,m5atir,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,m5atir,m5atir,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,ma_neg,ma_neg,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,ma_neg,ma_neg,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,ma_excl,ma_excl,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,ma_excl,ma_excl,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,el_article,el_article,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,el_article,el_article,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,ya_vocative,ya_vocative,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
