resolution_id,municipality_id,municipality_key,municipality_name_en,municipality_name_ar,district,governorate,electricity_entity_id,electricity_entity_name,edl_regional_center,fault_hotline,complaint_online,resolution_basis,confidence,source_ids,verification_status,retrieved_date,notes
EER-55893,55893,abilh,Abilh,ابلح,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-56118,56118,ain_kafarzabad,Ain Kafarzabad,عين كفرزبد,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-56010,56010,ali_al_nahri,Ali Al-Nahri,علي النهري,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-55749,55749,bar_elias,Bar Elias,بر الياس,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-55911,55911,bawarj,Bawarj,بوارج,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-56001,56001,taalabaya_chtaura,Chatura,شتوره,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-55965,55965,deir_al_ghazal,Deir Al-Ghazal,دير الغزال,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-56019,56019,ferzol,Ferzol,فرزل,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-55956,55956,hay_al_fikani,Hay Al-Fikani,حي الفيكاني,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-56127,56127,hazerta,Hazerta,حزرتا,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-55947,55947,hosh_moussa,Hosh Moussa,حوش موسى,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-56055,56055,kfarzabad,Kfarzabad,كفرزبد,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-55884,55884,maaloula_and_taanayel,Maaloula and Taanayel,معلقة وتعنايل,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-56064,56064,majdal_anjar,Majdal Anjar,مجدل عنجر,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-56082,56082,makse,Makse,مكسي,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-56109,56109,massa,Massa,ماسا,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-56073,56073,mrayjet,Mrayjet,مريجات,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-56136,56136,nasiriya,Nasiriya,ناصرية,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-56037,56037,qob_elias_wadi_el_dleim,Qob Elias - Wadi El-Dleim,قب الياس - وادي الدلم,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-56046,56046,qousaya,Qousaya,قوسايا,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-55983,55983,riak_housh_hala,Riak - Housh Hala,رياق-حوش حالا,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-55974,55974,riyat,Riyat,رعيت,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-55992,55992,saadnayel,Saadnayel,سعدنايل,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-55929,55929,taalabaya_chtaura,Talabayya,تعلبايا,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-55920,55920,trebil,Trebil,تربل,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-64560,64560,zahle,Zahlé,زحلة,Zahle,Beqaa,EDZ,Électricité du Zahle,,+961-8-823455; +961-8-804636; +961-8-803687,https://www.edz.com.lb/Services/File_a_Complaint,zahle_district_edz_concession,high,SRC-EDZ-ABOUT-FETCH,rule_based,2026-05-31,EDZ holds exclusive concession for Zahle district electricity distribution.
EER-50201,50201,ainab,Ainab,عيناب,Aalay,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-50021,50021,al_bneyeh,Al Bneyeh,البنية,Aalay,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-49949,49949,al_bsatin,Al Bsatin,البساتين,Aalay,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-50354,50354,al_mansouriya_ain_al_marj,Al Mansouriya Ain al Marj,المنصورية عين المرج,Aalay,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-50345,50345,al_mashrefah,Al Mashrefah,المشرفة,Aalay,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-49904,49904,batater,Batater,بتاتر,Aalay,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-50030,50030,baysour,Baysour,بيصور,Aalay,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-49940,49940,bdeghan,Bdeghan,بدغان,Aalay,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-49913,49913,bhamdoun_al_dayaa,Bhamdoun Al Dayaa,بحمدون الضيعة,Aalay,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-50129,50129,chanehye,Chanehye,شانيه,Aalay,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-50120,50120,charoun,Charoun,شارون,Aalay,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-50048,50048,dfoun,Dfoun,دفون,Aalay,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-50318,50318,kaifun,Kaifun,كيفون,Aalay,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-50309,50309,kfarmatta,Kfarmatta,كفرمتى,Aalay,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-50336,50336,majdlaya,Majdlaya,مجدلايا,Aalay,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-50084,50084,remhala,Remhala,رمحالا,Aalay,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-50165,50165,sofar,Sofar,صوفر,Aalay,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48470,48470,al_kalaa,Al Kalaa,القلعة,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48450,48450,al_karya,Al Karya,القرية,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48460,48460,al_kosiba,Al-Kosiba,القصيبة,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48510,48510,al_muraijeh_tahweta_al_ghadeer_al_lailka,Al-Muraijeh-Tahweta Al-Ghadeer-Al-Lailka,المريجة-تحويطة الغدير-الليلكة,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48380,48380,al_urbaniyah_al_dalibah,Al-Urbaniyah-Al-Dalibah,العربانية-الدليبة,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48360,48360,arayya,Arayya,عاريا,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48032,48032,arsoun,Arsoun,أرصون,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48113,48113,bmariam,Bmariam,بمريم,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48049,48049,btekhniyeh,Btekhniyeh,بتخنيه,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48059,48059,burj_al_barajneh,Burj al-Barajneh,برج البراجنة,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-64833,64833,bzebdine,Bzebdine,بزبدين,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-64850,64850,chiyah,Chiyah,الشياح,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48290,48290,deir_el_harf,Deir El Harf,دير الحرف,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48410,48410,furn_el_chebbak_ain_el_remmaneh_tahwitet_el_nahr,Furn El Chebbak - Ain El Remmaneh - Tahwitet El Nahr,فرن الشباك-عين الرمانة-تحويطة النهر,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48390,48390,ghobeiry,Ghobeiry,الغبيري,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48270,48270,hammana,Hammana,حمانا,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48153,48153,haret_hreik,Haret Hreik,حارة حريك,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48173,48173,hasbaya,Hasbaya,حاصبيا,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48163,48163,hazmieh,Hazmieh,الحازمية,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48683,48683,hilalia,Hilalia,الهلالية,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48133,48133,jewar_al_haouz,Jewar Al Haouz,جوار الحوز,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48143,48143,jouret_arsoun,Jouret Arsoun,جورة أرصون,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48480,48480,kfarselwan,Kfarselwan,كفرسلوان,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48280,48280,khuraibeh,Khuraibeh,الخريبة,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48420,48420,qabi,Qabi`,قبيع,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48440,48440,qornayel,Qornayel,قرنايل,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48430,48430,qortada,Qortada,قرطاضة,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48300,48300,ras_al_harf,Ras Al Harf,رأس الحرف,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48310,48310,ras_al_matn,Ras al-Matn,رأس المتن,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48320,48320,ruwayset_el_ballout,Ruwayset El Ballout,رويسة البلوط,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48330,48330,shabaniya,Shabaniya,الشبانية,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48340,48340,shuwit,Shuwit,شويت,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48123,48123,tarshish,Tarshish,ترشيش,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-48350,48350,salima,salima,صليما,Baabda,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-52107,52107,ahmouch,Ahmouch,اهمج,Byblos,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-52278,52278,ain_al_gowayba,Ain Al Gowayba,عين الغويبة,Byblos,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-52161,52161,al_aqoura,Al Aqoura,العاقورة,Byblos,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-52242,52242,al_mansaf,Al Mansaf,المنصف,Byblos,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-52170,52170,amshit,Amshit,عمشيت,Byblos,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-52188,52188,fatri,Fatri,فتري,Byblos,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-52152,52152,halat,Halat,حالات,Byblos,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-52143,52143,jaj,Jaj,جاج,Byblos,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-52089,52089,jbeil,Jbeil,جبيل,Byblos,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-52215,52215,lassa,Lassa,لاسا,Byblos,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-52251,52251,mifouk_al_qattara,Mifouk Al Qattara,ميفوق القطارة,Byblos,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-52260,52260,nahr_ibrahim,Nahr Ibrahim,نهر ابراهيم,Byblos,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-52206,52206,qartaba,Qartaba,قرطبا,Byblos,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-52134,52134,tartij,Tartij,ترتج,Byblos,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-51585,51585,aalman_and_mzaira_at_al_barghoutiyya,Aalman and Mzaira at Al-Barghoutiyya,علمان ومزرعة البرغوتية,El Chouf,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-51315,51315,ain_ouzain,Ain Ouzain,عين وزين,El Chouf,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-51324,51324,ain_qenye,Ain Qenye,عين قني,El Chouf,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
EER-51297,51297,ainab,Ainab,عينبال,El Chouf,Mount Lebanon,EDL,Électricité du Liban,EDL-MOUNT-LEBANON,1444,http://www.edl.gov.lb/,edl_geographic_concession,high,SRC-EDL-HOME-HTTP,rule_based,2026-05-31,
