global_row,source_file,line_number,uuid,split,style_type,audit_status,flag_count,flags,current_label,current_sector,current_issue,metadata_label,suggested_label,suggested_sector,suggested_issue,top_sector,top_sector_score,top_issue,top_issue_score,needs_human_review,confidence,is_municipal_complaint,source_arabizi,assistant_json,evidence_terms,matched_terms,notes
13129,cidarfix_v29_batch8_train_v14_enriched.jsonl,13129,d5c688b3-f9b5-4b85-9767-36ea8395c386,train,real_world,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,SAFETY/insufficient_info,SAFETY,insufficient_info,SAFETY/insufficient_info,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,,0,,0,True,low,True,sorry ya shabeb l kaleb wafe so hayda l wosikh habib l shartoute khanzir barre w ma fashar yel7a2o lal shekh bashir le2an l shekh bashir sar bl janne hayda l wate l shartoute lezim yen7ara2 bi nar jhannam,"{""confidence"": ""low"", ""evidence_terms"": [""nar""], ""is_municipal_complaint"": true, ""issue_type"": ""insufficient_info"", ""issues"": [{""issue_type"": ""insufficient_info"", ""label"": ""SAFETY/insufficient_info"", ""sector"": ""SAFETY""}], ""label"": ""SAFETY/insufficient_info"", ""needs_human_review"": true, ""sector"": ""SAFETY""}","[""nar""]",,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
13133,cidarfix_v29_batch8_train_v14_enriched.jsonl,13133,d5a66703-facb-47a8-be17-eee321a74816,train,real_world_hard_negative,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,OTHER/not_municipal,OTHER,not_municipal,OTHER/not_municipal,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,,0,,0,False,high,False,khara 3layki wehde majnoune 5alsa tedrabe,"{""confidence"": ""high"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""not_municipal"", ""issues"": [{""issue_type"": ""not_municipal"", ""label"": ""OTHER/not_municipal"", ""sector"": ""OTHER""}], ""label"": ""OTHER/not_municipal"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
13174,cidarfix_v29_batch8_train_v14_enriched.jsonl,13174,53fc6a2c-3fe4-438b-b99e-29e728b2695c,train,real_world_hard_negative,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,OTHER/not_municipal,OTHER,not_municipal,OTHER/not_municipal,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,SAFETY,6,SAFETY/street_dog_attack_risk,6,False,medium,False,sobatna faw2 rouskon ya kleb el zamen,"{""confidence"": ""medium"", ""evidence_terms"": [""kleb""], ""is_municipal_complaint"": false, ""issue_type"": ""not_municipal"", ""issues"": [{""issue_type"": ""not_municipal"", ""label"": ""OTHER/not_municipal"", ""sector"": ""OTHER""}], ""label"": ""OTHER/not_municipal"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""kleb""]",kleb,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
13179,cidarfix_v29_batch8_train_v14_enriched.jsonl,13179,7c3a5be0-dd89-4ec3-946a-c59893b713bc,train,real_world_hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,low,False,ya 3ayb choum 3ala hek balad wala de3anak ya lebnen bhek ro2asa w mas2oulin zbele badal ma yhasno fik chouf ekherta wl kher la adem,"{""confidence"": ""low"", ""evidence_terms"": [""zbele""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""zbele""]",,
13184,cidarfix_v29_batch8_train_v14_enriched.jsonl,13184,7527563a-1d23-4044-a57b-883fcb722d19,train,real_world_hard_negative,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,OTHER/not_municipal,OTHER,not_municipal,OTHER/not_municipal,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,SAFETY,6,SAFETY/street_dog_attack_risk,6,False,medium,False,ya hal mas2ouline l zbele allah ye5khedkoun bi kaffe ya kleb allah yente2em minkoune,"{""confidence"": ""medium"", ""evidence_terms"": [""kleb"", ""zbele""], ""is_municipal_complaint"": false, ""issue_type"": ""not_municipal"", ""issues"": [{""issue_type"": ""not_municipal"", ""label"": ""OTHER/not_municipal"", ""sector"": ""OTHER""}], ""label"": ""OTHER/not_municipal"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""kleb"", ""zbele""]",kleb,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
13240,cidarfix_v29_batch8_train_v14_enriched.jsonl,13240,a41eafb6-71e3-4df3-ad21-d875296838f1,train,real_world_hard_negative,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,OTHER/not_municipal,OTHER,not_municipal,OTHER/not_municipal,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,,0,,0,False,high,False,tayeb rou7 kol khara kol,"{""confidence"": ""high"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""not_municipal"", ""issues"": [{""issue_type"": ""not_municipal"", ""label"": ""OTHER/not_municipal"", ""sector"": ""OTHER""}], ""label"": ""OTHER/not_municipal"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
13255,cidarfix_v29_batch8_train_v14_enriched.jsonl,13255,e81df798-00a9-457c-8508-c817bf98ce7d,train,single,REVIEW,1,LABEL_NOT_IN_SCENARIO_INVENTORY,TELECOM/line_fault,TELECOM,line_fault,TELECOM/line_fault,,,,TELECOM,12,TELECOM/landline_dead,6,False,high,True,Lek ma fi dial tone 3al telephone men khamse iyem mne7tej 7al,"{""confidence"": ""high"", ""evidence_terms"": [""ma fi dial tone""], ""is_municipal_complaint"": true, ""issue_type"": ""line_fault"", ""issues"": [{""issue_type"": ""line_fault"", ""label"": ""TELECOM/line_fault"", ""sector"": ""TELECOM""}], ""label"": ""TELECOM/line_fault"", ""needs_human_review"": false, ""sector"": ""TELECOM""}","[""ma fi dial tone""]",telephone,
13305,cidarfix_v29_batch8_train_v14_enriched.jsonl,13305,038e05df-38b6-4375-95d9-937d497655f5,train,real_world_hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,high,False,houwe mech mas2oul w sar hek men wara dahro hahaha wala bida7ko,"{""confidence"": ""high"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,
13338,cidarfix_v29_batch8_train_v14_enriched.jsonl,13338,8b70523e-fd26-494f-afeb-e918a8ee6792,train,real_world,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,SAFETY/insufficient_info,SAFETY,insufficient_info,SAFETY/insufficient_info,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,,0,,0,True,low,True,tfou 3a naslak ya khanzir w nasel yali sawarak w sekit 3al mawdou3 iza dawltna ray7a coma rabna bi7esib b nar jhannam tfehh 3ala dinak shou ma ken,"{""confidence"": ""low"", ""evidence_terms"": [""nar""], ""is_municipal_complaint"": true, ""issue_type"": ""insufficient_info"", ""issues"": [{""issue_type"": ""insufficient_info"", ""label"": ""SAFETY/insufficient_info"", ""sector"": ""SAFETY""}], ""label"": ""SAFETY/insufficient_info"", ""needs_human_review"": true, ""sector"": ""SAFETY""}","[""nar""]",,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
13340,cidarfix_v29_batch8_train_v14_enriched.jsonl,13340,e79189b0-c321-440b-80a9-d1905547cd6b,train,real_world_hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,SAFETY,12,SAFETY/armed_incident,6,False,low,False,fouad bala falsafe ahsan w hki siyese ma hada talab ra2yak rl khass law ma sle7 hizballa ken lebnen aw me7tal aw mfawel men dawish el kofar el kleb,"{""confidence"": ""low"", ""evidence_terms"": [""kleb""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""kleb""]",kleb; sle7,
13430,cidarfix_v29_batch8_train_v14_enriched.jsonl,13430,f586ff07-c90b-4731-9f57-05dcee1016e4,train,real_world,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,WASTE/insufficient_info,WASTE,insufficient_info,WASTE/insufficient_info,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,,0,,0,True,low,True,khara 3laykun w3a da3ech w3alli katab metel el jradin law fikun rejjel ma bteketbo wbtekhtefo bas kelkun mlawtnin wjeyikun nhar ya wled el set mit kalb wktebo li badkun yeh el salib tej raskun,"{""confidence"": ""low"", ""evidence_terms"": [""jradin"", ""kalb""], ""is_municipal_complaint"": true, ""issue_type"": ""insufficient_info"", ""issues"": [{""issue_type"": ""insufficient_info"", ""label"": ""WASTE/insufficient_info"", ""sector"": ""WASTE""}], ""label"": ""WASTE/insufficient_info"", ""needs_human_review"": true, ""sector"": ""WASTE""}","[""jradin"", ""kalb""]",,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
13442,cidarfix_v29_batch8_train_v14_enriched.jsonl,13442,89051643-e710-4af1-9e74-e26d3407ba18,train,real_world_hard_negative,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,OTHER/not_municipal,OTHER,not_municipal,OTHER/not_municipal,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,,0,,0,False,high,False,kol 5ara wla flastini zaber,"{""confidence"": ""high"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""not_municipal"", ""issues"": [{""issue_type"": ""not_municipal"", ""label"": ""OTHER/not_municipal"", ""sector"": ""OTHER""}], ""label"": ""OTHER/not_municipal"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
13466,cidarfix_v29_batch8_train_v14_enriched.jsonl,13466,ea8c233f-32ca-450a-a517-371b2c76d6a4,train,real_world_hard_negative,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,OTHER/insufficient_info,OTHER,insufficient_info,OTHER/insufficient_info,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,,0,,0,True,low,False,ya iben el sharmota imak w ikhtak li tel3o ri7iton khara 3lek w 3a emak 3a ad ma fi zbele bhal balad ya zbele tfeh,"{""confidence"": ""low"", ""evidence_terms"": [""zbele""], ""is_municipal_complaint"": false, ""issue_type"": ""insufficient_info"", ""issues"": [{""issue_type"": ""insufficient_info"", ""label"": ""OTHER/insufficient_info"", ""sector"": ""OTHER""}], ""label"": ""OTHER/insufficient_info"", ""needs_human_review"": true, ""sector"": ""OTHER""}","[""zbele""]",,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
13474,cidarfix_v29_batch8_train_v14_enriched.jsonl,13474,6e605455-7ce0-96f3-c8bd-dce415e11ccb,train,hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,low,False,baddna n3ref meen l mas2oul abl l meeting mesh 3aref,"{""confidence"": ""low"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,
13498,cidarfix_v29_batch8_train_v14_enriched.jsonl,13498,c3226d75-6cd2-9db6-baca-edeef06d3730,train,hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,low,False,plz baddna n3ref meen l mas2oul hay mish shakwa please w 7ada yrd,"{""confidence"": ""low"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,
13510,cidarfix_v29_batch8_train_v14_enriched.jsonl,13510,c0a13c85-8aed-41bb-8415-d2f1e832b088,train,real_world_hard_negative,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,OTHER/insufficient_info,OTHER,insufficient_info,OTHER/insufficient_info,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,SAFETY,12,SAFETY/falling_facade_or_stones,6,True,low,False,ma tjib sirit bet gemayel law ma menoun ya bsayne knt hl2 m3al2 3al falastin 3al balcon 3ndkoun tfou 3lek,"{""confidence"": ""low"", ""evidence_terms"": [""bsayne""], ""is_municipal_complaint"": false, ""issue_type"": ""insufficient_info"", ""issues"": [{""issue_type"": ""insufficient_info"", ""label"": ""OTHER/insufficient_info"", ""sector"": ""OTHER""}], ""label"": ""OTHER/insufficient_info"", ""needs_human_review"": true, ""sector"": ""OTHER""}","[""bsayne""]",balcon,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
13515,cidarfix_v29_batch8_train_v14_enriched.jsonl,13515,023ab4d0-c235-43ae-bc40-cb0bbb42282c,train,real_world,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,WASTE/insufficient_info,WASTE,insufficient_info,WASTE/insufficient_info,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,SAFETY,6,SAFETY/street_dog_attack_risk,6,True,low,True,haydol rawafed sar lezmoun tksir ras la hatta ytbbou wysakrou tmon kl marra bi oulou 7 ayyar jarbou hal marra nshallah lka3deh wjbht nsra rah yftahou fikoun shaware3 wymsahou fikon l2ard ya kleb ya rawafed,"{""confidence"": ""low"", ""evidence_terms"": [""kleb""], ""is_municipal_complaint"": true, ""issue_type"": ""insufficient_info"", ""issues"": [{""issue_type"": ""insufficient_info"", ""label"": ""WASTE/insufficient_info"", ""sector"": ""WASTE""}], ""label"": ""WASTE/insufficient_info"", ""needs_human_review"": true, ""sector"": ""WASTE""}","[""kleb""]",kleb,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
13555,cidarfix_v29_batch8_train_v14_enriched.jsonl,13555,fcc34c77-2a20-4c99-8de4-0ca789e5b8c6,train,real_world_hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,low,False,bas wahad ye2ra el comments bye2raf el balad wel mas2oulin wel sha3b el zbele lli fi lel asaf,"{""confidence"": ""low"", ""evidence_terms"": [""zbele""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""zbele""]",,
13581,cidarfix_v29_batch8_train_v14_enriched.jsonl,13581,92c2575f-62cc-dc9f-b247-28d45f82c065,train,hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,low,False,ma32oul baddna n3ref meen l mas2oul hay mish shakwa just question ya3ne,"{""confidence"": ""low"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,
13599,cidarfix_v29_batch8_train_v14_enriched.jsonl,13599,da605201-b50d-435e-915e-132aacbbb80e,train,real_world_hard_negative,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,OTHER/not_municipal,OTHER,not_municipal,OTHER/not_municipal,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,,0,,0,False,medium,False,ya 7aydar ya kalb sakkir timak,"{""confidence"": ""medium"", ""evidence_terms"": [""kalb""], ""is_municipal_complaint"": false, ""issue_type"": ""not_municipal"", ""issues"": [{""issue_type"": ""not_municipal"", ""label"": ""OTHER/not_municipal"", ""sector"": ""OTHER""}], ""label"": ""OTHER/not_municipal"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""kalb""]",,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
13626,cidarfix_v29_batch8_train_v14_enriched.jsonl,13626,3c5e35fc-251b-4288-ab51-6680e7007d34,train,real_world,BLOCK,2,PROFANITY_IN_COMPLAINT|POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,low,False,2eza dawle fechle wel balad melyen zbele kif bado y koun l mecanik m5alas me kill chi be hal balad rachewe w ser2a w tonsib w 2araf w bet2oulo ma fi a7la men lebnen tfehhhhh,"{""confidence"": ""low"", ""evidence_terms"": [""zbele""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""zbele""]",,"bad/offensive language present — treat as tone/noise, not routing evidence"
13680,cidarfix_v29_batch8_train_v14_enriched.jsonl,13680,a251ba26-41f1-41f3-887c-3c07b2796d38,train,real_world_hard_negative,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,OTHER/not_municipal,OTHER,not_municipal,OTHER/not_municipal,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,SAFETY,6,SAFETY/street_dog_attack_risk,6,False,medium,False,ya sarahh haw l sl7 lal erhabye whaydr kella le3be menon jame3a erhabye end7shoo fihon ya kleb al haw ekhweton l7a2oblhon allah la ywaf2konnn ya hay2et l na7ess,"{""confidence"": ""medium"", ""evidence_terms"": [""kleb""], ""is_municipal_complaint"": false, ""issue_type"": ""not_municipal"", ""issues"": [{""issue_type"": ""not_municipal"", ""label"": ""OTHER/not_municipal"", ""sector"": ""OTHER""}], ""label"": ""OTHER/not_municipal"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""kleb""]",kleb,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
13690,cidarfix_v29_batch8_train_v14_enriched.jsonl,13690,0dd2a4eb-2f94-4ee0-8700-49a6ee7c36b0,train,single,REVIEW,1,LABEL_NOT_IN_SCENARIO_INVENTORY,TELECOM/service_unresponsive,TELECOM,service_unresponsive,TELECOM/service_unresponsive,,,,TELECOM,6,TELECOM/ogero_ticket_no_response,6,True,high,True,Ya jama3a ogero ma radd 3al ticket men t2riban sbou3 iza bitfaddalo,"{""confidence"": ""high"", ""evidence_terms"": [""ogero ma radd"", ""ticket""], ""is_municipal_complaint"": true, ""issue_type"": ""service_unresponsive"", ""issues"": [{""issue_type"": ""service_unresponsive"", ""label"": ""TELECOM/service_unresponsive"", ""sector"": ""TELECOM""}], ""label"": ""TELECOM/service_unresponsive"", ""needs_human_review"": true, ""sector"": ""TELECOM""}","[""ogero ma radd"", ""ticket""]",ticket,
13707,cidarfix_v29_batch8_train_v14_enriched.jsonl,13707,2fd35b09-f788-44b8-ae29-37086e400019,train,real_world_hard_negative,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,OTHER/insufficient_info,OTHER,insufficient_info,OTHER/insufficient_info,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,,0,,0,True,low,False,ya reyt ken fi kalb 3a l akid ken se3dou bas haw l nes l kenou badoun da3s b lsermeyi walaw ma hada arrabb tfouuuuu,"{""confidence"": ""low"", ""evidence_terms"": [""kalb""], ""is_municipal_complaint"": false, ""issue_type"": ""insufficient_info"", ""issues"": [{""issue_type"": ""insufficient_info"", ""label"": ""OTHER/insufficient_info"", ""sector"": ""OTHER""}], ""label"": ""OTHER/insufficient_info"", ""needs_human_review"": true, ""sector"": ""OTHER""}","[""kalb""]",,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
13723,cidarfix_v29_batch8_train_v14_enriched.jsonl,13723,2299df5e-df8e-4ee1-b3a2-6ad2fda3ebd9,train,real_world_hard_negative,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,OTHER/not_municipal,OTHER,not_municipal,OTHER/not_municipal,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,,0,,0,False,high,False,min wein toli3 hal khanzir hakko sirmeyeh 3atika,"{""confidence"": ""high"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""not_municipal"", ""issues"": [{""issue_type"": ""not_municipal"", ""label"": ""OTHER/not_municipal"", ""sector"": ""OTHER""}], ""label"": ""OTHER/not_municipal"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
13731,cidarfix_v29_batch8_train_v14_enriched.jsonl,13731,7e3c3855-b528-4123-b46d-d2c3d14cf81d,train,real_world,BLOCK,1,PRIVATE_LANGUAGE_IN_MUNICIPAL_ROW,WATER/insufficient_info,WATER,insufficient_info,WATER/insufficient_info,,,,,0,,0,True,low,True,wlk khalsouna ba2a saro kteer mstawtyen 7aytna wainak ya 7akem ma ttla3 wt2oul l3een bl 3een wl seen bl seen wlbade 2azlam wma yjarbo y5awfouna ne7na mana da3esh wala lnousra ne7na l2ouwet wtere5na byeshad wlhemeh mawjoudeh,"{""confidence"": ""low"", ""evidence_terms"": [""ttla3""], ""is_municipal_complaint"": true, ""issue_type"": ""insufficient_info"", ""issues"": [{""issue_type"": ""insufficient_info"", ""label"": ""WATER/insufficient_info"", ""sector"": ""WATER""}], ""label"": ""WATER/insufficient_info"", ""needs_human_review"": true, ""sector"": ""WATER""}","[""ttla3""]",,private/digital/billing language in municipal-labeled row
13789,cidarfix_v29_batch8_train_v14_enriched.jsonl,13789,954ff380-2589-4207-9e72-d7a588db3b66,train,single,REVIEW,1,LABEL_NOT_IN_SCENARIO_INVENTORY,TELECOM/infrastructure_damage,TELECOM,infrastructure_damage,TELECOM/infrastructure_damage,,,,,0,,0,True,high,True,Baddna nballigh: el box taba3 ogero 3amlo 7adan fiyye 3endna 3an jad,"{""confidence"": ""high"", ""evidence_terms"": [""ogero"", ""box""], ""is_municipal_complaint"": true, ""issue_type"": ""infrastructure_damage"", ""issues"": [{""issue_type"": ""infrastructure_damage"", ""label"": ""TELECOM/infrastructure_damage"", ""sector"": ""TELECOM""}], ""label"": ""TELECOM/infrastructure_damage"", ""needs_human_review"": true, ""sector"": ""TELECOM""}","[""ogero"", ""box""]",,
13826,cidarfix_v29_batch8_train_v14_enriched.jsonl,13826,274430b2-c118-4db1-b911-a75edc07dd3b,train,real_world,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,WASTE/insufficient_info,WASTE,insufficient_info,WASTE/insufficient_info,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,,0,,0,True,low,True,zbele w n2asamet 3a tnein naya w klink w mdre min tfehhh wein serna,"{""confidence"": ""low"", ""evidence_terms"": [""zbele""], ""is_municipal_complaint"": true, ""issue_type"": ""insufficient_info"", ""issues"": [{""issue_type"": ""insufficient_info"", ""label"": ""WASTE/insufficient_info"", ""sector"": ""WASTE""}], ""label"": ""WASTE/insufficient_info"", ""needs_human_review"": true, ""sector"": ""WASTE""}","[""zbele""]",,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
13844,cidarfix_v29_batch8_train_v14_enriched.jsonl,13844,c7106c85-bc32-4ee7-aaaf-73684038396c,train,real_world,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,WASTE/insufficient_info,WASTE,insufficient_info,WASTE/insufficient_info,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,,0,,0,True,low,True,jouzou ya shitan ya eben el 7aram enta mich muslim enta khanzir yhoude kalb metel al saoud,"{""confidence"": ""low"", ""evidence_terms"": [""kalb""], ""is_municipal_complaint"": true, ""issue_type"": ""insufficient_info"", ""issues"": [{""issue_type"": ""insufficient_info"", ""label"": ""WASTE/insufficient_info"", ""sector"": ""WASTE""}], ""label"": ""WASTE/insufficient_info"", ""needs_human_review"": true, ""sector"": ""WASTE""}","[""kalb""]",,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
13885,cidarfix_v29_batch8_train_v14_enriched.jsonl,13885,fc65a82a-6b0d-43cd-a551-a36ef2dd8c7f,train,single,REVIEW,1,LABEL_NOT_IN_SCENARIO_INVENTORY,TELECOM/connectivity_issue,TELECOM,connectivity_issue,TELECOM/connectivity_issue,,,,TELECOM,12,TELECOM/fiber_cut,6,False,high,True,Walla el fiber mesh shered bel mante2a men men sbou3 ma 7ada 3am yet7arrak,"{""confidence"": ""high"", ""evidence_terms"": [""fiber"", ""el fiber mesh shered""], ""is_municipal_complaint"": true, ""issue_type"": ""connectivity_issue"", ""issues"": [{""issue_type"": ""connectivity_issue"", ""label"": ""TELECOM/connectivity_issue"", ""sector"": ""TELECOM""}], ""label"": ""TELECOM/connectivity_issue"", ""needs_human_review"": false, ""sector"": ""TELECOM""}","[""fiber"", ""el fiber mesh shered""]",fiber,
13887,cidarfix_v29_batch8_train_v14_enriched.jsonl,13887,5f40bc28-7024-4ebd-bd62-710e1f63e4b6,train,real_world_hard_negative,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,OTHER/not_municipal,OTHER,not_municipal,OTHER/not_municipal,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,,0,,0,False,medium,False,2imak li bidi ta3miya lbonbon ya kalb joseph abi aad,"{""confidence"": ""medium"", ""evidence_terms"": [""kalb""], ""is_municipal_complaint"": false, ""issue_type"": ""not_municipal"", ""issues"": [{""issue_type"": ""not_municipal"", ""label"": ""OTHER/not_municipal"", ""sector"": ""OTHER""}], ""label"": ""OTHER/not_municipal"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""kalb""]",,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
