term_id,arabic_script,english_gloss,category,subcategory,token_type,canonical_arabizi,v8_safe_unique_variants_pipe,v8_context_only_variants_pipe,v8_all_operational_variants_pipe,v8_safe_unique_count,v8_context_only_count,v8_reliability_score,v8_trust_class,v8_operational_use,v8_direct_match_allowed_now,v8_normalization_allowed_now,v8_oov_suppression_allowed_now,v8_routing_allowed_now,v8_severity_allowed_now,v8_required_positive_context_pipe,v8_blocking_negative_context_pipe,v8_min_evidence_examples_before_promotion,v8_required_reviewer_count,v8_required_gates_pipe,v8_merge_target,v8_oov_action,v8_eval_required,v8_eval_bucket,source_basis,source_urls,review_status,reviewer_id,second_reviewer_required,must_not_auto_promote,lineage,v8_policy_note,created_at_utc
ARZ-V8-00089,شي,something/anything,pronoun,indefinite,single_word,shi,shi,,shi,1,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEBANESE_COMMON|LEVANTINE_ARABIC|PROJECT_POLICY,LEBANESE_COMMON;https://en.wikipedia.org/wiki/Levantine_Arabic;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00090,لنا,to us,pronoun,indirect_object,single_word,elna,lna,elna,lna|elna,1,1,0.65,C_CONTEXT_ONLY,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00091,لهم,to them,pronoun,indirect_object,single_word,elon,lon,elon,lon|elon,1,1,0.65,C_CONTEXT_ONLY,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00092,لها,to her,pronoun,indirect_object,single_word,la,,la|elha,la|elha,0,2,0.57,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00093,لك,to you,pronoun,indirect_object,single_word,lak,lak|lik,,lak|lik,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00094,لي,to me,pronoun,indirect_object,single_word,le,le|li,,le|li,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00095,لو,to him,pronoun,indirect_object,single_word,lo,lo|lou,,lo|lou,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00096,إلك,yours/to you,pronoun,object_possessive,single_word,elak,elak|elik|2elak|2elik,,elak|elik|2elak|2elik,4,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00097,إلي,mine/to me,pronoun,object_possessive,single_word,ele,ele|eli|2ele,illi,ele|eli|2ele|illi,3,1,0.65,C_CONTEXT_ONLY,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00098,إلها,hers/to her,pronoun,object_possessive,single_word,elha,ilha|2elha,elha,ilha|2elha|elha,2,1,0.65,C_CONTEXT_ONLY,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00099,إلكن,yours plural,pronoun,object_possessive,single_word,elkon,elkon|ilkon|2elkon,,elkon|ilkon|2elkon,3,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00100,إلنا,ours/to us,pronoun,object_possessive,single_word,elna,ilna|2elna,elna,ilna|2elna|elna,2,1,0.65,C_CONTEXT_ONLY,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00101,إلو,his/to him,pronoun,object_possessive,single_word,elo,elo|ilo|2elo,,elo|ilo|2elo,3,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00102,إلن,theirs/to them,pronoun,object_possessive,single_word,elon,ilon|2elon,elon,ilon|2elon|elon,2,1,0.65,C_CONTEXT_ONLY,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00103,غيري,someone else / other than me,pronoun,other,single_word,ghayre,ghayre|gheire,,ghayre|gheire,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00104,أنا,I/me,pronoun,personal,single_word,ana,ana|ene,,ana|ene,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEBANESE_COMMON|LEVANTINE_ARABIC|PROJECT_POLICY,LEBANESE_COMMON;https://en.wikipedia.org/wiki/Levantine_Arabic;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00105,إنت,you masc,pronoun,personal,single_word,enta,enta|inta,,enta|inta,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEBANESE_COMMON|LEVANTINE_ARABIC|PROJECT_POLICY,LEBANESE_COMMON;https://en.wikipedia.org/wiki/Levantine_Arabic;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00106,إنتي,you fem,pronoun,personal,single_word,ente,ente|inti,,ente|inti,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEBANESE_COMMON|LEVANTINE_ARABIC|PROJECT_POLICY,LEBANESE_COMMON;https://en.wikipedia.org/wiki/Levantine_Arabic;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00107,هنّي,they,pronoun,personal,single_word,henne,henne|hinne,,henne|hinne,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEBANESE_COMMON|LEVANTINE_ARABIC|PROJECT_POLICY,LEBANESE_COMMON;https://en.wikipedia.org/wiki/Levantine_Arabic;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00108,هي,she/it,pronoun,personal,single_word,hiyye,hiyye|hiye,,hiyye|hiye,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEBANESE_COMMON|LEVANTINE_ARABIC|PROJECT_POLICY,LEBANESE_COMMON;https://en.wikipedia.org/wiki/Levantine_Arabic;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00109,هو,he/it,pronoun,personal,single_word,huwwe,huwwe|huwe,,huwwe|huwe,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEBANESE_COMMON|LEVANTINE_ARABIC|PROJECT_POLICY,LEBANESE_COMMON;https://en.wikipedia.org/wiki/Levantine_Arabic;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00110,نحنا,we/us,pronoun,personal,single_word,ne7na,ne7na|nahna|n7na,,ne7na|nahna|n7na,3,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEBANESE_COMMON|LEVANTINE_ARABIC|PROJECT_POLICY,LEBANESE_COMMON;https://en.wikipedia.org/wiki/Levantine_Arabic;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00111,حالك,yourself,pronoun,reflexive,single_word,7alak,7alak|halak,,7alak|halak,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00112,حالي,myself,pronoun,reflexive,single_word,7ale,hali,7ale,hali|7ale,1,1,0.65,C_CONTEXT_ONLY,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00113,حالن,themselves,pronoun,reflexive,single_word,7alon,7alon|halon,,7alon|halon,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00114,ك,you suffix,pronoun,suffix,single_word,ak,ak|ik|ek,,ak|ik|ek,3,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00115,كن,you plural suffix,pronoun,suffix,single_word,kon,kon|kun,,kon|kun,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00116,نا,us suffix,pronoun,suffix,single_word,na,na,,na,1,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00117,ني,me suffix,pronoun,suffix,single_word,ne,ne|ni,,ne|ni,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00118,و,him/it suffix,pronoun,suffix,single_word,o,,ou,ou,0,1,0.57,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00119,ن,them suffix,pronoun,suffix,single_word,on,on|oun,,on|oun,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00120,تبعك,your/yours,possessive,belonging,single_word,tab3ak,tab3ak|taba3ak|tab3ik,,tab3ak|taba3ak|tab3ik,3,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00121,تبعي,my/mine,possessive,belonging,single_word,tab3e,tab3e|taba3e,,tab3e|taba3e,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00122,تبعنا,our/ours,possessive,belonging,single_word,tab3na,tab3na|taba3na,,tab3na|taba3na,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00123,تبعلن,their/theirs,possessive,belonging,single_word,tab3on,tab3on|taba3on,,tab3on|taba3on,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00124,عندا,she has/at hers,possessive,possession,single_word,3anda,3anda,,3anda,1,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEBANESE_COMMON|LEVANTINE_ARABIC|PROJECT_POLICY,LEBANESE_COMMON;https://en.wikipedia.org/wiki/Levantine_Arabic;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
