term_id,arabic_script,english_gloss,category,subcategory,token_type,canonical_arabizi,v10_safe_unique_variants_pipe,v10_reliable_alt_review_variants_pipe,v10_context_only_variants_pipe,v10_operational_variants_pipe,v10_component_tokens_pipe,v10_safe_unique_count,v10_reliable_alt_count,v10_context_only_count,v10_total_variant_count,v10_trust_class,v10_reliability_score,v10_merge_target,v10_eval_bucket,v10_required_gates_pipe,v10_required_reviewer_count,v10_min_examples_before_promotion,v10_direct_use_now,v10_normalization_now,v10_oov_suppression_now,v10_routing_now,v10_severity_now,source_basis,source_urls,review_status,reviewer_id,must_not_auto_promote,lineage,notes,v10_policy,created_at_utc,v10_primary_variants_pipe,v10_reliable_alt_variants_pipe,v10_all_variants_pipe
ARZ-V10-00646,طالع,coming up/out,status_word,position,single_word,tale3,tali3,,tale3,tali3|tale3,,1,0,1,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEBANESE_COMMON|PROJECT_POLICY,LEBANESE_COMMON;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,tali3,tale3,tali3|tale3
ARZ-V10-00647,واقف,standing/stuck,status_word,position,single_word,we2ef,we2ef,,wa2ef,we2ef|wa2ef,,1,0,1,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEBANESE_COMMON|PROJECT_POLICY,LEBANESE_COMMON;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,we2ef,wa2ef,we2ef|wa2ef
ARZ-V10-00648,مائل,leaning,status_word,risk,single_word,meyil,meyil,,,meyil,,1,0,0,1,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEBANESE_COMMON|PROJECT_POLICY,LEBANESE_COMMON;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,meyil,,meyil
ARZ-V10-00649,مهدّد,threatened/at risk,status_word,risk,single_word,mhadded,,,mhadded,mhadded,,0,0,1,1,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEBANESE_COMMON|PROJECT_POLICY,LEBANESE_COMMON;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,mhadded,mhadded,mhadded
ARZ-V10-00650,مخيف,scary,status_word,risk,single_word,mkhif,,,mkhif|m5if,mkhif|m5if,,0,0,2,2,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 high-confidence individual term addition.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,mkhif,mkhif|m5if,mkhif|m5if
ARZ-V10-00651,قاطع,closed/blocked/breaker,status_word,state,single_word,2ate3,,,2ate3,2ate3,,0,0,1,1,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,2ate3,2ate3,2ate3
ARZ-V10-00652,ضارب,faulty/burned out,status_word,state,single_word,dareb,dareb,,,dareb,,1,0,0,1,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,dareb,,dareb
ARZ-V10-00653,مقطوعة,cut/off feminine,status_word,state,single_word,ma2tou3a,,,ma2tou3a,ma2tou3a,,0,0,1,1,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,ma2tou3a,ma2tou3a,ma2tou3a
ARZ-V10-00654,محروق,burned,status_word,state,single_word,ma7rou2,,,ma7rou2,ma7rou2,,0,0,1,1,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,ma7rou2,ma7rou2,ma7rou2
ARZ-V10-00655,مفقود,missing,status_word,state,single_word,maf2oud,maf2oud,,,maf2oud,,1,0,0,1,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,maf2oud,,maf2oud
ARZ-V10-00656,مفصول,disconnected,status_word,state,single_word,mafsoul,,,mafsoul,mafsoul,,0,0,1,1,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,mafsoul,mafsoul,mafsoul
ARZ-V10-00657,مشبوك,connected,status_word,state,single_word,mashbouk,,,mashbouk,mashbouk,,0,0,1,1,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,mashbouk,mashbouk,mashbouk
ARZ-V10-00658,موجود,present/exists,status_word,state,single_word,mawjoud,mawjoud,,,mawjoud,,1,0,0,1,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,mawjoud,,mawjoud
ARZ-V10-00659,موجودة,present feminine,status_word,state,single_word,mawjoude,mawjoude,,,mawjoude,,1,0,0,1,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,mawjoude,,mawjoude
ARZ-V10-00660,ناقص,missing/less,status_word,state,single_word,ne2is,ne2is|na2es,,,ne2is|na2es,,2,0,0,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,ne2is|na2es,,ne2is|na2es
ARZ-V10-00661,طافي,off,status_word,state,single_word,tefi,,,tefi,tefi,,0,0,1,1,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,tefi,tefi,tefi
ARZ-V10-00662,عالي,high/loud,status_word,state_or_quality,single_word,3ale,3ale|3ali,,,3ale|3ali,,2,0,0,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,3ale|3ali,,3ale|3ali
ARZ-V10-00663,عكر,murky,status_word,state_or_quality,single_word,3eker,3eker|3akir,,,3eker|3akir,,2,0,0,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,3eker|3akir,,3eker|3akir
ARZ-V10-00664,حرج,critical,status_word,state_or_quality,single_word,7arej,,,7arej|harij,7arej|harij,,0,0,2,2,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,7arej,7arej|harij,7arej|harij
ARZ-V10-00665,بارد,cold,status_word,state_or_quality,single_word,bered,bered|barid,,,bered|barid,,2,0,0,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,bered|barid,,bered|barid
ARZ-V10-00666,غامق,dark-colored,status_word,state_or_quality,single_word,ghami2,ghami2|ghame2,,,ghami2|ghame2,,2,0,0,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,ghami2|ghame2,,ghami2|ghame2
ARZ-V10-00667,خانق,suffocating,status_word,state_or_quality,single_word,khani2,,,khani2|5ani2,khani2|5ani2,,0,0,2,2,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,khani2,khani2|5ani2,khani2|5ani2
ARZ-V10-00668,محروق,burned,status_word,state_or_quality,single_word,ma7rou2,mahrou2|ma7ro2,mahro2,ma7rou2,mahrou2|ma7ro2|mahro2|ma7rou2,,2,1,1,4,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,mahrou2|ma7ro2,mahro2|ma7rou2,mahrou2|ma7ro2|mahro2|ma7rou2
ARZ-V10-00669,مبلول,wet,status_word,state_or_quality,single_word,mabloul,mablol,,mabloul,mablol|mabloul,,1,0,1,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,mablol,mabloul,mablol|mabloul
ARZ-V10-00670,مفصول,disconnected,status_word,state_or_quality,single_word,mafsoul,mafsol,,mafsoul,mafsol|mafsoul,,1,0,1,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,mafsol,mafsoul,mafsol|mafsoul
ARZ-V10-00671,مخلوط,mixed,status_word,state_or_quality,single_word,makhlout,makhlout|ma5lout,makhlot|ma5lot,,makhlout|ma5lout|makhlot|ma5lot,,2,2,0,4,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,makhlout|ma5lout,makhlot|ma5lot,makhlout|ma5lout|makhlot|ma5lot
ARZ-V10-00672,مشبوك,connected,status_word,state_or_quality,single_word,mashbouk,mashbok,,mashbouk,mashbok|mashbouk,,1,0,1,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,mashbok,mashbouk,mashbok|mashbouk
ARZ-V10-00673,مشدود,tight,status_word,state_or_quality,single_word,mashdoud,mashdod,,mashdoud,mashdod|mashdoud,,1,0,1,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,mashdod,mashdoud,mashdod|mashdoud
ARZ-V10-00674,مطفي,off/extinguished,status_word,state_or_quality,single_word,matfe,matfe|matfi,,,matfe|matfi,,2,0,0,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,matfe|matfi,,matfe|matfi
ARZ-V10-00675,مالح,salty,status_word,state_or_quality,single_word,mele7,mele7|maleh,,,mele7|maleh,,2,0,0,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,mele7|maleh,,mele7|maleh
ARZ-V10-00676,مرخي,loose,status_word,state_or_quality,single_word,mer5e,,,mer5e|merkhe,mer5e|merkhe,,0,0,2,2,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,mer5e,mer5e|merkhe,mer5e|merkhe
ARZ-V10-00677,متحرك,moving,status_word,state_or_quality,single_word,mit7arrik,mit7arrik|met7arrik,,,mit7arrik|met7arrik,,2,0,0,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,mit7arrik|met7arrik,,mit7arrik|met7arrik
ARZ-V10-00678,مولّع,on/fire/lit,status_word,state_or_quality,single_word,mwalla3,mwalla3|mwall3,,,mwalla3|mwall3,,2,0,0,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,mwalla3|mwall3,,mwalla3|mwall3
ARZ-V10-00679,مزعج,annoying,status_word,state_or_quality,single_word,mze3ij,mza3ej,,mze3ij,mza3ej|mze3ij,,1,0,1,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,mza3ej,mze3ij,mza3ej|mze3ij
