term_id,arabic_script,english_gloss,category,subcategory,token_type,canonical_arabizi,v9_entry_granularity,v9_standalone_individual_term,v9_component_tokens_pipe,v9_safe_individual_variants_pipe,v9_context_or_phrase_variants_pipe,v9_operational_variants_pipe,v9_operational_variant_count,v9_positive_context_pipe,v9_negative_context_pipe,v9_merge_target,v9_eval_bucket,v9_required_reviewer_count,v9_min_examples_before_promotion,v9_native_review_required,v9_second_review_required,v9_direct_use_now,v9_core_promotion_now,v9_notes,v8_safe_unique_variants_pipe,v8_context_only_variants_pipe,v8_all_operational_variants_pipe,v8_safe_unique_count,v8_context_only_count,v8_reliability_score,v8_trust_class,v8_operational_use,v8_direct_match_allowed_now,v8_normalization_allowed_now,v8_oov_suppression_allowed_now,v8_routing_allowed_now,v8_severity_allowed_now,v8_required_positive_context_pipe,v8_blocking_negative_context_pipe,v8_min_evidence_examples_before_promotion,v8_required_reviewer_count,v8_required_gates_pipe,v8_merge_target,v8_oov_action,v8_eval_required,v8_eval_bucket,source_basis,source_urls,review_status,reviewer_id,second_reviewer_required,must_not_auto_promote,lineage,v8_policy_note,created_at_utc
ARZ-V9-00080,زبالة مكبوبة,dumped garbage,protected_combo,waste_phrase,protected_phrase,zbele makboube,protected_phrase,FALSE,zbele|makboube|makbube|makbobe,,zbele makboube|zbele makbube|zbele makbobe,zbele makboube|zbele makbube|zbele makbobe,3,exact_phrase_or_semantic_equivalent,split_without_context,arabizi_protected_combos,phrase_context_eval,2,2,TRUE,TRUE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,,zbele makboube|zbele makbube|zbele makbobe,zbele makboube|zbele makbube|zbele makbobe,0,3,0.75,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,exact_phrase_or_semantic_equivalent,split_only_without_context,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_protected_combos,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00081,ضغط ضعيف,low pressure,protected_combo,water_phrase,protected_phrase,daghet d3if,protected_phrase,FALSE,daghet|d3if|daght|da3if,,daghet d3if|daght da3if,daghet d3if|daght da3if,2,exact_phrase_or_semantic_equivalent,split_without_context,arabizi_protected_combos,phrase_context_eval,2,2,TRUE,TRUE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,,daghet d3if|daght da3if,daghet d3if|daght da3if,0,2,0.75,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,exact_phrase_or_semantic_equivalent,split_only_without_context,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_protected_combos,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00082,مي قاطعة,water cut,protected_combo,water_phrase,protected_phrase,may 2at3a,protected_phrase,FALSE,may|2at3a|at3a,,may 2at3a|may at3a,may 2at3a|may at3a,2,exact_phrase_or_semantic_equivalent,split_without_context,arabizi_protected_combos,phrase_context_eval,2,2,TRUE,TRUE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,,may 2at3a|may at3a,may 2at3a|may at3a,0,2,0.75,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,exact_phrase_or_semantic_equivalent,split_only_without_context,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_protected_combos,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00083,بعد الشتي,after rain,protected_combo,weather_trigger,single_word,ba3d l shate,protected_phrase,FALSE,ba3d|l|shate,,ba3d l shate,ba3d l shate,1,exact_phrase_or_semantic_equivalent,split_without_context,arabizi_protected_combos,phrase_context_eval,2,2,TRUE,TRUE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,,ba3d l shate,ba3d l shate,0,1,0.86,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,exact_phrase_or_semantic_equivalent,split_only_without_context,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_protected_combos,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,v8_high_confidence_addition,Added in v8 with production permissions locked false until gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00084,كل ما تشتي,whenever it rains,protected_combo,weather_trigger,single_word,kel ma teshte,protected_phrase,FALSE,kel|ma|teshte|kell,,kel ma teshte|kell ma teshte,kel ma teshte|kell ma teshte,2,exact_phrase_or_semantic_equivalent,split_without_context,arabizi_protected_combos,phrase_context_eval,2,2,TRUE,TRUE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,,kel ma teshte|kell ma teshte,kel ma teshte|kell ma teshte,0,2,0.86,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,exact_phrase_or_semantic_equivalent,split_only_without_context,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_protected_combos,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,v8_high_confidence_addition,Added in v8 with production permissions locked false until gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00085,وقت الشتي,during rain,protected_combo,weather_trigger,single_word,wa2et l shate,protected_phrase,FALSE,wa2et|l|shate,,wa2et l shate,wa2et l shate,1,exact_phrase_or_semantic_equivalent,split_without_context,arabizi_protected_combos,phrase_context_eval,2,2,TRUE,TRUE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,,wa2et l shate,wa2et l shate,0,1,0.86,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,exact_phrase_or_semantic_equivalent,split_only_without_context,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_protected_combos,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,v8_high_confidence_addition,Added in v8 with production permissions locked false until gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00086,كلنا,all of us,pronoun,group,single_word,kelna,individual_term,TRUE,,kelna|kellna,,kelna|kellna,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,kelna|kellna,,kelna|kellna,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00087,كلن,all of them,pronoun,group,single_word,kelon,individual_term,TRUE,,kelon|kellon,,kelon|kellon,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,kelon|kellon,,kelon|kellon,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00088,حدا,someone/anyone,pronoun,indefinite,single_word,7ada,individual_term,TRUE,,7ada,,7ada,1,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,7ada,,7ada,1,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEBANESE_COMMON|LEVANTINE_ARABIC|PROJECT_POLICY,LEBANESE_COMMON;https://en.wikipedia.org/wiki/Levantine_Arabic;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00089,شي,something/anything,pronoun,indefinite,single_word,shi,individual_term,TRUE,,shi,,shi,1,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,shi,,shi,1,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEBANESE_COMMON|LEVANTINE_ARABIC|PROJECT_POLICY,LEBANESE_COMMON;https://en.wikipedia.org/wiki/Levantine_Arabic;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00090,لنا,to us,pronoun,indirect_object,single_word,elna,individual_term,TRUE,,lna,elna,lna|elna,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,2,2,TRUE,TRUE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,lna,elna,lna|elna,1,1,0.65,C_CONTEXT_ONLY,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00091,لهم,to them,pronoun,indirect_object,single_word,elon,individual_term,TRUE,,lon,elon,lon|elon,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,2,2,TRUE,TRUE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,lon,elon,lon|elon,1,1,0.65,C_CONTEXT_ONLY,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00092,لها,to her,pronoun,indirect_object,single_word,la,individual_term,TRUE,,,la|elha,la|elha,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,2,2,TRUE,TRUE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,,la|elha,la|elha,0,2,0.57,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00093,لك,to you,pronoun,indirect_object,single_word,lak,individual_term,TRUE,,lak|lik,,lak|lik,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,lak|lik,,lak|lik,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00094,لي,to me,pronoun,indirect_object,single_word,le,individual_term,TRUE,,le|li,,le|li,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,le|li,,le|li,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00095,لو,to him,pronoun,indirect_object,single_word,lo,individual_term,TRUE,,lo|lou,,lo|lou,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,lo|lou,,lo|lou,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00096,إلك,yours/to you,pronoun,object_possessive,single_word,elak,individual_term,TRUE,,elak|elik|2elak|2elik,,elak|elik|2elak|2elik,4,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,elak|elik|2elak|2elik,,elak|elik|2elak|2elik,4,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00097,إلي,mine/to me,pronoun,object_possessive,single_word,ele,individual_term,TRUE,,ele|eli|2ele,illi,ele|eli|2ele|illi,4,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,2,2,TRUE,TRUE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,ele|eli|2ele,illi,ele|eli|2ele|illi,3,1,0.65,C_CONTEXT_ONLY,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00098,إلها,hers/to her,pronoun,object_possessive,single_word,elha,individual_term,TRUE,,ilha|2elha,elha,ilha|2elha|elha,3,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,2,2,TRUE,TRUE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,ilha|2elha,elha,ilha|2elha|elha,2,1,0.65,C_CONTEXT_ONLY,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00099,إلكن,yours plural,pronoun,object_possessive,single_word,elkon,individual_term,TRUE,,elkon|ilkon|2elkon,,elkon|ilkon|2elkon,3,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,elkon|ilkon|2elkon,,elkon|ilkon|2elkon,3,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00100,إلنا,ours/to us,pronoun,object_possessive,single_word,elna,individual_term,TRUE,,ilna|2elna,elna,ilna|2elna|elna,3,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,2,2,TRUE,TRUE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,ilna|2elna,elna,ilna|2elna|elna,2,1,0.65,C_CONTEXT_ONLY,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00101,إلو,his/to him,pronoun,object_possessive,single_word,elo,individual_term,TRUE,,elo|ilo|2elo,,elo|ilo|2elo,3,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,elo|ilo|2elo,,elo|ilo|2elo,3,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00102,إلن,theirs/to them,pronoun,object_possessive,single_word,elon,individual_term,TRUE,,ilon|2elon,elon,ilon|2elon|elon,3,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,2,2,TRUE,TRUE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,ilon|2elon,elon,ilon|2elon|elon,2,1,0.65,C_CONTEXT_ONLY,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00103,غيري,someone else / other than me,pronoun,other,single_word,ghayre,individual_term,TRUE,,ghayre|gheire,,ghayre|gheire,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,ghayre|gheire,,ghayre|gheire,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00104,أنا,I/me,pronoun,personal,single_word,ana,individual_term,TRUE,,ana|ene,,ana|ene,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,ana|ene,,ana|ene,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,general_sentence_context,used_as_issue_label,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEBANESE_COMMON|LEVANTINE_ARABIC|PROJECT_POLICY,LEBANESE_COMMON;https://en.wikipedia.org/wiki/Levantine_Arabic;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
