"report_id","cluster_id","language","raw_text","normalized_text","normalization_applied","district_code","lat","lon","sector","issue_type","severity","route_entity","priority_label","priority_reason","hitl_required","public_safety","image_label","image_consistent","duplicate_role","hard_negative_for_cluster_id","created_at_offset_minutes","labeler_id","reviewer_id","review_status","notes"
"RPT-B001-049","CLU-B001-012","arabizi","hofra kbire w 3ameqe 3al tari2 bi wust beirut 7add l saray l kbir, kasaret tire seyyara w ma fi isharet ta7dir","حفرة كبيرة وعميقة على الطريق في وسط بيروت عند السراي الكبير، كسرت تاير سيارة وما في إشارة تحذير","true","BEI_DOWNTOWN","33.889250","35.503050","ROADS","POTHOLE","HIGH","MUN","2","HIGH deep-pothole cluster with vehicle-damage evidence","false","false","NONE","N/A","DUPLICATE","","100","TEAM-01","CODEX-A2","APPROVED","A2 technical review: high-severity pothole with vehicle-damage evidence approved; kasaret remains OOV watchlist"
"RPT-B001-050","","en","Manhole cover missing on a narrow side street off Martyrs Square in downtown Beirut. Very dangerous especially after dark.","Manhole cover missing on a narrow side street off Martyrs Square in downtown Beirut. Very dangerous especially after dark.","false","BEI_DOWNTOWN","33.890000","35.503500","ROADS","MISSING_MANHOLE","HIGH","MUN","2","HIGH missing-manhole hard negative for pothole cluster","false","false","NONE","N/A","NOISE","CLU-B001-012","0","TEAM-01","UNASSIGNED","PENDING_SECOND_REVIEW","Hard negative for CLU-B001-012; same area but different issue type (missing manhole vs pothole)"
"RPT-B001-051","CLU-B001-003","mixed","bi share3 armenia bi borj 7ammoud, fi transformateur mcharrak w silk kahraba mekshouf 3al ard. 5atar kbir 3al nass","bi share3 armenia bi borj 7ammoud, fi transformateur mcharrak w silk kahraba mekshouf 3al ard. 5atar kbir 3al nass","false","BEI_BOURJHAMMOUD","33.896100","35.550500","ELECTRICITY","EXPOSED_WIRE","CRITICAL","EDL","1","CRITICAL exposed-wire cluster; electricity sector forces HITL","true","true","NONE","N/A","DUPLICATE","","95","TEAM-01","CODEX-A2","APPROVED","A2 technical review: mixed row approved under current raw-preserved mixed normalization contract; transformateur tracked separately as TRANSFORMER_FAULT OOV token"
"RPT-B001-052","CLU-B001-002","mixed","men 3 iyem may 2ata3et bi l ashrafieh, Beirut Water Authority w BMLWE ma 3am trud, la situation est critique","men 3 iyem may 2ata3et bi l ashrafieh, Beirut Water Authority w BMLWE ma 3am trud, la situation est critique","false","BEI_ACHRAFIEH","33.889900","35.508700","WATER","WATER_CUT","HIGH","BMLWE","2","HIGH water-cut cluster; priority propagated to RELATED low-pressure report","false","false","NONE","N/A","DUPLICATE","","180","TEAM-01","CODEX-A2","APPROVED","A2 technical review: mixed row approved under current raw-preserved mixed normalization contract; water-cut/BMLWE route approved"
RPT-B001-053,CLU-B001-013,arabizi,fi 7ariki bi l bine w nnar 3am tit3ala bi share3 hamra,في حريقة بالبناية والنار عم تعلى بشارع الحمرا,true,BEI_HAMRA,33.8970,35.4851,SAFETY,FIRE,CRITICAL,CD,1,CRITICAL fire; nnar+7ariki HIGH_RISK_HINTS force HITL; public safety mandatory,true,true,NONE,N/A,ORIGINAL,,0,TEAM-01,CODEX-A2,APPROVED,Arabizi ORIGINAL fire report; nnar+7ariki HIGH_RISK_HINTS; stress-lab STRESS-SAFETY-FIRE clean variant
RPT-B001-054,CLU-B001-013,arabizi,5tr 5tr 7ariki w nnar bi bine 3al ma3rad,"خطر خطر، حريقة ونار ببناية على شارع المعرض",true,BEI_HAMRA,33.8973,35.4855,SAFETY,FIRE,CRITICAL,CD,1,CRITICAL fire duplicate; 5tr panic prefix forces HITL,true,true,NONE,N/A,DUPLICATE,,15,TEAM-01,CODEX-A2,APPROVED,Arabizi panic-shorthand duplicate; 5tr repeated + nnar; stress-lab safety_fire_panic variant
RPT-B001-055,CLU-B001-013,mixed,"situation critique, 7ariki bi l bine 3al hamra, danger imminent","situation critique, 7ariki bi l bine 3al hamra, danger imminent",false,BEI_HAMRA,33.8968,35.4848,SAFETY,FIRE,CRITICAL,CD,1,CRITICAL fire duplicate; French danger framing + Arabizi 7ariki token,true,true,NONE,N/A,DUPLICATE,,30,TEAM-01,CODEX-A2,APPROVED,Mixed French+Arabizi fire duplicate; stress-lab safety_fire_fr_mix variant
RPT-B001-056,,arabizi,ghaz 3am yinba3et men l share3 w 2awiye ktir bi raouche,غاز عم ينبعث من الشارع وقوي كتير بالروشة,true,BEI_RAOUCHE,33.8948,35.4735,SAFETY,GAS_LEAK,HIGH,CD,2,HIGH gas-leak hard negative for SAFETY/FIRE cluster; same sector different issue,true,true,NONE,N/A,NOISE,CLU-B001-013,0,TEAM-01,CODEX-A2,APPROVED,Arabizi GAS_LEAK hard negative for fire cluster; ghaz+2awiye tokens; stress-lab safety_gas_mix variant
RPT-B001-057,CLU-B001-014,arabizi,jmaou zibele 3amme titrakam w ma 7ada byiji bi share3 verdun,اجمعوا الزبالة عم تتراكم وما حدا بيجي بشارع فردان,true,BEI_VERDUN,33.8810,35.4905,WASTE,GARBAGE_NOT_COLLECTED,MEDIUM,MUN,2,MEDIUM garbage-not-collected; uncollected waste accumulation in Verdun,false,false,NONE,N/A,ORIGINAL,,0,TEAM-01,CODEX-A2,APPROVED,Arabizi ORIGINAL garbage-not-collected; jmaou token; stress-lab waste_clean variant
RPT-B001-058,CLU-B001-014,arabizi,kuumet zibele 3al rasif w ri7a khafer ktir bi share3 verdun,كومة زبالة على الرصيف وريحة قوية كتير بشارع فردان,true,BEI_VERDUN,33.88135,35.49085,WASTE,OVERFLOWING_BIN,MEDIUM,MUN,2,MEDIUM overflowing bin; OVERFLOWING_BIN acceptable adjacent within GARBAGE cluster,false,false,NONE,N/A,DUPLICATE,,20,TEAM-01,CODEX-A2,APPROVED,Arabizi overflowing-bin adjacent duplicate; kuumet+ri7a tokens; stress-lab waste_overflowing variant
RPT-B001-059,CLU-B001-014,mixed,"ordures non ramassees depuis 3 jours, kuumet zibele w ri7a bi verdun","ordures non ramassees depuis 3 jours, kuumet zibele w ri7a bi verdun",false,BEI_VERDUN,33.88065,35.49015,WASTE,GARBAGE_NOT_COLLECTED,MEDIUM,MUN,2,MEDIUM garbage French+Arabizi code-switch duplicate,false,false,NONE,N/A,DUPLICATE,,45,TEAM-01,CODEX-A2,APPROVED,Mixed French+Arabizi garbage duplicate; stress-lab waste_fr_mix variant
RPT-B001-060,,ar,يوجد مكب نفايات غير قانوني في منطقة كورنيش المزرعة يسبب تلوثا بيئيا,يوجد مكب نفايات غير قانوني في منطقة كورنيش المزرعة يسبب تلوثا بيئيا,false,BEI_MAZRAA,33.8801,35.4958,WASTE,ILLEGAL_DUMP,HIGH,MOE,2,HIGH illegal-dump hard negative for GARBAGE cluster; different issue + MOE vs MUN route,false,false,NONE,N/A,NOISE,CLU-B001-014,0,TEAM-01,CODEX-A2,APPROVED,Arabic illegal-dump hard negative for garbage cluster; different issue type and route entity
RPT-B001-061,CLU-B001-015,arabizi,balo3a msdoude w miye 3am tit3abba bi share3 makhoul,بالوعة مسدودة ومياه عم تتعبى بشارع مخول,true,BEI_RASBEIRUT,33.9018,35.4872,FLOODING,BLOCKED_DRAIN,HIGH,MUN,2,HIGH blocked-drain; balo3a+msdoude tokens confirm FLOODING sector,false,true,NONE,N/A,ORIGINAL,,0,TEAM-01,CODEX-A2,APPROVED,Arabizi ORIGINAL blocked-drain; stress-lab flooding_drain_clean variant
RPT-B001-062,CLU-B001-015,arabizi,5tr444 balo3a msdoude w l share3 killo miye bi ras beirut,"خطر، بالوعة مسدودة والشارع كله مياه في رأس بيروت",true,BEI_RASBEIRUT,33.90225,35.48755,FLOODING,BLOCKED_DRAIN,HIGH,MUN,2,HIGH blocked-drain duplicate; 5tr444 panic+digit prefix forces HITL,false,true,NONE,N/A,DUPLICATE,,10,TEAM-01,CODEX-A2,APPROVED,Arabizi panic+digit noise duplicate; 5tr444 prefix; stress-lab flooding_drain_panic variant
RPT-B001-063,CLU-B001-015,arabizi,sayel w miye 3am tit3abba bi share3 makhoul balo3a msdoude,"سيل ومياه عم تتعبى بشارع مخول، بالوعة مسدودة",true,BEI_RASBEIRUT,33.90135,35.48685,FLOODING,BLOCKED_DRAIN,HIGH,MUN,2,HIGH blocked-drain duplicate; phrase-order variation of balo3a+msdoude tokens,false,true,NONE,N/A,DUPLICATE,,25,TEAM-01,CODEX-A2,APPROVED,Arabizi reordered-token duplicate; stress-lab flooding_drain_repeated variant
RPT-B001-064,CLU-B001-015,mixed,tari2 ghatat w sayel kbir bi makhoul w l miye 3am tirfa3,tari2 ghatat w sayel kbir bi makhoul w l miye 3am tirfa3,false,BEI_RASBEIRUT,33.9030,35.4880,FLOODING,ROAD_FLOODED,HIGH,MUN,2,HIGH road-flooded RELATED effect from blocked-drain cluster; ghatat+sayel tokens,false,true,NONE,N/A,RELATED,,35,TEAM-01,CODEX-A2,APPROVED,Mixed Arabizi ROAD_FLOODED related effect; stress-lab flooding_road_adjacent variant
RPT-B001-065,,en,Major blocked storm drain on Bliss Street causing flooding in front of AUB main gate,Major blocked storm drain on Bliss Street causing flooding in front of AUB main gate,false,BEI_RASBEIRUT,33.9022,35.4851,FLOODING,BLOCKED_DRAIN,HIGH,MUN,2,HIGH blocked-drain hard negative; English cross-language contrast for FLOODING cluster,false,true,NONE,N/A,NOISE,CLU-B001-015,0,TEAM-01,CODEX-A2,APPROVED,English blocked-drain hard negative for FLOODING cluster; cross-language contrast row
